cycle,candidate_feature,candidate_cluster,candidate_cluster_reason,candidate_weakness_score,candidate_mean_abs_shap,candidate_perm_delta_prauc,candidate_max_abs_corr,candidate_vif,active_feature_count_before,mean_average_precision_before,mean_average_precision_after,mean_balanced_accuracy_before,mean_balanced_accuracy_after,mean_auroc_before,mean_auroc_after,mean_brier_before,mean_brier_after,test_average_precision_before,test_average_precision_after,test_balanced_accuracy_before,test_balanced_accuracy_after,test_auroc_before,test_auroc_after,test_brier_before,test_brier_after,accepted,delta_average_precision,delta_balanced_accuracy,delta_auroc,delta_brier,nonnegative_ap_fold_share,ap_standard_error,ap_acceptance_tolerance
1,last15_shots,corr_cluster_3,high_correlation,0.8150293132483405,0.0025160876204577995,-0.0008708203256643024,0.9920130990013855,58.62783823419729,61,0.2293511144320424,0.16337631221050064,0.5132035647279549,0.5082034029889371,0.6997045912309091,0.661215235591907,0.1108245085716715,0.16097213147687406,0.13707146186021682,0.13903115000460647,0.5,0.5155912142938431,0.7640833048822123,0.7521907363150108,0.06289459710899514,0.06322437538077116,False,-0.06597480222154177,-0.005000161739017905,-0.038489355639002104,0.050147622905202555,0.0,0.025520094979417148,0.005
1,last_15_shots_total,corr_cluster_3,high_correlation,0.8103836296566519,0.0020864218284165513,0.0007445336232788577,0.9920130990013855,67.13324831587816,61,0.2293511144320424,0.22432282369921117,0.5132035647279549,0.4996951219512195,0.6997045912309091,0.6963423023858757,0.1108245085716715,0.10052608040412278,0.13707146186021682,0.10667719528363598,0.5,0.5,0.7640833048822123,0.7636280869466257,0.06289459710899514,0.06552364414676998,False,-0.005028290732831245,-0.013508442776735463,-0.003362288845033451,-0.010298428167548702,0.5,0.02088298122327532,0.005
1,last_15_shots_under_pressure,corr_cluster_3,high_correlation,0.8029023613667049,0.00119727598268988,0.0037615539905691622,0.9991230278529646,19.231269744764525,61,0.2293511144320424,0.22647690803153675,0.5132035647279549,0.5,0.6997045912309091,0.6912468849599867,0.1108245085716715,0.10082326792140534,0.13707146186021682,0.13882691834320887,0.5,0.5,0.7640833048822123,0.7629452600432457,0.06289459710899514,0.06354101504813532,False,-0.0028742064005056397,-0.013203564727954975,-0.00845770627092246,-0.010001240650266165,0.5,0.018248330222215142,0.005
1,cumul_shots_total,corr_cluster_9,high_correlation,0.7863214076221707,0.0013232039082645996,0.0018581883506980298,0.8887597695865174,12.47759233965381,61,0.2293511144320424,0.21964087029258805,0.5132035647279549,0.5,0.6997045912309091,0.6988042378146971,0.1108245085716715,0.09374156619248179,0.13707146186021682,0.09321737006887293,0.5,0.5,0.7640833048822123,0.7044213041993855,0.06289459710899514,0.20047888039681608,False,-0.009710244139454323,-0.013203564727954975,-0.0009003534162119742,-0.017082942379189697,0.5,0.013299099727694951,0.005
1,last_15_shots_under_pressure_rate,corr_cluster_3,high_correlation,0.7799431876877588,0.004721461294956383,0.0032004966289435333,0.9991230278529646,11.452784168910656,61,0.2293511144320424,0.19514296292673605,0.5132035647279549,0.5,0.6997045912309091,0.6978232728273562,0.1108245085716715,0.07821158954931638,0.13707146186021682,0.133901567853771,0.5,0.5147661317855924,0.7640833048822123,0.7594173210424491,0.06289459710899514,0.06215190217728506,False,-0.03420815150530632,-0.013203564727954975,-0.0018813184035528785,-0.03261291902235511,0.25,0.024798868234967627,0.005
1,last_15_times_pressured,,,0.7919490857466547,0.004944707767157733,0.0007013823060386809,0.0,inf,61,0.2293511144320424,0.21273107105945754,0.5132035647279549,0.512593808630394,0.6997045912309091,0.7050496757480358,0.1108245085716715,0.0837592551428536,0.13707146186021682,0.09534480366300156,0.5,0.5,0.7640833048822123,0.7363150108114259,0.06289459710899514,0.22532085139082156,False,-0.01662004337258486,-0.0006097560975609762,0.005345084517126619,-0.027065253428817906,0.5,0.017936459847680997,0.005
1,last_15_pressured_unsucc,,,0.7759859681437427,0.01131909667737379,-0.0005131807745099512,0.0,inf,61,0.2293511144320424,0.18135302227749417,0.5132035647279549,0.5045028142589119,0.6997045912309091,0.6707174736642256,0.1108245085716715,0.1263786676358686,0.13707146186021682,0.09610612180932765,0.5,0.5,0.7640833048822123,0.7376522134972118,0.06289459710899514,0.22530883298674806,False,-0.047998092154548214,-0.008700750469043145,-0.028987117566683346,0.0155541590641971,0.25,0.019485995624365288,0.005
1,checkpoint_min,,,0.7745654399874988,0.001417595875341183,-7.897730897612337e-05,0.0,inf,61,0.2293511144320424,0.2024182516516341,0.5132035647279549,0.5,0.6997045912309091,0.7090837444858556,0.1108245085716715,0.08695018399242561,0.13707146186021682,0.11885973650829704,0.5,0.5,0.7640833048822123,0.6795265733469898,0.06289459710899514,0.2139688610796995,False,-0.02693286278040828,-0.013203564727954975,0.009379153254946593,-0.02387432457924589,0.25,0.022875751218302084,0.005
1,last_15_pressured_succ,,,0.7296952464800142,0.004299894232080114,0.0032815562637599008,0.0,inf,61,0.2293511144320424,0.19718980216062798,0.5132035647279549,0.5,0.6997045912309091,0.7007087973084778,0.1108245085716715,0.0792079816715697,0.13707146186021682,0.09610612180932765,0.5,0.5,0.7640833048822123,0.7376522134972118,0.06289459710899514,0.22530883298674806,False,-0.0321613122714144,-0.013203564727954975,0.0010042060775686812,-0.03161652690010179,0.25,0.015973145239443758,0.005
1,cumul_shots_blocked,,,0.6955396125784997,0.004305782963312657,-0.0012880823610455505,0.0,2.91868642701259,61,0.2293511144320424,0.2015931507016177,0.5132035647279549,0.5,0.6997045912309091,0.688121540226313,0.1108245085716715,0.10973020719743377,0.13707146186021682,0.1073044830251646,0.5,0.4991749174917492,0.7640833048822123,0.7558893820416525,0.06289459710899514,0.06311916232598343,False,-0.02775796373042471,-0.013203564727954975,-0.011583051004596029,-0.001094301374237737,0.25,0.01414488538779496,0.005
1,last15_bottom_sprint_count,,,0.6918911221136612,0.008814057713318951,0.0008208944766913487,0.0,2.087115334965923,61,0.2293511144320424,0.1933514658290333,0.5132035647279549,0.5101532567049809,0.6997045912309091,0.6797205308320496,0.1108245085716715,0.12920040307315683,0.13707146186021682,0.12140378694835796,0.5,0.5,0.7640833048822123,0.7660748833504041,0.06289459710899514,0.06367516592483351,False,-0.0359996486030091,-0.003050308022974124,-0.019984060398859416,0.018375894501485347,0.25,0.017529119583625647,0.005
1,last_15_received_succ,,,0.6483590139539074,0.008201114580707363,-0.0022635711858344024,0.0,2.9422336427612237,61,0.2293511144320424,0.19777525581298705,0.5132035647279549,0.4996951219512195,0.6997045912309091,0.6905098704141122,0.1108245085716715,0.0997716484387828,0.13707146186021682,0.09487066932657533,0.5,0.5,0.7640833048822123,0.722999886195516,0.06289459710899514,0.1332979654077957,False,-0.03157585861905534,-0.013508442776735463,-0.009194720816796897,-0.011052860132888687,0.25,0.01618409310835389,0.005
1,position,,,0.6440425127525289,0.013944576519663621,0.0024052349743017565,0.0,1.1760882890054039,61,0.2293511144320424,0.20197780289658607,0.5132035647279549,0.5,0.6997045912309091,0.6885130004506101,0.1108245085716715,0.18687799823493512,0.13707146186021682,0.10065461094443405,0.5,0.5172413793103449,0.7640833048822123,0.6295948560373279,0.06289459710899514,0.24659253971384829,False,-0.02737331153545633,-0.013203564727954975,-0.011191590780298966,0.07605348966326363,0.5,0.026984067663292356,0.005
1,last_15_shots_blocked,,,0.6431663346502086,0.00084899521693905,0.0013430881358716465,0.0,2.4417983583929783,61,0.2293511144320424,0.2259017923198862,0.5132035647279549,0.5,0.6997045912309091,0.695999610438693,0.1108245085716715,0.10774979198941267,0.13707146186021682,0.12598858203336225,0.5,0.5,0.7640833048822123,0.7644247183339024,0.06289459710899514,0.06260822063548231,False,-0.0034493221121562057,-0.013203564727954975,-0.003704980792216178,-0.0030747165822588296,0.5,0.021803904653247327,0.005
1,cumul_peak_speed,,,0.6421690430318046,0.011271110094333976,0.003409998933074032,0.0,9.198388257556829,61,0.2293511144320424,0.20135140594981593,0.5132035647279549,0.5083958724202626,0.6997045912309091,0.6966527566677891,0.1108245085716715,0.08630044360935232,0.13707146186021682,0.10674322020126405,0.5,0.5,0.7640833048822123,0.7539547058154091,0.06289459710899514,0.06429222775316776,False,-0.027999708482226486,-0.004807692307692318,-0.0030518345631199983,-0.02452406496231918,0.25,0.02144996914983957,0.005
1,last_15_shots_set_play,,,0.6411971581865039,0.0004574798532942703,0.0008991516655466533,0.0,2.5125946059203272,61,0.2293511144320424,0.2236969674562601,0.5132035647279549,0.5132035647279549,0.6997045912309091,0.6919357062236188,0.1108245085716715,0.09961379473220514,0.13707146186021682,0.09624822027363215,0.5,0.5,0.7640833048822123,0.7089165813133037,0.06289459710899514,0.20043118538960397,False,-0.00565414697578228,0.0,-0.007768885007290366,-0.011210713839466365,0.5,0.01239031998285935,0.005
1,is_home,,,0.6376696442107925,0.010095834946545555,0.0042686015627968615,0.0,1.0328710392932827,61,0.2293511144320424,0.21728900107747995,0.5132035647279549,0.5,0.6997045912309091,0.7127095309993007,0.1108245085716715,0.155236430316531,0.13707146186021682,0.10831610635960524,0.5,0.5,0.7640833048822123,0.7566291111869808,0.06289459710899514,0.0642556777746993,False,-0.012062113354562441,-0.013203564727954975,0.013004939768391538,0.044411921744859514,0.25,0.02901349755125869,0.005
1,last_15_pressures_won,,,0.6282741376946547,0.019970394186058765,0.018319048823041882,0.0,inf,61,0.2293511144320424,0.18519672319087516,0.5132035647279549,0.5101532567049809,0.6997045912309091,0.6817184137877275,0.1108245085716715,0.12369849850659029,0.13707146186021682,0.09837361488181788,0.5,0.5,0.7640833048822123,0.727751223398202,0.06289459710899514,0.2084106294211803,False,-0.044154391241167226,-0.003050308022974124,-0.01798617744318165,0.012873989934918784,0.0,0.014790086044704543,0.005
1,last_15_pressure_success_rate,,,0.61884667155157,0.014631836900395302,0.0023151865097752952,0.0,2.8754963255560617,61,0.2293511144320424,0.19960516262327732,0.5132035647279549,0.5146560709638927,0.6997045912309091,0.6766537012235527,0.1108245085716715,0.12721797135237645,0.13707146186021682,0.12454048809342311,0.5,0.49587458745874585,0.7640833048822123,0.760100147945829,0.06289459710899514,0.06298969852747055,False,-0.029745951808765075,0.0014525062359377061,-0.02305089000735633,0.01639346278070496,0.25,0.013925040549112257,0.005
1,last_15_received_unsucc,,,0.6084952799959727,0.026404174788858138,-0.0006135586200457233,0.0,1.9626189421479774,61,0.2293511144320424,0.19508796768791994,0.5132035647279549,0.5,0.6997045912309091,0.6988599019325222,0.1108245085716715,0.0814284692031678,0.13707146186021682,0.11097354455068563,0.5,0.4991749174917492,0.7640833048822123,0.7571412313645158,0.06289459710899514,0.06311453839301583,False,-0.03426314674412243,-0.013203564727954975,-0.0008446892983868526,-0.029396039368503702,0.25,0.01989240122596181,0.005
