checkpoint,position,is_home,formation,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,scored_after,cumul_in_game_time,cumul_received_succ,cumul_received_unsucc,cumul_times_pressured,cumul_pressured_succ,cumul_pressured_unsucc,cumul_pressured_success_rate,cumul_pressures_applied,cumul_pressures_won,cumul_pressures_lost,cumul_pressure_success_rate
H1_30,D,True,4-3-3,1,10,121.42,6.466,7.51,0,0,0,0,0,29,8,0,0,0,0,0.0,0,0,0,0.0
H1_45,D,True,4-3-3,1,16,195.2,6.49,8.12,0,0,0,0,0,44,13,0,4,0,4,0.0,0,0,0,0.0
H2_15,D,True,4-3-3,1,19,241.55,6.484,8.12,0,0,0,0,0,59,21,1,5,1,4,0.2,2,2,0,1.0
H2_30,D,True,4-3-3,2,27,431.42,6.549,8.12,0,0,0,0,0,74,27,1,7,3,4,0.42857142857142855,3,2,1,0.6666666666666666
H1_15,D,True,4-3-3,2,7,102.81,6.869,8.46,0,0,0,0,0,14,3,1,4,3,1,0.75,2,1,1,0.5
H1_30,D,True,4-3-3,2,11,173.3,6.745,8.46,0,0,0,0,0,29,7,1,7,4,3,0.5714285714285714,3,2,1,0.6666666666666666
H1_45,D,True,4-3-3,3,18,318.14,6.714,8.46,0,0,0,0,0,44,11,1,9,4,5,0.4444444444444444,6,2,4,0.3333333333333333
H2_15,D,True,4-3-3,4,24,426.84,6.796,8.64,0,0,0,0,0,59,16,2,11,6,5,0.5454545454545454,7,2,5,0.2857142857142857
H2_30,D,True,4-3-3,4,31,525.72,6.705,8.64,0,0,0,0,0,74,17,2,14,7,7,0.5,8,3,5,0.375
H1_15,M,True,4-3-3,0,9,79.89,5.987,6.46,0,0,0,0,0,14,5,1,2,1,1,0.5,7,0,7,0.0
H1_30,M,True,4-3-3,0,13,127.15,5.942,6.46,0,0,0,0,0,29,6,1,3,2,1,0.6666666666666666,10,0,10,0.0
H1_45,M,True,4-3-3,1,19,254.82,6.202,7.64,0,0,0,0,0,44,10,1,0,0,0,0.0,14,0,14,0.0
H1_15,M,True,4-3-3,0,11,132.42,6.019,6.58,0,0,0,0,0,14,3,0,8,4,4,0.5,4,3,1,0.75
H1_30,M,True,4-3-3,1,18,240.32,6.373,7.37,0,0,0,0,0,29,5,1,10,5,5,0.5,9,4,5,0.4444444444444444
H1_45,M,True,4-3-3,7,28,434.04,6.758,7.75,0,0,0,0,0,44,9,2,12,6,6,0.5,11,4,7,0.36363636363636365
H2_15,M,True,4-3-3,7,32,511.18,6.722,7.75,1,0,1,1,0,59,18,2,15,7,8,0.4666666666666667,12,5,7,0.4166666666666667
H2_30,M,True,4-3-3,7,40,612.0,6.608,7.75,1,0,1,1,0,74,25,2,18,7,11,0.3888888888888889,0,0,0,0.0
H2_15,M,True,4-3-3,1,5,102.49,6.533,7.93,0,0,0,0,0,14,5,0,2,1,1,0.5,5,2,3,0.4
H2_30,M,True,4-3-3,3,11,180.6,6.51,7.98,0,0,0,0,0,29,6,1,0,0,0,0.0,6,3,3,0.5
H1_15,M,True,4-3-3,2,11,154.49,6.582,8.8,0,0,0,0,0,14,2,0,4,1,3,0.25,7,5,2,0.7142857142857143
H1_30,M,True,4-3-3,4,21,322.21,6.654,8.8,0,0,0,0,0,29,3,1,9,4,5,0.4444444444444444,11,5,6,0.45454545454545453
H1_45,M,True,4-3-3,6,27,446.8,6.754,8.8,1,0,0,1,0,44,8,1,13,6,7,0.46153846153846156,16,7,9,0.4375
H2_15,A,True,4-3-3,2,5,87.67,6.629,7.92,0,0,0,0,0,6,3,0,1,1,0,1.0,0,0,0,0.0
H2_30,A,True,4-3-3,3,15,189.27,6.532,7.92,0,0,0,0,0,21,8,0,3,2,1,0.6666666666666666,1,0,1,0.0
H2_30,M,True,4-3-3,0,2,44.12,6.755,7.01,0,0,0,0,0,2,0,0,0,0,0,0.0,1,0,1,0.0
H1_15,D,True,4-3-3,4,14,228.06,7.006,9.64,0,0,0,0,0,14,1,0,2,0,2,0.0,1,1,0,1.0
H1_30,D,True,4-3-3,9,21,366.8,7.179,9.64,0,0,0,0,0,29,1,1,0,0,0,0.0,7,4,3,0.5714285714285714
H1_45,D,True,4-3-3,10,28,455.32,7.058,9.64,0,0,0,0,0,44,3,1,3,1,2,0.3333333333333333,0,0,0,0.0
H2_15,D,True,4-3-3,12,35,557.26,7.166,11.48,0,0,0,0,0,59,9,2,7,2,5,0.2857142857142857,9,5,4,0.5555555555555556
H2_30,D,True,4-3-3,15,43,697.07,7.152,11.48,0,0,0,0,0,74,12,2,8,3,5,0.375,12,6,6,0.5
H2_15,M,True,4-3-3,1,1,23.57,6.925,7.74,0,0,0,0,0,6,3,0,2,1,1,0.5,3,1,2,0.3333333333333333
H2_30,M,True,4-3-3,3,7,154.84,6.902,8.02,1,1,1,1,0,21,7,0,7,5,2,0.7142857142857143,7,4,3,0.5714285714285714
H1_15,M,True,4-3-3,4,12,218.6,7.31,11.8,0,0,0,0,0,14,4,1,5,2,3,0.4,6,4,2,0.6666666666666666
H1_30,M,True,4-3-3,6,23,378.47,6.99,11.8,0,0,0,0,0,29,0,0,7,2,5,0.2857142857142857,8,4,4,0.5
H1_45,M,True,4-3-3,10,32,610.34,7.041,11.8,0,0,0,0,0,44,6,2,10,3,7,0.3,12,5,7,0.4166666666666667
H1_15,M,True,4-3-3,2,11,190.31,6.956,9.82,0,0,0,0,0,14,7,0,6,1,5,0.16666666666666666,2,1,1,0.5
H1_30,M,True,4-3-3,2,13,249.3,6.85,9.82,1,0,1,1,0,29,11,0,8,1,7,0.125,8,4,4,0.5
H1_45,M,True,4-3-3,4,22,459.91,6.83,9.82,1,0,1,1,0,44,12,0,13,5,8,0.38461538461538464,12,5,7,0.4166666666666667
H2_15,M,True,4-3-3,8,29,564.79,6.99,10.34,1,0,1,1,0,59,14,0,17,6,11,0.35294117647058826,16,7,9,0.4375
H2_30,M,True,4-3-3,10,35,677.85,6.974,10.34,1,0,1,1,0,74,17,0,20,7,13,0.35,0,0,0,0.0
H1_15,A,True,4-3-3,2,14,175.88,6.584,8.25,0,0,0,0,0,14,4,0,1,0,1,0.0,7,3,4,0.42857142857142855
H1_30,A,True,4-3-3,3,20,311.6,6.56,8.25,0,0,0,0,0,29,0,0,0,0,0,0.0,10,4,6,0.4
H1_45,A,True,4-3-3,6,37,571.69,6.524,8.25,0,0,0,0,0,44,7,0,4,2,2,0.5,24,10,14,0.4166666666666667
H2_15,A,True,4-3-3,6,44,668.92,6.465,8.25,0,0,0,0,0,59,14,0,8,3,5,0.375,29,11,18,0.3793103448275862
H1_15,D,True,4-3-3,0,8,74.64,6.281,6.69,0,0,0,0,0,14,6,1,0,0,0,0.0,2,1,1,0.5
H1_30,D,True,4-3-3,2,11,128.9,6.679,8.28,0,0,0,0,0,29,7,1,0,0,0,0.0,0,0,0,0.0
H1_45,D,True,4-3-3,2,17,195.93,6.55,8.28,0,0,0,0,0,44,10,1,2,2,0,1.0,5,3,2,0.6
H2_15,D,True,4-3-3,2,21,232.31,6.484,8.28,0,0,0,0,0,59,20,2,5,5,0,1.0,6,4,2,0.6666666666666666
H2_30,D,True,4-3-3,5,34,432.99,6.595,8.59,1,0,1,1,0,74,25,3,7,7,0,1.0,0,0,0,0.0
H1_15,G,False,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,14,1,0,0,0,0,0.0,0,0,0,0.0
H1_30,G,False,4-3-3,0,1,6.98,5.98,5.98,0,0,0,0,0,29,2,0,0,0,0,0.0,0,0,0,0.0
H1_45,G,False,4-3-3,0,2,13.07,6.465,6.95,0,0,0,0,0,44,0,0,0,0,0,0.0,0,0,0,0.0
H2_15,G,False,4-3-3,0,2,13.07,6.465,6.95,0,0,0,0,0,59,2,1,1,1,0,1.0,0,0,0,0.0
H2_30,G,False,4-3-3,0,2,13.07,6.465,6.95,0,0,0,0,0,74,2,2,0,0,0,0.0,0,0,0,0.0
H1_15,D,False,4-3-3,1,9,186.91,6.674,8.19,0,0,0,0,0,14,4,0,3,1,2,0.3333333333333333,1,0,1,0.0
H1_30,D,False,4-3-3,1,17,295.39,6.412,8.19,0,0,0,0,0,29,10,0,7,4,3,0.5714285714285714,2,1,1,0.5
H1_45,D,False,4-3-3,7,30,559.51,6.698,8.5,0,0,0,0,0,44,12,1,8,5,3,0.625,5,3,2,0.6
H2_15,D,False,4-3-3,8,32,622.12,6.743,8.5,0,0,0,0,0,59,15,1,9,5,4,0.5555555555555556,7,4,3,0.5714285714285714
H2_30,D,False,4-3-3,9,40,742.26,6.684,8.5,0,0,0,0,0,74,15,3,11,6,5,0.5454545454545454,0,0,0,0.0
H1_15,D,False,4-3-3,1,7,97.54,6.511,8.22,0,0,0,0,0,14,21,2,5,3,2,0.6,1,1,0,1.0
H1_30,D,False,4-3-3,1,12,175.28,6.398,8.22,0,0,0,0,0,29,30,2,8,5,3,0.625,2,1,1,0.5
H1_45,D,False,4-3-3,1,20,309.03,6.44,8.22,0,0,0,0,0,44,43,2,15,9,6,0.6,4,3,1,0.75
H2_15,D,False,4-3-3,1,25,354.14,6.337,8.22,0,0,0,0,0,59,48,2,0,0,0,0.0,0,0,0,0.0
H2_30,D,False,4-3-3,1,28,392.2,6.324,8.22,0,0,0,0,0,74,49,3,0,0,0,0.0,5,3,2,0.6
H1_15,M,False,4-3-3,2,12,171.34,6.621,7.93,0,0,0,0,0,14,7,1,3,2,1,0.6666666666666666,3,2,1,0.6666666666666666
H1_30,M,False,4-3-3,2,20,332.51,6.584,7.93,2,0,0,2,0,29,13,1,4,3,1,0.75,0,0,0,0.0
H1_45,M,False,4-3-3,2,29,511.57,6.525,7.93,2,0,0,2,0,44,21,2,10,8,2,0.8,4,3,1,0.75
H2_15,M,False,4-3-3,2,34,573.49,6.501,7.93,2,0,0,2,0,59,24,2,13,11,2,0.8461538461538461,7,6,1,0.8571428571428571
H2_30,M,False,4-3-3,3,41,666.36,6.522,7.93,2,0,0,2,0,74,24,4,0,0,0,0.0,8,6,2,0.75
H1_15,M,False,4-3-3,2,9,142.8,6.83,7.57,0,0,0,0,0,14,4,0,5,2,3,0.4,7,4,3,0.5714285714285714
H1_30,M,False,4-3-3,3,17,259.3,6.643,7.57,1,0,0,1,0,29,10,0,10,5,5,0.5,11,6,5,0.5454545454545454
H1_45,M,False,4-3-3,6,23,412.61,6.763,8.74,2,0,0,2,0,44,18,0,15,8,7,0.5333333333333333,16,8,8,0.5
H2_15,M,False,4-3-3,7,30,515.23,6.714,8.74,2,0,0,2,0,59,22,2,19,11,8,0.5789473684210527,18,9,9,0.5
H2_30,M,False,4-3-3,3,5,166.93,7.4,9.29,0,0,0,0,0,13,3,0,3,3,0,1.0,2,1,1,0.5
H2_30,A,False,4-3-3,1,3,78.91,6.715,7.66,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,0,0.0
H1_15,A,False,4-3-3,2,6,79.59,6.749,7.59,0,0,0,0,1,14,0,0,2,1,1,0.5,2,2,0,1.0
H1_30,A,False,4-3-3,2,11,146.05,6.534,7.59,3,2,3,3,0,29,1,0,0,0,0,0.0,8,6,2,0.75
H1_45,A,False,4-3-3,2,18,243.03,6.508,7.59,4,3,4,4,0,44,2,0,3,2,1,0.6666666666666666,0,0,0,0.0
H2_15,A,False,4-3-3,4,24,369.47,6.659,7.99,4,3,4,4,0,59,3,0,5,2,3,0.4,13,6,7,0.46153846153846156
H2_30,D,False,4-3-3,1,3,55.99,7.02,7.93,0,0,0,0,0,6,0,2,1,0,1,0.0,3,2,1,0.6666666666666666
H1_15,D,False,4-3-3,3,3,103.53,7.642,8.9,0,0,0,0,0,14,5,1,3,1,2,0.3333333333333333,5,5,0,1.0
H1_30,D,False,4-3-3,4,5,142.61,7.589,9.42,0,0,0,0,0,29,7,3,7,3,4,0.42857142857142855,6,6,0,1.0
H1_45,D,False,4-3-3,7,11,312.77,7.352,9.42,0,0,0,0,0,44,10,3,12,8,4,0.6666666666666666,0,0,0,0.0
H2_15,D,False,4-3-3,7,14,362.43,7.278,9.42,0,0,0,0,0,59,11,5,16,9,7,0.5625,11,10,1,0.9090909090909091
H1_15,D,False,4-3-3,0,3,33.06,6.127,6.27,0,0,0,0,0,14,7,1,0,0,0,0.0,0,0,0,0.0
H1_30,D,False,4-3-3,0,4,42.09,6.022,6.27,0,0,0,0,0,29,20,1,0,0,0,0.0,0,0,0,0.0
H1_45,D,False,4-3-3,1,10,113.4,6.344,7.38,0,0,0,0,0,44,30,4,2,2,0,1.0,1,1,0,1.0
H2_15,D,False,4-3-3,1,13,156.23,6.326,7.38,0,0,0,0,0,59,37,5,5,4,1,0.8,2,2,0,1.0
H2_30,D,False,4-3-3,1,16,207.5,6.406,7.38,0,0,0,0,0,74,38,7,0,0,0,0.0,0,0,0,0.0
H1_15,M,False,4-3-3,2,8,134.41,6.574,7.67,0,0,0,0,0,14,6,1,8,6,2,0.75,1,0,1,0.0
H1_30,M,False,4-3-3,2,17,220.61,6.297,7.67,0,0,0,0,0,29,14,1,10,8,2,0.8,2,1,1,0.5
H1_45,M,False,4-3-3,3,28,374.08,6.327,7.67,0,0,0,0,0,44,20,1,16,11,5,0.6875,8,1,7,0.125
H2_15,M,False,4-3-3,3,31,408.49,6.308,7.67,0,0,0,0,0,59,21,1,17,12,5,0.7058823529411765,11,3,8,0.2727272727272727
H2_30,M,False,4-3-3,3,33,439.06,6.332,7.67,0,0,0,0,0,74,23,2,18,13,5,0.7222222222222222,14,6,8,0.42857142857142855
H1_15,A,False,4-3-3,2,12,200.49,6.69,7.7,0,0,0,0,0,14,3,0,4,1,3,0.25,8,6,2,0.75
H1_30,A,False,4-3-3,3,15,253.99,6.751,8.34,0,0,0,0,0,29,8,0,10,5,5,0.5,0,0,0,0.0
H1_45,A,False,4-3-3,4,22,346.82,6.698,8.34,0,0,0,0,0,44,12,0,14,7,7,0.5,9,6,3,0.6666666666666666
H2_15,A,False,4-3-3,6,30,482.07,6.832,8.45,0,0,0,0,0,59,17,0,19,11,8,0.5789473684210527,11,7,4,0.6363636363636364
H2_30,A,False,4-3-3,8,39,601.45,6.793,8.45,0,0,0,0,0,74,19,0,21,11,10,0.5238095238095238,15,7,8,0.4666666666666667
H1_15,A,False,4-3-3,0,10,131.68,6.167,7.13,0,0,0,0,1,14,2,0,5,2,3,0.4,6,2,4,0.3333333333333333
H1_30,A,False,4-3-3,2,18,257.16,6.434,7.74,1,0,1,1,1,29,7,0,10,6,4,0.6,9,4,5,0.4444444444444444
H1_45,A,False,4-3-3,4,27,442.13,6.532,7.9,1,0,1,1,1,44,9,0,12,7,5,0.5833333333333334,15,8,7,0.5333333333333333
H2_15,A,False,4-3-3,7,35,595.56,6.633,8.92,2,1,2,2,0,59,11,0,15,8,7,0.5333333333333333,20,9,11,0.45
H2_30,M,False,4-3-3,4,9,188.12,7.049,8.52,0,0,0,0,0,13,0,0,2,1,1,0.5,5,3,2,0.6
H1_15,D,True,4-3-3,2,8,123.09,6.737,7.65,0,0,0,0,0,14,6,3,5,3,2,0.6,5,2,3,0.4
H1_30,D,True,4-3-3,6,19,287.63,6.77,7.81,0,0,0,0,0,29,0,0,6,4,2,0.6666666666666666,6,2,4,0.3333333333333333
H1_45,D,True,4-3-3,8,24,344.22,6.753,7.81,0,0,0,0,0,44,11,3,7,4,3,0.5714285714285714,9,4,5,0.4444444444444444
H2_15,D,True,4-3-3,11,34,507.54,6.787,8.37,0,0,0,0,0,59,15,3,8,5,3,0.625,10,5,5,0.5
H2_30,D,True,4-3-3,11,41,633.83,6.709,8.37,1,0,0,1,0,74,19,4,9,6,3,0.6666666666666666,0,0,0,0.0
H1_15,D,True,4-3-3,1,7,76.11,6.296,7.76,0,0,0,0,0,14,11,2,1,0,1,0.0,5,2,3,0.4
H1_30,D,True,4-3-3,1,15,172.9,6.228,7.76,0,0,0,0,0,29,13,3,7,3,4,0.42857142857142855,0,0,0,0.0
H1_45,D,True,4-3-3,2,17,199.34,6.31,7.76,0,0,0,0,0,44,21,5,9,5,4,0.5555555555555556,0,0,0,0.0
H2_15,D,True,4-3-3,2,23,279.23,6.313,7.76,0,0,0,0,0,59,25,6,0,0,0,0.0,7,3,4,0.42857142857142855
H2_30,D,True,4-3-3,2,26,315.74,6.306,7.76,0,0,0,0,0,74,28,6,11,6,5,0.5454545454545454,0,0,0,0.0
H1_15,D,True,4-3-3,2,6,99.22,6.931,9.02,0,0,0,0,0,14,9,2,6,4,2,0.6666666666666666,2,1,1,0.5
H1_30,D,True,4-3-3,5,10,168.6,7.001,9.02,0,0,0,0,0,29,19,2,16,6,10,0.375,0,0,0,0.0
H1_45,D,True,4-3-3,5,11,181.12,6.981,9.02,0,0,0,0,0,44,24,4,20,10,10,0.5,4,2,2,0.5
H2_15,D,True,4-3-3,6,17,275.37,6.896,9.02,0,0,0,0,0,59,35,5,0,0,0,0.0,5,2,3,0.4
H2_30,D,True,4-3-3,6,19,291.58,6.811,9.02,0,0,0,0,0,74,41,7,21,10,11,0.47619047619047616,6,3,3,0.5
H1_15,D,True,4-3-3,2,10,134.24,6.558,8.16,0,0,0,0,0,14,8,2,5,4,1,0.8,1,1,0,1.0
H1_30,D,True,4-3-3,5,18,263.81,6.72,8.58,0,0,0,0,0,29,16,2,13,11,2,0.8461538461538461,8,5,3,0.625
H1_45,D,True,4-3-3,6,24,371.85,6.76,8.68,0,0,0,0,0,44,20,2,16,13,3,0.8125,12,7,5,0.5833333333333334
H2_15,D,True,4-3-3,12,39,611.19,6.788,8.68,0,0,0,0,0,59,26,2,19,15,4,0.7894736842105263,13,8,5,0.6153846153846154
H2_30,D,True,4-3-3,15,48,801.73,6.808,8.87,0,0,0,0,0,74,35,2,23,18,5,0.782608695652174,14,9,5,0.6428571428571429
H2_30,A,True,4-3-3,1,5,74.02,6.847,9.56,0,0,0,0,0,9,8,0,8,3,5,0.375,0,0,0,0.0
H1_15,M,True,4-3-3,3,14,233.32,6.726,8.56,0,0,0,0,0,14,11,1,11,8,3,0.7272727272727273,3,1,2,0.3333333333333333
H1_30,M,True,4-3-3,4,17,273.95,6.778,8.56,0,0,0,0,0,29,20,1,21,14,7,0.6666666666666666,4,2,2,0.5
H1_45,M,True,4-3-3,4,19,296.31,6.725,8.56,0,0,0,0,0,44,26,3,27,17,10,0.6296296296296297,7,3,4,0.42857142857142855
H2_15,M,True,4-3-3,7,31,501.53,6.728,8.56,0,0,0,0,0,59,34,3,29,18,11,0.6206896551724138,8,4,4,0.5
H2_30,M,True,4-3-3,10,36,609.05,6.821,9.04,0,0,0,0,0,74,40,3,34,22,12,0.6470588235294118,11,5,6,0.45454545454545453
H1_15,A,True,4-3-3,2,14,194.13,6.758,8.92,1,0,1,1,0,14,8,0,8,5,3,0.625,6,0,6,0.0
H1_30,A,True,4-3-3,5,24,371.2,6.855,8.92,2,1,1,2,0,29,10,0,9,6,3,0.6666666666666666,9,1,8,0.1111111111111111
H1_45,A,True,4-3-3,7,31,497.04,6.841,9.82,2,1,1,2,0,44,13,0,11,7,4,0.6363636363636364,12,3,9,0.25
H2_15,A,True,4-3-3,9,41,672.85,6.784,9.82,5,1,4,5,0,59,16,0,0,0,0,0.0,17,6,11,0.35294117647058826
H1_15,M,True,4-3-3,5,10,177.66,6.903,7.53,0,0,0,0,0,14,10,1,8,7,1,0.875,6,2,4,0.3333333333333333
H1_30,M,True,4-3-3,7,21,353.94,6.776,7.54,1,0,1,1,0,29,16,1,19,17,2,0.8947368421052632,10,3,7,0.3
H1_45,M,True,4-3-3,9,26,415.67,6.772,7.83,1,0,1,1,0,44,18,1,20,18,2,0.9,12,5,7,0.4166666666666667
H2_15,M,True,4-3-3,9,29,479.19,6.763,7.83,3,1,2,3,0,59,24,2,21,18,3,0.8571428571428571,14,7,7,0.5
H2_30,M,True,4-3-3,9,33,536.29,6.722,7.83,3,1,2,3,0,74,33,2,27,23,4,0.8518518518518519,15,7,8,0.4666666666666667
H1_15,A,True,4-3-3,3,10,207.12,6.926,8.73,2,1,1,2,0,14,6,2,3,2,1,0.6666666666666666,6,3,3,0.5
H1_30,A,True,4-3-3,6,17,372.38,7.005,8.87,2,1,1,2,0,29,15,2,9,6,3,0.6666666666666666,8,3,5,0.375
H1_45,A,True,4-3-3,8,21,451.88,6.992,8.87,2,1,1,2,0,44,19,2,13,9,4,0.6923076923076923,11,5,6,0.45454545454545453
H2_15,A,True,4-3-3,11,33,675.93,6.967,9.58,4,2,1,4,0,59,26,3,16,9,7,0.5625,14,6,8,0.42857142857142855
H2_30,A,True,4-3-3,11,40,771.19,6.932,9.58,4,2,1,4,0,74,35,3,25,13,12,0.52,16,7,9,0.4375
H1_15,G,True,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,14,1,0,1,1,0,1.0,0,0,0,0.0
H1_30,G,True,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,29,3,1,0,0,0,0.0,0,0,0,0.0
H1_45,G,True,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,44,4,2,0,0,0,0.0,0,0,0,0.0
H2_15,G,True,4-3-3,1,1,17.68,9.62,9.62,0,0,0,0,0,59,7,2,0,0,0,0.0,0,0,0,0.0
H2_30,G,True,4-3-3,2,1,29.52,9.527,9.62,0,0,0,0,0,74,9,2,0,0,0,0.0,0,0,0,0.0
H1_15,A,True,4-3-3,2,9,176.69,6.598,8.09,0,0,0,0,0,14,9,0,8,5,3,0.625,4,3,1,0.75
H1_30,A,True,4-3-3,4,16,301.69,6.625,8.09,1,1,1,1,0,29,11,0,11,7,4,0.6363636363636364,0,0,0,0.0
H1_45,A,True,4-3-3,7,24,494.06,6.788,9.75,1,1,1,1,0,44,15,0,14,10,4,0.7142857142857143,10,3,7,0.3
H2_15,A,True,4-3-3,11,39,698.96,6.749,9.75,1,1,1,1,0,59,18,0,0,0,0,0.0,11,3,8,0.2727272727272727
H2_30,A,True,4-3-3,0,1,5.84,6.02,6.02,1,1,1,1,0,9,2,0,1,0,1,0.0,0,0,0,0.0
H2_30,M,True,4-3-3,2,5,84.08,6.776,8.44,0,0,0,0,0,9,5,0,3,1,2,0.3333333333333333,1,0,1,0.0
H1_15,M,True,4-3-3,3,12,210.0,6.779,8.04,0,0,0,0,0,14,2,0,5,4,1,0.8,6,2,4,0.3333333333333333
H1_30,M,True,4-3-3,6,21,401.04,6.852,8.18,1,1,1,1,0,29,4,0,10,6,4,0.6,7,3,4,0.42857142857142855
H1_45,M,True,4-3-3,7,29,585.06,6.772,8.18,1,1,1,1,0,44,8,0,16,11,5,0.6875,12,6,6,0.5
H2_15,M,True,4-3-3,9,39,739.63,6.731,8.18,1,1,1,1,0,59,10,0,19,14,5,0.7368421052631579,0,0,0,0.0
H1_15,G,False,4-2-3-1,0,1,11.32,6.95,6.95,0,0,0,0,0,14,0,0,1,1,0,1.0,0,0,0,0.0
H1_30,G,False,4-2-3-1,0,1,11.32,6.95,6.95,0,0,0,0,0,29,1,0,3,2,1,0.6666666666666666,0,0,0,0.0
H1_45,G,False,4-2-3-1,0,2,19.8,7.605,8.26,0,0,0,0,0,44,2,1,4,2,2,0.5,0,0,0,0.0
H2_15,G,False,4-2-3-1,0,2,19.8,7.605,8.26,0,0,0,0,0,59,2,2,0,0,0,0.0,0,0,0,0.0
H2_30,G,False,4-2-3-1,0,2,19.8,7.605,8.26,0,0,0,0,0,74,2,3,0,0,0,0.0,0,0,0,0.0
H1_15,D,False,4-2-3-1,4,10,205.62,6.919,8.47,1,0,1,1,0,14,3,0,3,2,1,0.6666666666666666,3,1,2,0.3333333333333333
H1_30,D,False,4-2-3-1,7,15,324.25,6.943,8.47,1,0,1,1,0,29,7,0,4,3,1,0.75,6,2,4,0.3333333333333333
H1_45,D,False,4-2-3-1,9,27,513.62,6.829,8.47,2,0,1,2,0,44,13,1,7,4,3,0.5714285714285714,8,2,6,0.25
H2_15,D,False,4-2-3-1,14,36,720.97,6.936,8.47,2,0,1,2,0,59,17,1,10,6,4,0.6,10,3,7,0.3
H2_30,D,False,4-2-3-1,15,39,761.18,6.906,8.47,3,0,1,3,0,74,18,1,12,7,5,0.5833333333333334,16,6,10,0.375
H1_15,D,False,4-2-3-1,1,6,94.4,6.624,8.75,0,0,0,0,0,14,9,1,1,1,0,1.0,2,1,1,0.5
H1_30,D,False,4-2-3-1,2,12,180.68,6.541,8.75,0,0,0,0,0,29,0,0,2,2,0,1.0,5,3,2,0.6
H1_45,D,False,4-2-3-1,6,20,352.81,6.822,8.81,0,0,0,0,0,44,20,1,0,0,0,0.0,0,0,0,0.0
H2_15,D,False,4-2-3-1,7,28,466.8,6.757,8.81,0,0,0,0,0,59,23,3,5,4,1,0.8,0,0,0,0.0
H2_30,D,False,4-2-3-1,8,30,496.66,6.764,8.81,0,0,0,0,0,74,24,5,0,0,0,0.0,0,0,0,0.0
H2_30,M,False,4-2-3-1,2,15,225.91,6.501,7.82,0,0,0,0,0,15,2,0,2,1,1,0.5,2,1,1,0.5
H1_15,M,False,4-2-3-1,4,17,322.24,6.699,7.81,0,0,0,0,0,14,4,1,5,3,2,0.6,11,2,9,0.18181818181818182
H1_30,M,False,4-2-3-1,7,31,552.37,6.715,7.81,0,0,0,0,0,29,0,0,0,0,0,0.0,19,4,15,0.21052631578947367
H1_45,M,False,4-2-3-1,10,48,808.79,6.668,7.81,0,0,0,0,0,44,8,1,8,5,3,0.625,24,5,19,0.20833333333333334
H1_15,M,False,4-2-3-1,2,9,167.0,6.594,8.5,0,0,0,0,0,14,5,0,6,1,5,0.16666666666666666,4,1,3,0.25
H1_30,M,False,4-2-3-1,4,17,273.07,6.704,8.5,0,0,0,0,0,29,6,0,13,3,10,0.23076923076923078,19,3,16,0.15789473684210525
H1_45,M,False,4-2-3-1,6,27,390.54,6.674,8.5,0,0,0,0,0,44,11,0,19,6,13,0.3157894736842105,24,5,19,0.20833333333333334
H2_15,M,False,4-2-3-1,11,40,579.26,6.749,8.5,0,0,0,0,0,59,12,1,21,7,14,0.3333333333333333,26,5,21,0.19230769230769232
H2_30,M,False,4-2-3-1,3,10,166.11,6.772,8.0,0,0,0,0,0,15,1,2,3,2,1,0.6666666666666666,6,1,5,0.16666666666666666
H1_15,A,False,4-2-3-1,5,12,246.87,7.045,8.87,0,0,0,0,1,14,2,0,3,0,3,0.0,10,3,7,0.3
H1_30,A,False,4-2-3-1,8,22,435.23,7.027,9.33,1,0,1,1,1,29,0,0,4,1,3,0.25,25,14,11,0.56
H1_45,A,False,4-2-3-1,9,27,504.91,6.974,9.33,3,1,3,3,1,44,5,0,7,2,5,0.2857142857142857,26,14,12,0.5384615384615384
H2_15,A,False,4-2-3-1,14,36,744.6,7.06,9.63,4,2,4,4,0,59,7,0,8,3,5,0.375,0,0,0,0.0
H2_30,A,False,4-2-3-1,1,7,89.02,6.735,7.98,0,0,0,0,0,3,0,1,0,0,0,0.0,2,1,1,0.5
H2_30,M,False,4-2-3-1,2,14,182.51,6.409,7.31,0,0,0,0,0,15,1,0,0,0,0,0.0,6,3,3,0.5
H1_15,D,False,4-2-3-1,1,3,64.89,6.888,8.07,0,0,0,0,0,14,8,0,3,3,0,1.0,3,1,2,0.3333333333333333
H1_30,D,False,4-2-3-1,2,8,148.62,6.865,8.07,0,0,0,0,0,29,11,1,0,0,0,0.0,0,0,0,0.0
H1_45,D,False,4-2-3-1,4,13,290.24,7.066,9.14,0,0,0,0,0,44,25,2,5,4,1,0.8,5,2,3,0.4
H2_15,D,False,4-2-3-1,5,23,415.61,6.769,9.14,0,0,0,0,0,59,26,4,7,4,3,0.5714285714285714,7,3,4,0.42857142857142855
