checkpoint,position,is_home,formation,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,scored_after,cumul_in_game_time,cumul_received_succ,cumul_received_unsucc,cumul_times_pressured,cumul_pressured_succ,cumul_pressured_unsucc,cumul_pressured_success_rate,cumul_pressures_applied,cumul_pressures_won,cumul_pressures_lost,cumul_pressure_success_rate
H1_15,D,False,4-1-3-2,5,10,143.82,7.04,8.75,0,0,0,0,0,14,5,3,9,5,4,0.5555555555555556,1,1,0,1.0
H1_30,D,False,4-1-3-2,8,21,374.48,6.929,8.75,0,0,0,0,0,29,6,3,11,7,4,0.6363636363636364,2,2,0,1.0
H1_45,D,False,4-1-3-2,12,30,531.93,6.921,8.75,0,0,0,0,0,44,10,6,17,10,7,0.5882352941176471,6,4,2,0.6666666666666666
H2_15,D,False,4-1-3-2,17,40,687.97,6.954,8.75,0,0,0,0,0,59,13,7,0,0,0,0.0,8,5,3,0.625
H2_30,D,False,4-1-3-2,19,48,818.69,6.935,8.75,1,0,0,1,0,74,18,9,20,10,10,0.5,9,6,3,0.6666666666666666
H1_15,M,False,4-1-3-2,2,10,136.57,6.609,7.54,0,0,0,0,0,14,2,4,4,3,1,0.75,3,2,1,0.6666666666666666
H1_30,M,False,4-1-3-2,4,18,258.82,6.535,7.54,0,0,0,0,0,29,3,6,8,5,3,0.625,6,3,3,0.5
H1_45,M,False,4-1-3-2,5,24,376.29,6.57,7.68,0,0,0,0,0,44,12,6,17,11,6,0.6470588235294118,14,6,8,0.42857142857142855
H2_15,M,False,4-1-3-2,6,31,517.34,6.635,10.1,0,0,0,0,0,59,13,10,22,16,6,0.7272727272727273,16,8,8,0.5
H2_30,M,False,4-1-3-2,6,35,560.91,6.593,10.1,0,0,0,0,0,74,14,10,0,0,0,0.0,17,9,8,0.5294117647058824
H1_15,D,False,4-1-3-2,1,4,61.42,6.258,7.39,0,0,0,0,0,14,5,2,4,3,1,0.75,2,2,0,1.0
H1_30,D,False,4-1-3-2,1,5,71.54,6.162,7.39,0,0,0,0,0,29,6,4,0,0,0,0.0,0,0,0,0.0
H1_45,D,False,4-1-3-2,2,7,117.56,6.491,7.47,0,0,0,0,0,44,15,5,7,5,2,0.7142857142857143,0,0,0,0.0
H2_15,D,False,4-1-3-2,3,9,176.85,6.677,8.2,0,0,0,0,0,59,17,6,8,5,3,0.625,0,0,0,0.0
H2_30,D,False,4-1-3-2,4,11,208.3,6.757,8.2,1,0,1,1,0,74,19,7,0,0,0,0.0,3,3,0,1.0
H1_15,M,False,4-1-3-2,2,7,114.02,6.806,8.45,0,0,0,0,0,14,7,1,7,6,1,0.8571428571428571,6,4,2,0.6666666666666666
H1_30,M,False,4-1-3-2,6,14,324.29,7.037,8.93,0,0,0,0,0,29,8,2,8,6,2,0.75,13,9,4,0.6923076923076923
H1_45,M,False,4-1-3-2,8,20,450.0,6.992,8.93,0,0,0,0,0,44,12,3,14,10,4,0.7142857142857143,19,12,7,0.631578947368421
H2_15,M,False,4-1-3-2,9,31,607.87,6.832,8.93,0,0,0,0,0,59,14,3,16,12,4,0.75,24,15,9,0.625
H2_30,M,False,4-1-3-2,11,38,727.37,6.803,8.93,0,0,0,0,0,74,18,3,18,12,6,0.6666666666666666,31,19,12,0.6129032258064516
H1_15,M,False,4-1-3-2,1,9,108.81,6.429,7.47,1,1,1,1,0,14,4,0,5,1,4,0.2,8,4,4,0.5
H1_30,M,False,4-1-3-2,2,14,174.93,6.49,8.15,1,1,1,1,0,29,6,1,11,5,6,0.45454545454545453,16,6,10,0.375
H1_45,M,False,4-1-3-2,3,19,288.82,6.607,8.15,1,1,1,1,0,44,11,1,17,8,9,0.47058823529411764,18,6,12,0.3333333333333333
H2_15,M,False,4-1-3-2,4,23,340.85,6.647,8.15,1,1,1,1,0,59,15,2,23,11,12,0.4782608695652174,21,7,14,0.3333333333333333
H2_15,A,False,4-1-3-2,0,1,14.7,6.8,6.8,0,0,0,0,0,2,1,0,1,1,0,1.0,1,0,1,0.0
H2_30,A,False,4-1-3-2,4,11,193.31,6.935,8.2,0,0,0,0,0,17,5,0,6,3,3,0.5,3,1,2,0.3333333333333333
H1_15,A,False,4-1-3-2,4,11,148.15,6.801,8.04,0,0,0,0,0,14,1,0,3,1,2,0.3333333333333333,8,4,4,0.5
H1_30,A,False,4-1-3-2,7,16,233.89,6.818,8.04,0,0,0,0,0,29,3,0,5,1,4,0.2,12,5,7,0.4166666666666667
H1_45,A,False,4-1-3-2,8,25,337.19,6.708,8.04,0,0,0,0,0,44,7,1,10,4,6,0.4,15,5,10,0.3333333333333333
H1_15,A,False,4-1-3-2,0,3,51.93,6.277,6.68,0,0,0,0,0,14,3,1,8,3,5,0.375,6,4,2,0.6666666666666666
H1_30,A,False,4-1-3-2,1,7,116.9,6.818,7.74,1,0,0,1,0,29,6,1,12,5,7,0.4166666666666667,13,6,7,0.46153846153846156
H1_45,A,False,4-1-3-2,2,12,192.44,6.724,7.74,1,0,0,1,0,44,9,1,15,6,9,0.4,20,8,12,0.4
H2_15,A,False,4-1-3-2,3,17,281.23,6.695,8.15,1,0,0,1,0,59,12,1,18,6,12,0.3333333333333333,21,8,13,0.38095238095238093
H1_15,M,False,4-1-3-2,4,11,129.84,6.806,8.05,0,0,0,0,0,14,3,1,4,2,2,0.5,6,3,3,0.5
H1_30,M,False,4-1-3-2,8,23,348.72,6.785,8.09,0,0,0,0,0,29,7,3,8,3,5,0.375,14,6,8,0.42857142857142855
H1_45,M,False,4-1-3-2,9,27,431.25,6.786,8.09,0,0,0,0,0,44,13,3,13,6,7,0.46153846153846156,17,7,10,0.4117647058823529
H2_15,M,False,4-1-3-2,10,35,577.21,6.764,8.09,0,0,0,0,0,59,17,4,17,9,8,0.5294117647058824,18,8,10,0.4444444444444444
H2_30,M,False,4-1-3-2,12,42,661.61,6.754,8.09,0,0,0,0,0,74,19,5,19,10,9,0.5263157894736842,20,9,11,0.45
H1_15,D,False,4-1-3-2,1,4,48.43,6.592,7.99,0,0,0,0,0,14,4,2,1,1,0,1.0,1,0,1,0.0
H1_30,D,False,4-1-3-2,1,9,115.48,6.407,7.99,0,0,0,0,0,29,6,3,2,1,1,0.5,3,1,2,0.3333333333333333
H1_45,D,False,4-1-3-2,3,11,206.12,6.76,9.5,1,1,1,1,0,44,14,4,5,4,1,0.8,8,5,3,0.625
H2_15,D,False,4-1-3-2,6,17,300.43,6.863,9.5,1,1,1,1,0,59,19,6,6,4,2,0.6666666666666666,9,6,3,0.6666666666666666
H2_30,D,False,4-1-3-2,6,18,309.03,6.825,9.5,2,1,2,2,0,74,23,6,0,0,0,0.0,0,0,0,0.0
H2_30,A,False,4-1-3-2,3,5,100.87,7.285,9.05,1,0,1,1,0,11,5,0,5,3,2,0.6,2,2,0,1.0
H2_30,M,False,4-1-3-2,1,2,51.27,7.347,8.25,0,0,0,0,0,11,0,0,0,0,0,0.0,2,1,1,0.5
H1_15,D,True,4-2-3-1,1,4,47.83,6.5,7.54,0,0,0,0,0,14,14,1,4,4,0,1.0,3,2,1,0.6666666666666666
H1_30,D,True,4-2-3-1,2,9,168.97,6.601,8.29,0,0,0,0,0,29,18,1,0,0,0,0.0,7,5,2,0.7142857142857143
H1_45,D,True,4-2-3-1,3,11,216.99,6.681,8.29,0,0,0,0,0,44,23,3,6,5,1,0.8333333333333334,0,0,0,0.0
H2_15,D,True,4-2-3-1,4,20,348.62,6.622,8.29,0,0,0,0,0,59,32,4,9,5,4,0.5555555555555556,0,0,0,0.0
H2_30,D,True,4-2-3-1,5,25,420.71,6.589,8.29,0,0,0,0,0,74,34,4,0,0,0,0.0,8,6,2,0.75
H1_15,D,True,4-2-3-1,4,10,176.18,6.826,9.06,0,0,0,0,0,14,10,0,8,5,3,0.625,3,2,1,0.6666666666666666
H1_30,D,True,4-2-3-1,6,20,358.39,6.782,9.14,0,0,0,0,0,29,21,0,15,12,3,0.8,7,4,3,0.5714285714285714
H1_45,D,True,4-2-3-1,8,26,468.69,6.808,9.14,0,0,0,0,0,44,25,0,19,15,4,0.7894736842105263,8,4,4,0.5
H2_15,D,True,4-2-3-1,9,37,653.19,6.775,9.14,0,0,0,0,0,59,32,0,21,17,4,0.8095238095238095,10,6,4,0.6
H2_30,D,True,4-2-3-1,13,52,944.86,6.807,9.14,0,0,0,0,0,74,39,1,23,19,4,0.8260869565217391,11,7,4,0.6363636363636364
H1_15,D,True,4-2-3-1,1,6,93.67,6.581,7.11,0,0,0,0,0,14,13,1,4,3,1,0.75,4,3,1,0.75
H1_30,D,True,4-2-3-1,3,12,196.51,6.698,7.87,0,0,0,0,0,29,17,1,6,5,1,0.8333333333333334,0,0,0,0.0
H1_45,D,True,4-2-3-1,5,16,274.0,6.793,8.4,0,0,0,0,0,44,21,1,8,7,1,0.875,6,5,1,0.8333333333333334
H2_15,D,True,4-2-3-1,8,25,398.92,6.825,8.4,0,0,0,0,0,59,27,3,0,0,0,0.0,0,0,0,0.0
H2_30,D,True,4-2-3-1,8,31,487.22,6.755,8.4,0,0,0,0,0,74,32,4,0,0,0,0.0,0,0,0,0.0
H1_15,D,True,4-2-3-1,2,8,105.78,6.64,7.87,0,0,0,0,0,14,14,1,13,8,5,0.6153846153846154,6,2,4,0.3333333333333333
H1_30,D,True,4-2-3-1,3,14,207.84,6.61,7.87,0,0,0,0,0,29,20,1,18,9,9,0.5,8,2,6,0.25
H1_45,D,True,4-2-3-1,4,21,323.07,6.566,7.94,1,0,1,1,0,44,25,2,22,12,10,0.5454545454545454,14,7,7,0.5
H2_15,D,True,4-2-3-1,6,31,483.17,6.611,8.04,1,0,1,1,0,59,31,2,27,15,12,0.5555555555555556,15,8,7,0.5333333333333333
H2_30,D,True,4-2-3-1,7,36,578.97,6.644,8.27,1,0,1,1,0,74,32,3,28,15,13,0.5357142857142857,16,8,8,0.5
H1_15,M,True,4-2-3-1,1,10,156.43,6.398,7.19,0,0,0,0,0,14,10,1,5,4,1,0.8,3,0,3,0.0
H1_30,M,True,4-2-3-1,1,19,264.31,6.246,7.19,1,1,1,1,0,29,20,2,14,8,6,0.5714285714285714,7,0,7,0.0
H1_45,M,True,4-2-3-1,2,24,322.32,6.337,7.29,2,1,2,2,0,44,31,3,20,11,9,0.55,9,1,8,0.1111111111111111
H2_15,M,True,4-2-3-1,3,32,440.53,6.37,7.43,2,1,2,2,0,59,38,3,24,13,11,0.5416666666666666,0,0,0,0.0
H2_30,M,True,4-2-3-1,3,35,507.9,6.362,7.43,3,1,3,3,0,74,44,4,25,14,11,0.56,10,1,9,0.1
H1_15,A,True,4-2-3-1,3,6,133.68,7.133,9.08,1,1,1,1,1,14,4,0,7,2,5,0.2857142857142857,5,1,4,0.2
H1_30,A,True,4-2-3-1,3,12,210.06,6.956,9.08,2,2,1,2,1,29,9,0,12,3,9,0.25,13,3,10,0.23076923076923078
H1_45,A,True,4-2-3-1,6,21,377.78,6.893,9.08,4,4,2,4,0,44,15,0,17,4,13,0.23529411764705882,18,5,13,0.2777777777777778
H2_15,A,True,4-2-3-1,11,35,627.92,6.903,9.08,6,4,4,5,0,59,19,1,19,5,14,0.2631578947368421,20,6,14,0.3
H1_15,M,True,4-2-3-1,1,7,145.84,6.617,8.57,0,0,0,0,1,14,2,0,2,0,2,0.0,6,1,5,0.16666666666666666
H1_30,M,True,4-2-3-1,2,19,275.3,6.445,8.57,1,0,0,1,1,29,8,1,8,2,6,0.25,9,3,6,0.3333333333333333
H1_45,M,True,4-2-3-1,3,26,381.36,6.491,8.57,1,0,0,1,1,44,11,1,10,4,6,0.4,10,3,7,0.3
H2_15,M,True,4-2-3-1,5,42,633.74,6.506,8.57,2,1,0,2,1,59,13,1,12,5,7,0.4166666666666667,11,4,7,0.36363636363636365
H2_30,M,True,4-2-3-1,7,52,783.22,6.51,8.57,2,1,0,2,1,74,18,1,14,6,8,0.42857142857142855,13,4,9,0.3076923076923077
H2_30,A,True,4-2-3-1,2,6,73.17,6.859,7.8,1,1,1,1,0,2,1,0,1,0,1,0.0,1,0,1,0.0
H1_15,M,True,4-2-3-1,3,10,144.32,6.824,9.16,1,0,1,1,0,14,11,0,8,4,4,0.5,5,2,3,0.4
H1_30,M,True,4-2-3-1,5,19,250.69,6.639,9.16,1,0,1,1,0,29,13,0,13,5,8,0.38461538461538464,8,2,6,0.25
H1_45,M,True,4-2-3-1,6,24,362.87,6.751,9.89,1,0,1,1,0,44,18,0,19,9,10,0.47368421052631576,10,4,6,0.4
H2_15,M,True,4-2-3-1,9,39,639.32,6.797,9.89,3,0,3,3,0,59,21,3,22,10,12,0.45454545454545453,0,0,0,0.0
H2_30,M,True,4-2-3-1,3,13,237.71,6.665,8.19,0,0,0,0,0,14,5,1,0,0,0,0.0,4,1,3,0.25
H1_15,G,True,4-2-3-1,0,0,0.0,0.0,0.0,0,0,0,0,0,14,3,0,0,0,0,0.0,0,0,0,0.0
H1_30,G,True,4-2-3-1,0,0,0.0,0.0,0.0,0,0,0,0,0,29,0,0,0,0,0,0.0,0,0,0,0.0
H1_45,G,True,4-2-3-1,0,0,0.0,0.0,0.0,0,0,0,0,0,44,5,2,1,0,1,0.0,0,0,0,0.0
H2_15,G,True,4-2-3-1,0,0,0.0,0.0,0.0,0,0,0,0,0,59,6,3,0,0,0,0.0,0,0,0,0.0
H2_30,G,True,4-2-3-1,0,0,0.0,0.0,0.0,0,0,0,0,0,74,7,3,0,0,0,0.0,0,0,0,0.0
H1_15,M,True,4-2-3-1,2,5,76.32,7.039,7.34,0,0,0,0,0,14,7,0,3,2,1,0.6666666666666666,2,0,2,0.0
H1_30,M,True,4-2-3-1,3,9,176.55,6.865,7.34,0,0,0,0,0,29,15,2,6,5,1,0.8333333333333334,4,1,3,0.25
H1_45,M,True,4-2-3-1,3,10,181.73,6.776,7.34,0,0,0,0,0,44,19,2,8,7,1,0.875,5,2,3,0.4
H2_15,M,True,4-2-3-1,4,22,347.54,6.549,7.64,1,0,0,1,0,59,26,3,0,0,0,0.0,7,3,4,0.42857142857142855
H2_30,M,True,4-2-3-1,6,30,466.36,6.604,8.03,1,0,0,1,0,74,34,4,14,11,3,0.7857142857142857,8,4,4,0.5
H1_15,M,True,4-2-3-1,4,7,153.55,7.305,8.9,0,0,0,0,0,14,2,0,3,2,1,0.6666666666666666,4,1,3,0.25
H1_30,M,True,4-2-3-1,5,16,255.87,6.868,8.9,0,0,0,0,0,29,12,0,10,6,4,0.6,13,5,8,0.38461538461538464
H1_45,M,True,4-2-3-1,6,20,369.94,6.859,8.9,0,0,0,0,0,44,17,0,13,7,6,0.5384615384615384,17,7,10,0.4117647058823529
H2_15,M,True,4-2-3-1,12,37,676.96,6.91,8.9,0,0,0,0,0,59,18,0,14,8,6,0.5714285714285714,18,8,10,0.4444444444444444
H2_30,A,True,4-2-3-1,2,6,104.29,6.982,7.67,0,0,0,0,1,2,1,0,0,0,0,0.0,0,0,0,0.0
H1_15,D,False,4-3-3,2,4,57.47,7.03,7.85,0,0,0,0,0,14,5,2,3,3,0,1.0,3,2,1,0.6666666666666666
H1_30,D,False,4-3-3,2,5,90.66,6.953,7.85,0,0,0,0,0,29,7,4,6,5,1,0.8333333333333334,0,0,0,0.0
H1_45,D,False,4-3-3,4,8,168.63,7.058,8.19,0,0,0,0,0,44,9,5,7,5,2,0.7142857142857143,4,3,1,0.75
H2_15,D,False,4-3-3,5,14,262.59,6.854,8.19,0,0,0,0,0,59,12,8,0,0,0,0.0,6,5,1,0.8333333333333334
H2_30,D,False,4-3-3,6,20,361.15,6.802,8.19,0,0,0,0,0,74,16,8,10,7,3,0.7,0,0,0,0.0
H1_15,M,False,4-3-3,2,8,123.27,6.772,7.39,0,0,0,0,0,14,3,0,4,3,1,0.75,6,4,2,0.6666666666666666
H1_30,M,False,4-3-3,4,15,217.31,6.757,8.47,0,0,0,0,0,29,0,0,11,8,3,0.7272727272727273,12,5,7,0.4166666666666667
H1_45,M,False,4-3-3,5,23,310.37,6.636,8.47,0,0,0,0,0,44,5,2,12,9,3,0.75,15,7,8,0.4666666666666667
H2_15,M,False,4-3-3,6,33,459.2,6.61,8.47,0,0,0,0,0,59,6,3,13,9,4,0.6923076923076923,17,8,9,0.47058823529411764
H2_30,M,False,4-3-3,7,40,580.64,6.625,8.47,0,0,0,0,0,74,7,4,16,12,4,0.75,18,9,9,0.5
H1_15,A,False,4-3-3,3,5,107.84,7.235,8.02,1,0,1,1,0,14,0,0,3,1,2,0.3333333333333333,2,0,2,0.0
H1_30,A,False,4-3-3,6,9,221.05,7.387,11.12,1,0,1,1,0,29,2,0,8,3,5,0.375,5,0,5,0.0
H1_45,A,False,4-3-3,8,13,278.02,7.285,11.12,1,0,1,1,0,44,3,0,9,4,5,0.4444444444444444,6,0,6,0.0
H2_15,A,False,4-3-3,13,20,441.63,7.264,11.12,1,0,1,1,0,59,5,0,12,5,7,0.4166666666666667,8,1,7,0.125
H2_15,M,False,4-3-3,3,4,91.81,7.134,8.38,0,0,0,0,0,5,1,0,1,1,0,1.0,0,0,0,0.0
H2_30,M,False,4-3-3,5,18,325.82,6.702,8.38,0,0,0,0,0,20,2,0,3,1,2,0.3333333333333333,2,0,2,0.0
H1_15,A,False,4-3-3,1,9,149.44,6.525,7.97,0,0,0,0,0,14,0,0,5,1,4,0.2,6,1,5,0.16666666666666666
H1_30,A,False,4-3-3,4,20,331.93,6.692,7.97,1,0,1,1,0,29,1,0,8,1,7,0.125,9,3,6,0.3333333333333333
H1_45,A,False,4-3-3,7,23,435.85,6.842,9.1,1,0,1,1,0,44,0,0,11,1,10,0.09090909090909091,15,6,9,0.4
H2_15,A,False,4-3-3,9,39,698.22,6.797,9.1,1,0,1,1,0,59,0,0,0,0,0,0.0,17,8,9,0.47058823529411764
H2_30,A,False,4-3-3,11,51,891.18,6.743,9.1,1,0,1,1,0,74,3,0,13,2,11,0.15384615384615385,19,8,11,0.42105263157894735
H1_15,M,False,4-3-3,2,5,96.76,7.026,9.22,0,0,0,0,0,14,4,3,6,5,1,0.8333333333333334,4,3,1,0.75
H1_30,M,False,4-3-3,2,10,159.12,6.664,9.22,1,0,0,1,0,29,5,4,7,6,1,0.8571428571428571,12,8,4,0.6666666666666666
H1_45,M,False,4-3-3,3,12,199.9,6.732,9.22,1,0,0,1,0,44,6,5,10,6,4,0.6,15,11,4,0.7333333333333333
H1_15,A,False,4-3-3,2,13,148.23,6.473,7.5,0,0,0,0,0,14,1,0,4,2,2,0.5,11,3,8,0.2727272727272727
H1_30,A,False,4-3-3,6,20,300.94,6.721,7.97,1,0,1,1,0,29,2,0,7,4,3,0.5714285714285714,20,8,12,0.4
H1_45,A,False,4-3-3,7,24,354.63,6.701,7.97,1,0,1,1,0,44,3,0,9,4,5,0.4444444444444444,26,10,16,0.38461538461538464
H1_15,D,False,4-3-3,1,5,85.18,6.937,8.25,0,0,0,0,1,14,4,1,2,0,2,0.0,2,2,0,1.0
H1_30,D,False,4-3-3,2,10,134.42,7.029,9.77,0,0,0,0,1,29,0,0,3,1,2,0.3333333333333333,6,5,1,0.8333333333333334
H1_45,D,False,4-3-3,3,12,165.25,7.002,9.77,0,0,0,0,1,44,7,1,5,3,2,0.6,7,6,1,0.8571428571428571
H2_15,D,False,4-3-3,3,23,320.89,6.731,9.77,0,0,0,0,1,59,9,2,0,0,0,0.0,9,6,3,0.6666666666666666
H2_30,D,False,4-3-3,4,31,420.63,6.708,9.77,0,0,0,0,1,74,12,3,6,3,3,0.5,11,7,4,0.6363636363636364
H1_15,D,False,4-3-3,1,4,99.36,7.3,9.83,0,0,0,0,0,14,4,2,7,5,2,0.7142857142857143,7,4,3,0.5714285714285714
H1_30,D,False,4-3-3,1,9,173.67,6.88,9.83,0,0,0,0,0,29,8,2,15,12,3,0.8,10,7,3,0.7
H1_45,D,False,4-3-3,3,13,276.38,7.004,9.83,0,0,0,0,0,44,9,3,18,13,5,0.7222222222222222,15,7,8,0.4666666666666667
H2_15,D,False,4-3-3,5,23,403.22,6.86,9.83,0,0,0,0,0,59,10,3,0,0,0,0.0,0,0,0,0.0
H2_30,D,False,4-3-3,9,36,644.02,6.894,9.83,0,0,0,0,0,74,12,3,20,14,6,0.7,16,7,9,0.4375
H2_30,M,False,4-3-3,1,7,145.07,6.846,7.53,0,0,0,0,0,9,2,0,1,1,0,1.0,0,0,0,0.0
H1_15,D,False,4-3-3,2,6,124.87,6.892,9.2,0,0,0,0,0,14,2,3,3,3,0,1.0,5,1,4,0.2
H1_30,D,False,4-3-3,2,16,211.03,6.391,9.2,0,0,0,0,0,29,5,5,7,5,2,0.7142857142857143,10,5,5,0.5
H1_45,D,False,4-3-3,3,22,313.37,6.47,9.2,0,0,0,0,0,44,6,6,9,6,3,0.6666666666666666,12,6,6,0.5
H2_15,D,False,4-3-3,4,30,433.78,6.488,9.2,0,0,0,0,0,59,8,6,11,6,5,0.5454545454545454,0,0,0,0.0
H2_30,D,False,4-3-3,4,44,587.28,6.353,9.2,0,0,0,0,0,74,9,6,14,8,6,0.5714285714285714,17,8,9,0.47058823529411764
H2_15,A,False,4-3-3,0,2,21.05,5.94,5.98,1,1,1,1,1,5,2,0,0,0,0,0.0,0,0,0,0.0
H2_30,A,False,4-3-3,2,7,129.35,6.704,8.83,1,1,1,1,1,20,5,1,1,1,0,1.0,2,1,1,0.5
H1_15,M,False,4-3-3,3,13,208.69,6.708,8.34,0,0,0,0,0,14,2,1,4,4,0,1.0,11,3,8,0.2727272727272727
H1_30,M,False,4-3-3,4,23,370.11,6.606,8.34,0,0,0,0,0,29,4,3,8,7,1,0.875,19,4,15,0.21052631578947367
H1_45,M,False,4-3-3,5,34,512.84,6.546,8.34,0,0,0,0,0,44,5,4,14,10,4,0.7142857142857143,28,6,22,0.21428571428571427
H2_15,M,False,4-3-3,6,51,777.77,6.515,8.55,0,0,0,0,0,59,8,4,0,0,0,0.0,34,7,27,0.20588235294117646
H2_30,A,False,4-3-3,4,6,116.47,7.163,8.2,0,0,0,0,0,9,2,0,1,0,1,0.0,0,0,0,0.0
H1_15,G,False,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,14,0,0,0,0,0,0.0,0,0,0,0.0
H1_30,G,False,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,29,1,1,0,0,0,0.0,0,0,0,0.0
H1_45,G,False,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,44,0,0,0,0,0,0.0,0,0,0,0.0
H2_15,G,False,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,59,2,2,0,0,0,0.0,0,0,0,0.0
H2_30,G,False,4-3-3,0,0,0.0,0.0,0.0,0,0,0,0,0,74,3,2,0,0,0,0.0,0,0,0,0.0
H1_15,G,True,4-1-4-1,0,1,8.74,6.34,6.34,0,0,0,0,0,14,0,1,0,0,0,0.0,0,0,0,0.0
H1_30,G,True,4-1-4-1,0,1,8.74,6.34,6.34,0,0,0,0,0,29,0,0,0,0,0,0.0,0,0,0,0.0
H1_45,G,True,4-1-4-1,0,1,8.74,6.34,6.34,0,0,0,0,0,44,1,1,0,0,0,0.0,0,0,0,0.0
H2_15,G,True,4-1-4-1,0,1,8.74,6.34,6.34,0,0,0,0,0,59,2,1,0,0,0,0.0,0,0,0,0.0
H2_30,G,True,4-1-4-1,0,1,8.74,6.34,6.34,0,0,0,0,0,74,3,1,0,0,0,0.0,0,0,0,0.0
H1_15,D,True,4-1-4-1,4,15,183.63,6.743,7.62,0,0,0,0,0,14,6,1,4,2,2,0.5,2,2,0,1.0
H1_30,D,True,4-1-4-1,5,21,267.94,6.768,7.62,1,0,0,1,0,29,15,1,5,3,2,0.6,3,3,0,1.0
H1_45,D,True,4-1-4-1,6,25,324.97,6.741,7.62,3,0,2,3,0,44,23,1,6,4,2,0.6666666666666666,4,4,0,1.0
H1_15,D,True,4-1-4-1,2,9,117.17,6.785,7.78,0,0,0,0,0,14,15,1,1,1,0,1.0,1,1,0,1.0
H1_30,D,True,4-1-4-1,3,9,147.57,6.951,8.77,0,0,0,0,0,29,35,4,3,3,0,1.0,0,0,0,0.0
H1_45,D,True,4-1-4-1,3,11,169.18,6.889,8.77,0,0,0,0,0,44,58,5,6,5,1,0.8333333333333334,0,0,0,0.0
H2_15,D,True,4-1-4-1,5,17,242.25,6.832,8.77,2,1,2,2,0,59,69,5,7,6,1,0.8571428571428571,0,0,0,0.0
H2_30,D,True,4-1-4-1,8,24,364.55,6.84,8.77,2,1,2,2,0,74,71,6,9,6,3,0.6666666666666666,4,4,0,1.0
H1_15,D,True,4-1-4-1,3,10,120.52,6.752,7.9,0,0,0,0,0,14,10,0,1,0,1,0.0,1,0,1,0.0
H1_30,D,True,4-1-4-1,5,13,174.33,6.78,8.29,1,0,1,1,0,29,22,0,0,0,0,0.0,0,0,0,0.0
H1_45,D,True,4-1-4-1,5,15,189.59,6.681,8.29,1,0,1,1,0,44,44,1,0,0,0,0.0,0,0,0,0.0
H2_15,D,True,4-1-4-1,6,22,314.59,6.657,8.29,1,0,1,1,0,59,54,2,7,5,2,0.7142857142857143,2,1,1,0.5
H2_30,D,True,4-1-4-1,7,25,344.96,6.629,8.29,1,0,1,1,0,74,59,2,9,6,3,0.6666666666666666,3,2,1,0.6666666666666666
H1_15,M,True,4-1-4-1,0,8,100.51,6.135,6.99,0,0,0,0,0,14,3,1,1,0,1,0.0,1,1,0,1.0
H1_30,M,True,4-1-4-1,0,10,121.14,6.126,6.99,0,0,0,0,0,29,7,2,3,2,1,0.6666666666666666,0,0,0,0.0
H1_45,M,True,4-1-4-1,0,12,146.15,6.167,6.99,0,0,0,0,0,44,10,3,4,3,1,0.75,2,2,0,1.0
H2_15,M,True,4-1-4-1,0,17,212.26,6.206,6.99,1,0,0,1,0,59,19,4,13,11,2,0.8461538461538461,0,0,0,0.0
H2_30,M,True,4-1-4-1,0,18,219.59,6.186,6.99,2,1,1,2,0,74,23,4,17,13,4,0.7647058823529411,4,3,1,0.75
H1_15,M,True,4-1-4-1,4,7,131.88,6.993,8.27,1,0,1,1,0,14,6,0,5,4,1,0.8,4,0,4,0.0
H1_30,M,True,4-1-4-1,7,11,212.27,7.091,9.49,2,0,2,2,0,29,18,0,12,10,2,0.8333333333333334,0,0,0,0.0
H1_45,M,True,4-1-4-1,9,15,287.35,7.077,9.49,2,0,2,2,0,44,28,0,20,17,3,0.85,7,0,7,0.0
H2_15,M,True,4-1-4-1,11,19,339.54,7.059,9.49,2,0,2,2,0,59,35,0,30,24,6,0.8,0,0,0,0.0
H1_15,M,True,4-1-4-1,0,4,41.95,5.942,6.46,0,0,0,0,0,14,7,0,0,0,0,0.0,1,0,1,0.0
H1_30,M,True,4-1-4-1,0,6,66.86,5.93,6.46,0,0,0,0,0,29,24,0,3,3,0,1.0,0,0,0,0.0
H1_45,M,True,4-1-4-1,1,10,130.96,6.378,8.31,0,0,0,0,0,44,35,0,6,5,1,0.8333333333333334,3,2,1,0.6666666666666666
H2_15,M,True,4-1-4-1,1,11,159.22,6.435,8.31,1,0,1,1,0,59,52,1,21,19,2,0.9047619047619048,4,3,1,0.75
H1_15,A,True,4-1-4-1,2,8,108.41,6.495,7.72,1,0,1,1,0,14,1,2,1,1,0,1.0,3,1,2,0.3333333333333333
H1_30,A,True,4-1-4-1,2,13,180.89,6.594,7.72,2,0,1,2,0,29,4,2,3,2,1,0.6666666666666666,0,0,0,0.0
H1_45,A,True,4-1-4-1,2,18,242.05,6.512,7.72,2,0,1,2,0,44,0,0,0,0,0,0.0,0,0,0,0.0
H2_15,A,True,4-1-4-1,4,21,303.94,6.636,8.43,2,0,1,2,0,59,9,2,15,9,6,0.6,11,5,6,0.45454545454545453
