cycle,block_name,block_reason,block_size,block_features,mean_weakness_score,mean_abs_shap_sum,perm_delta_prauc_sum,active_feature_count_before,active_feature_count_after,mean_average_precision_before,mean_average_precision_after,mean_balanced_accuracy_before,mean_balanced_accuracy_after,mean_auroc_before,mean_auroc_after,mean_brier_before,mean_brier_after,test_average_precision_before,test_average_precision_after,test_balanced_accuracy_before,test_balanced_accuracy_after,test_auroc_before,test_auroc_after,test_brier_before,test_brier_after,accepted,delta_average_precision,delta_balanced_accuracy,delta_auroc,delta_brier,nonnegative_ap_fold_share,ap_standard_error,ap_acceptance_tolerance
1,pressure_applied_triplet_cumul,algebraic_total_equals_parts,3,cumul_pressures_applied|cumul_pressures_won|cumul_pressures_lost,0.8808524699149892,0.025760096321415356,0.018352189825423103,61,58,0.2293511144320424,0.20265725357267117,0.5132035647279549,0.5,0.6997045912309091,0.7064903129804854,0.1108245085716715,0.10173046870275135,0.13707146186021682,0.15871534922714509,0.5,0.5,0.7640833048822123,0.767611243883009,0.06289459710899514,0.23646254640303385,False,-0.02669386085937122,-0.013203564727954975,0.0067857217495762845,-0.009094039868920156,0.0,0.011126299002634416,0.005
1,checkpoint_block,checkpoint_encoding,3,checkpoint|checkpoint_period|checkpoint_min,0.8489822596604921,0.014396492320875032,0.013599651912531742,61,58,0.2293511144320424,0.2242716423185107,0.5132035647279549,0.5,0.6997045912309091,0.6881917334010035,0.1108245085716715,0.13916138021810653,0.13707146186021682,0.11907532442955214,0.5,0.5,0.7640833048822123,0.7651075452372823,0.06289459710899514,0.06282920342372023,False,-0.005079472113531661,-0.013203564727954975,-0.011512857829905604,0.02833687164643505,0.5,0.032459607780278836,0.005
1,pressured_count_triplet_cumul,algebraic_total_equals_parts,3,cumul_times_pressured|cumul_pressured_succ|cumul_pressured_unsucc,0.8022265374383274,0.05403605455350879,0.021845602559739004,61,58,0.2293511144320424,0.22770742934108637,0.5132035647279549,0.5,0.6997045912309091,0.7152137370994351,0.1108245085716715,0.07956947308502718,0.13707146186021682,0.1273786318880689,0.5,0.4991749174917492,0.7640833048822123,0.761465801752589,0.06289459710899514,0.06409845358821582,False,-0.0016436850909560055,-0.013203564727954975,0.015509145868526003,-0.03125503548664432,0.5,0.03112039871166901,0.005
1,shot_under_pressure_last15,count_rate_family,3,last_15_shots_total|last_15_shots_under_pressure|last_15_shots_under_pressure_rate,0.7977430595703718,0.008005159106062814,0.007706584242791553,61,58,0.2293511144320424,0.2144707531566702,0.5132035647279549,0.5,0.6997045912309091,0.6972930122926134,0.1108245085716715,0.08444406516404468,0.13707146186021682,0.10975618375709764,0.5,0.5320075110959371,0.7640833048822123,0.6872937293729373,0.06289459710899514,0.24663757565768105,False,-0.014880361275372213,-0.013203564727954975,-0.002411578938295633,-0.026380443407626814,0.5,0.016175197113990975,0.005
1,pressure_applied_triplet_last15,algebraic_total_equals_parts,3,last_15_pressures_applied|last_15_pressures_won|last_15_pressures_lost,0.7842084661293957,0.02722236147141785,0.021491667698649027,61,58,0.2293511144320424,0.20463222412254775,0.5132035647279549,0.512593808630394,0.6997045912309091,0.6981680950862523,0.1108245085716715,0.10180863313085141,0.13707146186021682,0.1548511779044424,0.5,0.5,0.7640833048822123,0.7491749174917491,0.06289459710899514,0.23646220138989602,False,-0.02471889030949463,-0.0006097560975609762,-0.0015364961446567293,-0.009015875440820099,0.5,0.02046393918215954,0.005
1,shot_under_pressure_cumul,count_rate_family,3,cumul_shots_total|cumul_shots_under_pressure|cumul_shots_under_pressure_rate,0.7763460110513777,0.007632008590962081,0.011308399791631521,61,58,0.2293511144320424,0.222209661586734,0.5132035647279549,0.5,0.6997045912309091,0.7005645560647393,0.1108245085716715,0.12090535331418206,0.13707146186021682,0.10975618375709764,0.5,0.5320075110959371,0.7640833048822123,0.6872937293729373,0.06289459710899514,0.24663757565768105,False,-0.007141452845308392,-0.013203564727954975,0.0008599648338302457,0.010080844742510562,0.5,0.025001627857836675,0.005
1,corr_cluster_1,high_correlation_cluster,2,checkpoint|checkpoint_period,0.8861906694969888,0.01297889644553385,0.013678629221507865,61,59,0.2293511144320424,0.2148735180216096,0.5132035647279549,0.5,0.6997045912309091,0.7137375301633848,0.1108245085716715,0.1172639909110571,0.13707146186021682,0.10335205683337192,0.5,0.5,0.7640833048822123,0.6727836576761124,0.06289459710899514,0.222597200421228,False,-0.014477596410432794,-0.013203564727954975,0.014032938932475647,0.006439482339385606,0.5,0.022635411725999116,0.005
1,corr_cluster_5,high_correlation_cluster,2,last_15_pressures_applied|last_15_pressures_lost,0.8621756303467663,0.007251967285359084,0.0031726188756071444,61,59,0.2293511144320424,0.22493966636136742,0.5132035647279549,0.5,0.6997045912309091,0.6897709007391334,0.1108245085716715,0.13855603955312557,0.13707146186021682,0.0785004754986144,0.5,0.5,0.7640833048822123,0.6028508023216114,0.06289459710899514,0.24671498694726546,False,-0.004411448070674971,-0.013203564727954975,-0.00993369049177567,0.02773153098145405,0.5,0.029148836556957127,0.005
1,corr_cluster_3,high_correlation_cluster,4,last15_shots|last_15_shots_total|last_15_shots_under_pressure|last_15_shots_under_pressure_rate,0.802064622989864,0.010521246726520612,0.006835763917127251,61,57,0.2293511144320424,0.22127845669839702,0.5132035647279549,0.5,0.6997045912309091,0.7044669318795217,0.1108245085716715,0.11363047670095536,0.13707146186021682,0.13155117545978573,0.5,0.5139410492773415,0.7640833048822123,0.764538522817799,0.06289459710899514,0.06289569680061147,False,-0.008072657733645364,-0.013203564727954975,0.00476234064861264,0.0028059681292838742,0.25,0.016721599227306195,0.005
1,corr_cluster_2,high_correlation_cluster,2,distance_per_possession|last15_distance,0.7293187179197327,0.04098000458602445,0.012713424583249679,61,59,0.2293511144320424,0.20055975641406376,0.5132035647279549,0.5,0.6997045912309091,0.7103576350939468,0.1108245085716715,0.1297949473549941,0.13707146186021682,0.1202203475057054,0.5,0.5,0.7640833048822123,0.7620917264140207,0.06289459710899514,0.06257083376841062,False,-0.02879135801797865,-0.013203564727954975,0.010653043863037698,0.018970438783322604,0.25,0.035509622556862436,0.005
1,corr_cluster_8,high_correlation_cluster,2,last15_top_run_share|top_distance_share,0.6427213173230437,0.046366531342330486,0.029638148920119088,61,59,0.2293511144320424,0.20366697840000358,0.5132035647279549,0.5,0.6997045912309091,0.7276923034891617,0.1108245085716715,0.1703218734703137,0.13707146186021682,0.0931377450075525,0.5,0.5,0.7640833048822123,0.7408671901672926,0.06289459710899514,0.11100936192354358,False,-0.025684136032038816,-0.013203564727954975,0.02798771225825261,0.0594973648986422,0.5,0.01992194281218278,0.005
1,pressured_count_triplet_last15,algebraic_total_equals_parts,3,last_15_times_pressured|last_15_pressured_succ|last_15_pressured_unsucc,0.7658767667901372,0.020563698676611637,0.0034697577952886305,61,58,0.2293511144320424,0.22085166109505178,0.5132035647279549,0.5135084427767355,0.6997045912309091,0.7046184069394379,0.1108245085716715,0.07822179772441148,0.13707146186021682,0.0912178829289004,0.5,0.5,0.7640833048822123,0.7219187435984978,0.06289459710899514,0.16392275607154225,False,-0.008499453336990613,0.0003048780487804881,0.004913815708528807,-0.03260271084725999,0.5,0.012265433098456853,0.005
