feature,mean_abs_shap,shap_std,perm_delta_prauc,max_abs_corr,cluster_id,cluster_reason,cluster_size,duplicate_flag,vif,instability,weak_shap,weak_perm,weak_corr,weak_vif,weak_instability,weakness_score,stage
cumul_pressures_lost,0.0017904999992911159,0.0016054912057186274,-0.0008789329335988777,0.9382343819968463,corr_cluster_4,high_correlation,3,0,inf,0.8966719946128254,0.9482001342528931,0.9091942049817666,0.9390579096280434,1.0,0.4160796748612607,0.8851446659498188,A
cumul_pressured_unsucc,0.0023914135980871603,0.002449333801023978,0.0028548886290043624,0.8603397915050839,corr_cluster_3,high_correlation,3,0,inf,1.0242200692440433,0.9281555869831373,0.8213012962041216,0.8610949477902489,1.0,0.5052343338667185,0.8455898053215929,A
cumul_shots_total,0.00040248597456029646,0.0005342032159560111,-0.0007806658485151399,0.8887597695865174,corr_cluster_7,high_correlation,3,0,12.47759233965381,1.3272592083230024,0.994499823235708,0.9068810307177323,0.889539871277305,0.09451367549947481,0.7170552585494929,0.8303461818184111,A
last15_shots,0.0007557840929814749,0.0008791462188666807,0.0004729638992781171,0.9920130990013855,corr_cluster_2,high_correlation,4,0,58.62783823419729,1.1632240305542254,0.9827149329466588,0.8773710064125234,0.992883830465946,0.16881704747327755,0.602396527861797,0.8279482642317801,A
cumul_pressured_succ,0.010984391273492062,0.01384271530106722,-0.0012533781839935143,0.9229492350595426,corr_cluster_3,high_correlation,3,0,inf,1.2602168801536568,0.6415214559737804,0.9180085207393232,0.923759346276791,1.0,0.6701934307708157,0.8193426640694974,A
last_15_shots_under_pressure_rate,0.0021314868147711916,0.001516948556317765,-0.004107375900765722,0.9991230278529646,corr_cluster_2,high_correlation,4,0,11.452784168910656,0.7116856392473648,0.9368259094808993,0.9851906709213943,1.0,0.09056219264089709,0.2867763084172368,0.8135983577725712,A
cumul_pressures_won,0.0028626985647935074,0.002061751273129948,0.0039698538961401506,0.8702331243533188,corr_cluster_4,high_correlation,3,0,inf,0.7202124940732859,0.9124350344584524,0.7950553873218869,0.8709969644312774,1.0,0.2927364833284774,0.8119230888977355,A
last_15_shots_under_pressure,0.0013730216602223292,0.0008493549897760996,-0.003093669045097544,0.9991230278529646,corr_cluster_2,high_correlation,4,0,19.231269744764525,0.6186027608905792,0.9621258705290056,0.9613283511241951,1.0,0.11480970100171706,0.2217124311055633,0.808754897262898,A
last_15_shots_total,0.0017010465903065629,0.0012450607747810502,-0.0009248409985975758,0.9920130990013855,corr_cluster_2,high_correlation,4,0,67.13324831587816,0.7319380796951982,0.9511840126148142,0.9102748654529316,0.992883830465946,0.17547958336544664,0.3009325348234408,0.800525193081751,A
cumul_shots_under_pressure_rate,0.0011876341606020487,0.0012323990998882302,0.0009980415480022806,0.9888614851023763,corr_cluster_7,high_correlation,3,0,5.28261720758604,1.037692532575426,0.9683098019740681,0.8650108544591674,0.9897294502633579,0.05637792941947804,0.514651433087901,0.7988090934431704,A
cumul_shots_under_pressure,0.0014367296791431123,0.0012508567316027155,0.000626060320728046,0.9888614851023763,corr_cluster_7,high_correlation,3,0,14.644417484009534,0.8706277525698124,0.9600007756746394,0.8737671679379014,0.9897294502633579,0.10196281252783757,0.3978750447630489,0.7922619447492495,A
cumul_times_pressured,0.004993922491743218,0.0038254276544585075,0.00917384077061014,0.9229492350595426,corr_cluster_3,high_correlation,3,0,inf,0.7660166253647989,0.8413442506390013,0.6725552795987542,0.923759346276791,1.0,0.32475305212532674,0.7588368302053157,A
cumul_pressures_applied,0.0029793379277078444,0.0025002754448359807,0.015989756881342368,0.9382343819968463,corr_cluster_4,high_correlation,3,0,inf,0.8392050534393624,0.9085443200061004,0.5121108976398603,0.9390579096280434,1.0,0.37591093410041176,0.7302518900300289,A
top_sprint_distance,0.005322369546017639,0.004035584106319493,0.002615633152338273,0.9891145230479687,corr_cluster_5,high_correlation,3,0,4.742546557790476,0.7582307225057384,0.8303883120178649,0.8269332899758066,0.989982710310958,0.051886837864836596,0.3193107942436914,0.7241603148543881,A
distance_per_possession,0.007040305587397326,0.007137301895259328,0.0022713150831880843,0.9414151406099458,corr_cluster_1,high_correlation,2,0,9.832071966094347,1.0137772866046657,0.7730834844072987,0.8350384219792795,0.9422414601262585,0.0835953622874828,0.49793494712196595,0.7236777429748211,A
last15_distance,0.007430487374444296,0.006417448685416654,0.009548985922265035,0.9414151406099458,corr_cluster_1,high_correlation,2,0,10.082511021840883,0.8636645703064122,0.7600682734186799,0.6637244883999935,0.9422414601262585,0.08473741942089129,0.39300785925608434,0.6494347998522382,A
avg_top_sprint_distance,0.004564604032048997,0.0021865856145967125,0.012886187885480203,0.9891145230479687,corr_cluster_5,high_correlation,3,0,4.904818658052046,0.4790307328399699,0.8556649353037534,0.5851678721269473,0.989982710310958,0.05327917479450435,0.12415316489530981,0.6277488763511826,A
last15_top_run_share,0.015390346287738568,0.01479838741775513,0.008249182447040676,0.9611527517567636,corr_cluster_6,high_correlation,2,0,16.692508591026684,0.9615370012528536,0.4945529504707845,0.6943214267810309,0.9619963958014299,0.10810992405001896,0.4614195795607163,0.5926307942458843,A
last15_top_sprint_share,0.008615517655864269,0.007275668276365888,0.018653721756554102,0.9617555969256866,corr_cluster_5,high_correlation,3,0,3.3141285966571696,0.8444841699574032,0.7205394700439426,0.44940205688835166,0.9625997701128182,0.037596339945769386,0.37960097673239057,0.5595622581088445,A
top_distance_share,0.01632441809810547,0.01324616013559642,0.01493655194452969,0.9611527517567636,corr_cluster_6,high_correlation,2,0,12.8617503839198,0.8114323007405516,0.4633953155066931,0.5369029890355996,0.9619963958014299,0.09591794519809596,0.3564980946383933,0.5164757041683312,A
checkpoint,0.00023759669225497393,0.0003939805260602475,0.00041739074186590563,0.0,,,1,0,2.784746777985676,1.6581902816957241,1.0,0.8786791799213591,0.0,0.03105504024358446,0.9483723292787904,0.7054804499247133,B
last_15_shots_set_play,0.00027947523975234884,0.00034655675151327146,-0.0005835711295192822,0.0,,,1,0,2.5125946059203272,1.2400266722031101,0.9986030661869165,0.9022414870580239,0.0,0.027326415374042384,0.6560807041751004,0.6837061522812976,B
last_15_received_succ,0.005967957102468833,0.009211926319630673,-0.00473649823851055,0.0,,,1,0,2.942233642761223,1.5435644327637459,0.8088535850321902,1.0,0.0,0.03309205769098598,0.868250159624021,0.6827902972411577,B
cumul_shots_blocked,0.0009870180754818726,0.0011507389865325355,-0.001067607179715914,0.0,,,1,0,2.91868642701259,1.165874278412513,0.9750017101108144,0.9136355335307115,0.0,0.032792715758184786,0.6042490210865573,0.6759771234534676,B
last_15_pressured_success_rate,0.0007572772548906312,0.0007605020854664384,-0.0010892497942987522,0.0,,,1,0,2.827129068300937,1.0042584542913189,0.9826651258620306,0.9141449934278557,0.0,0.03161145327253613,0.49128139118644687,0.667039569904257,B
distance_per_run,0.0029407169240473928,0.003420279869340536,-0.000812315689186098,0.0,,,1,0,4.0994558301459865,1.1630768814813726,0.9098325926213788,0.9076260573646351,0.0,0.0459524910776572,0.6022936723271204,0.6554435142045136,B
last15_bottom_sprint_count,0.0006851872976199145,0.0006158300597567508,-0.0004342339525610847,0.0,,,1,0,2.087115334965923,0.8987762351927935,0.985069815253455,0.8987261399394147,0.0,0.02087497916256603,0.4175505151849184,0.6539176429895801,B
checkpoint_min,0.0017744557289411187,0.0024336308023431745,0.0021856825966249244,0.0,,,1,0,1.1156199306167403,1.3714801460814179,0.9487353195708549,0.8370541820266479,0.0,0.001993561874561263,0.7479651930048121,0.6525854350685205,B
cumul_received_succ,0.0026991903905464495,0.0030011973875736196,-0.0005184119048527308,0.0,,,1,0,4.785894388323422,1.1118879935572195,0.9178891418946181,0.9007076607372915,0.0,0.052262587797314845,0.5665132196551247,0.6524920045716814,B
last_15_pressured_succ,0.0013573263625507714,0.0013971667931397275,0.0004301395974516606,0.0,,,1,0,3.34972375281971,1.0293521379147794,0.962649415239461,0.8783790761316544,0.0,0.03800690537780601,0.5088215917195319,0.6509103509276511,B
last_15_pressured_unsucc,0.0031349966121868742,0.0041238702922050665,0.0013217972502782005,0.0,,,1,0,2.475310932040258,1.3154305418302783,0.9033520463327483,0.8573897536836552,0.0,0.02679323289085642,0.7087871546937724,0.6446500664475667,B
last_15_shots_blocked,0.0005650172511232607,0.000538255032483114,0.0017983696470741453,0.0,,,1,0,2.4417983583929783,0.9526346875481359,0.9890783019680792,0.8461713991117442,0.0,0.02630907544104913,0.4551969631472697,0.641034084138366,B
cumul_shots_set_play,0.000947974758195853,0.00028573139757419406,-0.0038088456898685563,0.0,,,1,0,2.7066571561266497,0.3014124533420979,0.9763040697519935,0.9781633697625618,0.0,0.030013332451985692,0.0,0.6382497335876932,B
cumul_distance,0.0064402594658177666,0.007017622339345627,-0.003291075628878884,0.0,,,1,0,1.9428981875707616,1.0896490081792922,0.7930990954238126,0.9659752359764812,0.0,0.018484518958236267,0.5509684208509944,0.6329663551998352,B
possessions_with_sprint_and_hsr,0.002123247557125005,0.0013021930653681955,-0.0014355884732204782,0.0,,,1,0,3.3446747907218333,0.6133025143480854,0.9371007446480308,0.9222976899084594,0.0,0.03794887402534186,0.21800761882590197,0.6295300641474944,B
sprint_distance_share,0.0015839137626475121,0.0015370113658973,0.0025034460868666383,0.0,,,1,0,2.5164806290156814,0.9703882888978661,0.9550911874658344,0.8295741359150688,0.0,0.027381662196792177,0.467606529336571,0.6263771229633608,B
last_15_pressure_success_rate,0.005434486012003009,0.006091673683097304,0.00022744757381405745,0.0,,,1,0,2.8754963255560626,1.1209291310425276,0.8266484668776245,0.8831503784675688,0.0,0.03223896011914801,0.5728328723182846,0.6176043557706796,B
last_15_pressures_applied,0.0037511935859252782,0.003619320719878799,0.0015418025843372193,0.0,,,1,0,5.2219007835841715,0.9648450918285649,0.8827976947715149,0.8522109018202675,0.0,0.05589270492150542,0.46373189739138093,0.6150755842998367,B
cumul_mean_max_speed,0.002773119747363262,0.002436009069794261,0.002406689440930851,0.0,,,1,0,8.553181365627204,0.8784363070186447,0.9154230960432573,0.8318517549475476,0.0,0.07731784234617677,0.40333313584928476,0.6138401408641649,B
position,0.004469734427725172,0.0068937518104865946,0.005359989105578118,0.0,,,1,0,1.1760882890054039,1.5423179882289122,0.8588294805431056,0.7623320701780067,0.0,0.00340164018252933,0.8673789090168,0.611543123645167,B
possessions_with_2plus_runs,0.0037952265931570904,0.0038185897044125373,0.0023123313998177283,0.0,,,1,0,3.340872714428325,1.0061559199910675,0.8813288951027174,0.8340729116260179,0.0,0.03790512949763694,0.4926076982116588,0.609375470370851,B
formation,0.009150976938363777,0.015849956996137154,0.0016095584836659793,0.0,,,1,0,1.1366034524274427,1.7320508075688774,0.7026782684991697,0.8506159506478559,0.0,0.0024866969699775614,1.0,0.6087677329734982,B
last15_mean_max_speed,0.0023796463145164502,0.0019812213096954815,0.002706886123153021,0.0,,,1,0,3.3231174434558435,0.832569654410206,0.9285481057616144,0.8247852256119815,0.0,0.03770033888778649,0.3712728653602915,0.6081365811174856,B
cumul_bottom_sprint_share,0.004948059112417224,0.00477712249856055,0.0013333591018207178,0.0,,,1,0,2.1587559509458947,0.9654538052248189,0.8428741056409392,0.8571175915714897,0.0,0.022021245147036853,0.4641573811584389,0.6014712513728507,B
cumul_pressure_success_rate,0.006818629568410291,0.006680296721515422,0.0016529989180224455,0.0,,,1,0,3.004924760655239,0.9797125147352563,0.7804778842845181,0.8495933773753688,0.0,0.03388037893502315,0.474124057550352,0.582301491015272,B
cumul_in_game_time,0.006444201282967381,0.008937404519968545,0.0058628640595421305,0.0,,,1,0,5.26576667854234,1.3868909625139938,0.7929676090664686,0.7504945622215458,0.0,0.05624373758739549,0.7587371790815486,0.582061471164376,B
last_15_shots_special,0.0009146502463420784,0.0005327556490549043,0.006437005103381757,0.0,,,1,0,1.9982711050062594,0.5824692566208025,0.9774156684151505,0.7369794743830913,0.0,0.01941592302676032,0.19645552102551317,0.5727546609638544,B
cumul_unique_run_possessions,0.009280018332300287,0.006795568864029038,-0.0007315107111354677,0.0,,,1,0,4.897334911939687,0.7322796809976327,0.6983738621324345,0.9057239352504675,0.0,0.05321580855722235,0.30117131026338706,0.5619542478594548,B
is_home,0.003582586771725051,0.003062475041011615,0.006661982439112427,0.0,,,1,0,1.0328710392932825,0.8548222935398723,0.8884218764575521,0.7316835832659414,0.0,0.0,0.3868272079821858,0.5612985378785637,B
cumul_peak_speed,0.0017818756370062442,0.001321399976910554,0.010099225413103943,0.0,,,1,0,9.198388257556829,0.7415781154798534,0.9484878152736537,0.6507720351123105,0.0,0.08058335978261011,0.3076708106121291,0.5511419739108787,B
last_15_pressures_won,0.008796622956237359,0.010542658542892607,0.006917355771683398,0.0,,,1,0,5.931326920333913,1.1984893061054982,0.7144983790095494,0.7256721805656328,0.0,0.06128776868136538,0.6270465559049306,0.5371682093594659,B
cumul_bottom_run_share,0.003948968996783059,0.002791943935870412,0.008346704152437642,0.0,,,1,0,2.3319806991181786,0.7070057876232525,0.876200542402727,0.6920257985051259,0.0,0.024688835678518258,0.28350514515624503,0.5358885902810885,B
last_15_received_unsucc,0.010403706720439585,0.010522048682233007,0.00554818901261666,0.0,,,1,0,1.962618942147977,1.0113749805692736,0.6608912272616956,0.7579019074120692,0.0,0.018818227471455087,0.4962557624221467,0.515040434762093,B
cumul_top_run_share,0.01619486522467139,0.01737027515951342,0.008307685143940327,0.0,,,1,0,3.8932117211222517,1.0725791736167958,0.4677167831863811,0.6929442928940377,0.0,0.04388966852728116,0.5390367998986664,0.44113818431142227,B
