cycle,candidate_feature,candidate_cluster,candidate_cluster_reason,candidate_weakness_score,candidate_mean_abs_shap,candidate_perm_delta_prauc,candidate_max_abs_corr,candidate_vif,active_feature_count_before,mean_average_precision_before,mean_average_precision_after,mean_balanced_accuracy_before,mean_balanced_accuracy_after,mean_auroc_before,mean_auroc_after,mean_brier_before,mean_brier_after,test_average_precision_before,test_average_precision_after,test_balanced_accuracy_before,test_balanced_accuracy_after,test_auroc_before,test_auroc_after,test_brier_before,test_brier_after,accepted,delta_average_precision,delta_balanced_accuracy,delta_auroc,delta_brier,ap_standard_error,ap_acceptance_tolerance
3,last_15_pressures_lost,corr_cluster_4,high_correlation,0.8897449512735052,0.00363069879594289,-0.0013257196162499638,0.8682880657662376,inf,59,0.21314276747470037,0.21364639505031585,0.5,0.5,0.7054466778599234,0.7098631241834461,0.1315564368336753,0.1476134266262927,0.17730065601075995,0.1003039086599622,0.5,0.5,0.7158586548310003,0.6233925116649596,0.23054414898569833,0.2429811697395878,True,0.0005036275756154923,0.0,0.004416446323522671,0.016056989792617417,0.007964785073112502,0.007964785073112502
4,cumul_pressures_lost,corr_cluster_4,high_correlation,0.8851446659498188,0.0017904999992911159,-0.0008789329335988777,0.9382343819968463,inf,58,0.21364639505031585,0.19816321056566671,0.5,0.5,0.7098631241834461,0.6976859886417454,0.1476134266262927,0.12240480117683139,0.1003039086599622,0.11240084914366062,0.5,0.5,0.6233925116649596,0.6682030271992716,0.2429811697395878,0.23757269344450846,False,-0.015483184484649172,0.0,-0.012177135541700801,-0.02520862544946132,0.015684735537143224,0.015684735537143224
4,cumul_pressured_unsucc,corr_cluster_3,high_correlation,0.8455898053215929,0.0023914135980871603,0.0028548886290043624,0.8603397915050839,inf,58,0.21364639505031585,0.23179059364726706,0.5,0.5041979362101313,0.7098631241834461,0.7054189057892372,0.1476134266262927,0.0766666596774932,0.1003039086599622,0.11091758645703059,0.5,0.5,0.6233925116649596,0.6764538522817799,0.2429811697395878,0.23752509541459832,True,0.018144198596951197,0.004197936210131342,-0.0044442183942088875,-0.07094676694879952,0.00795097110036566,0.00795097110036566
5,cumul_pressures_won,corr_cluster_4,high_correlation,0.8769578585823338,0.00652986147988829,0.0013670443159426587,0.8702331243533188,inf,57,0.23179059364726706,0.18628301079253407,0.5041979362101313,0.5,0.7054189057892372,0.65444122898924,0.0766666596774932,0.14973641844887958,0.11091758645703059,0.10704254401243332,0.5,0.5,0.6764538522817799,0.760953681575054,0.23752509541459832,0.0626633491445155,False,-0.04550758285473297,-0.004197936210131342,-0.05097767679999729,0.0730697587713864,0.028843299877249994,0.028843299877249994
5,last15_shots,corr_cluster_2,high_correlation,0.8639185071315615,0.0022253610344004074,-8.494591040809907e-05,0.9920130990013855,58.62783823419729,57,0.23179059364726706,0.19994124115953407,0.5041979362101313,0.5,0.7054189057892372,0.6796748240922474,0.0766666596774932,0.16571005518595242,0.11091758645703059,0.14007310106960216,0.5,0.5,0.6764538522817799,0.6913622396722431,0.23752509541459832,0.23993432437646744,False,-0.031849352487733004,-0.004197936210131342,-0.025744081696989884,0.08904339550845922,0.01657930838747933,0.01657930838747933
5,cumul_pressures_applied,corr_cluster_4,high_correlation,0.8512080705413873,0.005612452550764837,0.00678541361433601,0.9382343819968463,inf,57,0.23179059364726706,0.18205025718672121,0.5041979362101313,0.5,0.7054189057892372,0.657881298063334,0.0766666596774932,0.15096638400767243,0.11091758645703059,0.10442240830566746,0.5,0.5,0.6764538522817799,0.7664731990440423,0.23752509541459832,0.06330024577993493,False,-0.049740336460545834,-0.004197936210131342,-0.047537607725903264,0.07429972433017923,0.027659710743575185,0.027659710743575185
5,last_15_shots_under_pressure_rate,corr_cluster_2,high_correlation,0.8416706141782649,0.005399210138015293,-0.005125473597659247,0.9991230278529646,11.452784168910656,57,0.23179059364726706,0.20494700900485852,0.5041979362101313,0.5,0.7054189057892372,0.7199266656891654,0.0766666596774932,0.10342988631165977,0.11091758645703059,0.08347391991131853,0.5,0.5,0.6764538522817799,0.6736940935472857,0.23752509541459832,0.24645433637994923,False,-0.026843584642408547,-0.004197936210131342,0.014507759899928252,0.026763226634166585,0.015193029751501065,0.015193029751501065
5,last_15_shots_total,corr_cluster_2,high_correlation,0.8161116088617074,0.0030233611315422767,0.0007521037513924106,0.9920130990013855,67.13324831587816,57,0.23179059364726706,0.22129520916025933,0.5041979362101313,0.5,0.7054189057892372,0.7063833521939036,0.0766666596774932,0.1437548575013745,0.11091758645703059,0.08155951487894357,0.5,0.5,0.6764538522817799,0.6445032434277911,0.23752509541459832,0.2464753433989743,False,-0.010495384487007736,-0.004197936210131342,0.0009644464046663914,0.06708819782388134,0.017494902626269706,0.017494902626269706
5,cumul_pressures_lost,corr_cluster_4,high_correlation,0.8026134405286437,0.006825453546205236,0.012919592387435744,0.9382343819968463,inf,57,0.23179059364726706,0.18046432085937386,0.5041979362101313,0.5,0.7054189057892372,0.6604637078984813,0.0766666596774932,0.1507558050218696,0.11091758645703059,0.11559402805007947,0.5,0.4991749174917492,0.6764538522817799,0.7513941049277342,0.23752509541459832,0.06334845063344799,False,-0.051326272787893215,-0.004197936210131342,-0.044955197890756,0.07408914534437641,0.02639021244006594,0.02639021244006594
5,checkpoint,,,0.6778677110574973,0.0012893376557768363,0.0018018722098803452,0.0,2.784746777985676,57,0.23179059364726706,0.21449601493903608,0.5041979362101313,0.5,0.7054189057892372,0.696915784818423,0.0766666596774932,0.16635981382416848,0.11091758645703059,0.12039550949339317,0.5,0.527882098554683,0.6764538522817799,0.7474678502332992,0.23752509541459832,0.061797911757956334,False,-0.017294578708230986,-0.004197936210131342,-0.00850312097081421,0.08969315414667531,0.014065260574430489,0.014065260574430489
5,last15_bottom_sprint_count,,,0.6622606806900598,0.006285488344059703,0.002762009614511611,0.0,2.087115334965923,57,0.23179059364726706,0.19229306304507768,0.5041979362101313,0.5,0.7054189057892372,0.6651818483086812,0.0766666596774932,0.14089421651158307,0.11091758645703059,0.11631667336598003,0.5,0.5,0.6764538522817799,0.7684078752702856,0.23752509541459832,0.06335781444252933,False,-0.03949753060218938,-0.004197936210131342,-0.04023705748055598,0.0642275568340899,0.030252756912552532,0.030252756912552532
5,distance_per_run,,,0.6614054526118582,0.016053444920009815,-0.0030786539432276702,0.0,4.0994558301459865,57,0.23179059364726706,0.2240466372309513,0.5041979362101313,0.5,0.7054189057892372,0.7018082910967386,0.0766666596774932,0.12865222324596975,0.11091758645703059,0.11339452619241884,0.5,0.5139410492773415,0.6764538522817799,0.7522476385569592,0.23752509541459832,0.06292021611705384,False,-0.007743956416315763,-0.004197936210131342,-0.003610614692498626,0.051985563568476556,0.014257142753295489,0.014257142753295489
5,last_15_shots_set_play,,,0.659682227926013,0.0007958593100444416,-0.0035070866376873816,0.0,2.5125946059203272,57,0.23179059364726706,0.22541971294396845,0.5041979362101313,0.5,0.7054189057892372,0.7095041222450722,0.0766666596774932,0.14571707043026283,0.11091758645703059,0.0995905434798534,0.5,0.5,0.6764538522817799,0.6986172755206554,0.23752509541459832,0.243357145433132,False,-0.006370880703298623,-0.004197936210131342,0.004085216455835011,0.06905041075276963,0.01882407725135643,0.01882407725135643
5,last_15_pressured_unsucc,,,0.6535851099774259,0.016610947117473334,5.65357845704606e-05,0.0,2.475310932040258,57,0.23179059364726706,0.20585525598053286,0.5041979362101313,0.5,0.7054189057892372,0.6903983771538582,0.0766666596774932,0.09983109140815109,0.11091758645703059,0.09684945654435215,0.5,0.5,0.6764538522817799,0.6348867645385229,0.23752509541459832,0.24018140837833407,False,-0.025935337666734216,-0.004197936210131342,-0.015020528635378894,0.023164431730657898,0.007406308794316124,0.007406308794316124
5,cumul_mean_max_speed,,,0.6448501118109777,0.01455764150939005,-0.00017919089818984463,0.0,8.553181365627204,57,0.23179059364726706,0.19519206839573333,0.5041979362101313,0.5,0.7054189057892372,0.6886081777803386,0.0766666596774932,0.14324420326839504,0.11091758645703059,0.12308986561117616,0.5,0.5122908842608399,0.6764538522817799,0.7616365084784341,0.23752509541459832,0.06311338453627596,False,-0.036598525251533745,-0.004197936210131342,-0.016810728008898768,0.06657754359090187,0.016632352392228728,0.016632352392228728
