feature,mean_abs_shap,shap_std,perm_delta_prauc,max_abs_corr,cluster_id,cluster_reason,cluster_size,duplicate_flag,vif,instability,weak_shap,weak_perm,weak_corr,weak_vif,weak_instability,weakness_score,stage
cumul_pressures_won,0.00652986147988829,0.005304669802229307,0.0013670443159426587,0.8702331243533188,corr_cluster_4,high_correlation,3,0,inf,0.812370954355996,0.9471982738273359,0.8393899928371293,0.8709969644312774,1.0,0.6836233427644627,0.8769578585823338,A
last15_shots,0.0022253610344004074,0.0024157060611195206,-8.494591040809907e-05,0.9920130990013855,corr_cluster_2,high_correlation,4,0,58.62783823419729,1.0855344475690432,0.9868363916899511,0.864135866775495,0.992883830465946,0.16881704747327753,0.996057569359333,0.8639185071315615,A
cumul_pressures_applied,0.005612452550764837,0.004256483918427992,0.00678541361433601,0.9382343819968463,corr_cluster_4,high_correlation,3,0,inf,0.7583999828823389,0.9556462607009182,0.7470462007259817,0.9390579096280434,1.0,0.6218933563281182,0.8512080705413873,A
last_15_shots_under_pressure_rate,0.005399210138015293,0.004124406698901586,-0.005125473597659247,0.9991230278529646,corr_cluster_2,high_correlation,4,0,11.452784168910656,0.7638907531792576,0.9576099096764306,0.9500402072234639,1.0,0.09056219264089709,0.6281734948303371,0.8416706141782649,A
last_15_shots_total,0.0030233611315422767,0.002190903813489609,0.0007521037513924106,0.9920130990013855,corr_cluster_2,high_correlation,4,0,67.13324831587816,0.7246583250119332,0.9794879845273861,0.8498702573828439,0.992883830465946,0.17547958336544664,0.583300905130597,0.8161116088617074,A
cumul_pressures_lost,0.006825453546205236,0.004660019807738069,0.012919592387435744,0.9382343819968463,corr_cluster_4,high_correlation,3,0,inf,0.6827414143531768,0.9444763056658023,0.6425030627077404,0.9390579096280434,1.0,0.5353579043698742,0.8026134405286437,A
last_15_shots_under_pressure,0.0015123954279385285,0.0004871542252092153,-0.0015736318691177004,0.9991230278529646,corr_cluster_2,high_correlation,4,0,19.231269744764525,0.3221077082157219,0.9934017562656594,0.8895071360853641,1.0,0.11480970100171706,0.12287850701050619,0.7831168453107976,A
cumul_times_pressured,0.009344278593104412,0.0035240150975930505,-0.005044545985299638,0.9229492350595426,corr_cluster_3,high_correlation,2,0,16.861013382584442,0.3771307824868994,0.9212816317776966,0.9486609799688721,0.923759346276791,0.10858354723576051,0.18581184942965476,0.7764192741304744,A
cumul_shots_under_pressure,0.003224064287269677,0.0016033695374228518,0.0021227595420219222,0.9888614851023763,corr_cluster_7,high_correlation,3,0,14.644417484009534,0.49731314097979024,0.9776398036657808,0.826510544078813,0.9897294502633579,0.10196281252783754,0.32327195357610566,0.7735535256772166,A
cumul_shots_total,0.0019572879723900472,0.0006626399717868005,-0.0018578477919539704,0.8887597695865174,corr_cluster_7,high_correlation,3,0,12.47759233965381,0.3385500657716962,0.9893049502979302,0.8943509506442671,0.889539871277305,0.0945136754994748,0.14168466300877705,0.7668651323572935,A
