,checkpoint,checkpoint_min,position,is_home,formation,last15_distance,last15_mean_max_speed,last15_shots,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_in_game_time,last_15_received_succ,last_15_received_unsucc,cumul_received_succ,cumul_received_unsucc,last_15_pressured_succ,last_15_pressured_unsucc,cumul_times_pressured,cumul_pressured_succ,last_15_pressured_success_rate,cumul_pressured_success_rate,last_15_pressures_applied,last_15_pressures_won,cumul_pressures_applied,cumul_pressures_won,cumul_pressures_lost,last_15_pressure_success_rate,cumul_pressure_success_rate,last15_bottom_sprint_count,top_sprint_distance,possessions_with_2plus_runs,possessions_with_sprint_and_hsr,cumul_unique_run_possessions,cumul_top_run_share,cumul_bottom_run_share,cumul_bottom_sprint_share,last15_top_run_share,last15_top_sprint_share,distance_per_run,distance_per_possession,top_distance_share,sprint_distance_share,avg_top_sprint_distance,share_of_possessions_with_top_run,last_15_shots_total,last_15_shots_special,last_15_shots_set_play,last_15_shots_blocked,last_15_shots_under_pressure,cumul_shots_total,cumul_shots_special,cumul_shots_set_play,cumul_shots_blocked,cumul_shots_under_pressure,last_15_shots_under_pressure_rate,cumul_shots_under_pressure_rate
last_15_pressures_won,-0.14927173698768373,-0.016443322462961117,0.0454020338995406,-0.03212860061874574,0.024449611262078976,0.30476764046594845,0.15564894576419622,0.06503401917745867,0.21502938618555684,0.05354658695574522,0.1542333560598716,-0.06555408269647979,0.1328544049083569,0.039914147483296865,0.0788238230049807,-0.02526414536977083,0.24838888664482947,0.2781667202781943,0.2324866950254827,0.20304109064360154,0.13624771434769886,0.06944623633818818,0.7550014225994781,1.0,0.4568168012068577,0.5475962595396758,0.341761154022071,0.808349381046052,0.43614548008445914,0.13010573757908184,0.12637434190506952,0.32172827080750843,0.2519144124324938,0.3105638633734207,0.22331357369325297,0.011250274292705066,0.07705779848641557,0.1934043106876465,0.1127496102059918,0.19548091106500182,0.29401751339073195,0.19489959122781117,0.17176665529290513,0.12465473700967929,0.24273962910419372,0.06903994494158903,0.038237400038345824,0.009363240331465026,0.02195528768121385,0.04846480851929619,0.08249168878655058,0.06129878015543257,0.010861873797129952,0.05049238051410905,0.07233626809909134,0.04892146174423361,0.07034198815857617
cumul_pressures_applied,0.30005385748495,0.15191773481358503,0.03912547016951387,-0.006313031330655078,0.017488602335125992,0.37093374001339585,0.19343850737691357,0.1490375422809749,0.7454167912162813,0.0947235027726657,0.44391860933050303,0.48123824561428197,0.088857674331198,-0.03138342834924986,0.40010023458420624,0.14252576671696748,0.1875228081775951,0.2822743986046965,0.695243661712578,0.5861904799679737,0.12135908446375238,0.04765339129085523,0.6045740366375685,0.4568168012068577,1.0,0.8702331243533188,0.9382343819968463,0.27424205800165763,0.184169071327238,0.042570980717820575,0.2215153533148147,0.398786371215723,0.28956568327329957,0.49261888047818814,0.38427724932038243,-0.05221772447061544,0.1053241927354708,0.31747638483607277,0.22239609964510695,0.26867084585671275,0.3477912237416545,0.3206723494591867,0.22440691192542744,0.2193905455465233,0.33708884113395365,0.1460295601405158,0.05378903169568465,0.0522628912453561,0.07109261653574923,0.12045982598433122,0.3410077362117632,0.1560174121346423,0.14357145319710846,0.20228984425774127,0.2963281171983182,0.11995281862139993,0.2791632466616104
cumul_pressures_won,0.33385098531639285,0.14424091196661432,0.02406788640235781,-0.05327235583139779,0.05287923612642365,0.2870067465810162,0.18652723411481906,0.11083998197829895,0.6958760925628517,0.09580173333570656,0.4158710494075746,0.5217848703447724,0.1629254497516835,0.0447342195320512,0.49261917381437953,0.25557744598301224,0.1854972217751864,0.21479608136103984,0.6811639016822325,0.6164860603718529,0.14347940065946402,0.1287842360998274,0.4553409676909513,0.5475962595396758,0.8702331243533188,1.0,0.6639772384053533,0.45622353595176374,0.5401997477991841,0.09253638426494683,0.1302902107846574,0.3195527661330453,0.23825022811644167,0.452670773716162,0.24782765935634124,0.08323626337284577,0.21377314566255634,0.20858979292905824,0.13106668404901914,0.24321074653471597,0.27955364386958065,0.21276283241937674,0.20516703635621186,0.13146433240946942,0.23827123364872346,0.10685547594974512,0.04571648840036513,0.04370175830041571,0.034348042663718804,0.0773423939474192,0.28461784162724363,0.13928645943010703,0.12837605859677909,0.15583552549185714,0.2287862548825,0.07629601279662027,0.21193668223172182
cumul_pressures_lost,0.22715980610620762,0.12824436714724324,0.05894118998273657,0.024115588206576135,-0.011897561396463453,0.38830001705462985,0.17387516294911742,0.153378738904836,0.6719103698116963,0.07971027694027152,0.39594414811848716,0.37310161955166987,0.03431025487616801,-0.08021851180717424,0.2774525011986118,0.03909706801995315,0.17354892611314715,0.3009772947278865,0.6065230342074818,0.48322958229683405,0.09071750763231214,-0.015618890144065523,0.6271430578416457,0.341761154022071,0.9382343819968463,0.6639772384053533,1.0,0.11308343595570183,-0.09017439770359831,0.0064479167478658115,0.25870563320387824,0.40725702408972375,0.289646089029152,0.4570993342085492,0.4245504346511643,-0.12980051574580845,0.023585370251668167,0.35349982511443806,0.258137688930018,0.2543431590646045,0.3561555748580556,0.355842471224325,0.21218228398972466,0.25458623159448845,0.3616247484083631,0.15177679125364882,0.050608751063772175,0.04128879256582583,0.08837991541181603,0.1302206560371648,0.33184192767469145,0.14554230112669728,0.12464311447299145,0.20698922431767783,0.30056258099070865,0.13001412989017339,0.2855653776256228
last_15_pressure_success_rate,-0.04716464837910043,-0.025547113609386076,0.00841897256283484,-0.03307026661081128,0.005870561985508147,0.2221357036370671,0.14207802337934639,0.04271695131207514,0.20599817581251256,0.03698313354640219,0.1354544213499837,0.011686854605562454,0.20905967082053442,0.06310078663952812,0.20311558643258254,0.05623689487001814,0.21036810045984267,0.1760318181711046,0.2350500880214559,0.23849539325076713,0.15964744645844456,0.13441079103165837,0.3949943941749426,0.808349381046052,0.27424205800165763,0.45622353595176374,0.11308343595570183,1.0,0.6102426525958329,0.13702228160984903,0.06250080870710595,0.2506823306448109,0.19061328873306116,0.28863476508374997,0.13274996270056016,0.10640212589917339,0.14787012657433504,0.12947426170801546,0.05438512322990799,0.18306743397343875,0.22628318426089866,0.1352982973463525,0.1352100865030222,0.06394565912535606,0.1665645028882403,0.04607824461476614,0.019751977105130304,0.011719456895588554,0.012905607353794459,0.03697989798808576,0.061637911664259554,0.05161356215553155,0.01141967614818815,0.03576139887055416,0.05522584153685454,0.03673895692367892,0.05198418067350292
cumul_pressure_success_rate,0.03956168205341433,0.026944891196429926,-0.07986077165934673,-0.051438534263388236,0.017113250632214555,0.15348329928680313,0.17046732639150824,0.02186468659346529,0.2504141951831518,0.05236790381497556,0.180872771770088,0.135681846732277,0.31916853175449517,0.14355950121008954,0.41305378658623015,0.220718276163443,0.21422474436215153,0.0821149955021613,0.3079490590688458,0.3579224923103146,0.2221467350519419,0.2734864200720914,0.10283136172514691,0.43614548008445914,0.184169071327238,0.5401997477991841,-0.09017439770359831,0.6102426525958329,1.0,0.19295848056698855,-0.01787182001616884,0.2025573584637986,0.15968727153904672,0.3719694834061391,0.034150664101414034,0.3029667694828933,0.3375872673311835,0.036178962668839326,-0.021880259189901687,0.1975037531272443,0.17248135229681966,0.03989734592854582,0.15743155375692247,-0.01340844594086314,0.08186382148645709,0.019108766237493392,0.01882512131419419,0.0408397685323638,-0.015558339432597879,0.002017298271863076,0.04198870906407269,0.026599019593843493,0.04378514726451931,0.008054267087182366,0.01043666774327004,0.0015802071885251557,0.010453991829195725
last15_bottom_sprint_count,-0.09171981280612844,-0.06964511332660447,0.012603683533827265,-0.02532766938499698,-0.06201171904164284,0.29546911586475094,0.40217815540451296,-0.040287479176346265,0.12258642878360926,0.2411643367280575,0.1932674399000034,-0.05039907239381942,0.0926557333183812,0.09086577818539027,0.05886494740760556,0.0689438525676496,0.09765833295487023,0.028489702770187655,0.04393629488899391,0.0767623765915791,0.0947089413815396,0.11637606969747318,0.09796825493189266,0.13010573757908184,0.042570980717820575,0.09253638426494683,0.0064479167478658115,0.13702228160984903,0.19295848056698855,1.0,0.00923058086386788,0.21095677508868496,0.45414742755117876,0.1711097426392721,-0.09256657239381094,0.353505824647929,0.5967907060446008,-0.11411154216886471,-0.0554787638304541,0.10843474506735648,0.3053357243406273,-0.09373665674580421,0.4518744685781959,0.014031579898306073,0.0006252787774657782,-0.03680195485932521,0.00020010764786584757,0.01257534202206011,-0.008412104998075792,-0.043496318929224585,-0.04200660441431086,-0.026645578215927425,-0.0007257025947315447,-0.022240277110327087,-0.043179884132753234,-0.04173206771908274,-0.0362655430303738
top_sprint_distance,-0.028189671542226572,-0.07115125020730757,-0.09962455552431074,-0.000555130501288843,0.023020412951645523,0.47213207458701895,0.3876489631550159,0.15342145137986915,0.2494824480272986,0.2869705563613499,0.28959352651255793,-0.06973272949709278,0.06254081505752676,-0.13343198572106515,-0.017635571921267947,-0.19280342728168318,0.10767078964426947,0.24005123101914536,0.15670228348533355,0.08202820979302668,0.019135410142245866,-0.07466703873487956,0.23287880039728368,0.12637434190506952,0.2215153533148147,0.1302902107846574,0.25870563320387824,0.06250080870710595,-0.01787182001616884,0.00923058086386788,1.0,0.3900449797186136,0.5422452602798785,0.22232730270403248,0.5003011913487466,-0.27465636471213006,-0.16286244071405448,0.5710703221465532,0.9617555969256866,0.1466441937388043,0.42483510522298074,0.5838069223907811,0.4605630567109414,0.9891145230479687,0.469636178784034,0.15569429751366573,0.07962154431562697,0.027337900336241547,0.08174459496805758,0.13567580018066489,0.2194947826541888,0.10732689448026143,0.025523136016014525,0.1253768772772581,0.20032646425262177,0.1338877230579916,0.1936457983647834
possessions_with_2plus_runs,-0.10240124870903654,-0.07806522346139466,-0.025356517758779916,-0.027343506422887066,0.023194025421531872,0.6824946104165824,0.3183281722606697,0.14840429419079926,0.4156227977201055,0.12629001590104125,0.2904326407930306,-0.08299594949854706,0.22492108913530706,-0.05158459041174042,0.12520778996609994,-0.12567155351000417,0.33156964060699307,0.36600569157117263,0.33552472168446973,0.2849363384483041,0.2122763998743118,0.08631996770724316,0.43755276966161616,0.32172827080750843,0.398786371215723,0.3195527661330453,0.40725702408972375,0.2506823306448109,0.2025573584637986,0.21095677508868496,0.3900449797186136,1.0,0.6215324600087818,0.5522382668107517,0.4585043324886342,-0.08652449687953906,0.0675306566380472,0.4479685860931521,0.3750529320235076,0.29694907395546044,0.5540298256673428,0.45149260786454876,0.3873005550897353,0.3875984019174017,0.5027568459563135,0.15040282299328755,0.05350860790537787,0.025965316157010008,0.08765853995641336,0.13284886731802095,0.2127458330050801,0.07615010521976864,0.04200887868296075,0.1337133728897317,0.17826208209293976,0.132778882222873,0.1778283287498984
possessions_with_sprint_and_hsr,-0.08672026613096027,-0.07326644890265058,-0.06137397470585472,-0.03075970906384845,-0.02917115727508098,0.6383357057466459,0.6509933746280246,0.130937118554641,0.34658528774397723,0.40671274973927923,0.4079486988980857,-0.07721224977335328,0.1554737088886342,-0.02573264888812694,0.06875960038791053,-0.10424241923578835,0.2137720030815234,0.2624514477856393,0.23040345972518222,0.18667373978997187,0.1254695456877027,0.04354041954350563,0.33741523100653636,0.2519144124324938,0.28956568327329957,0.23825022811644167,0.289646089029152,0.19061328873306116,0.15968727153904672,0.45414742755117876,0.5422452602798785,0.6215324600087818,1.0,0.381223832847652,0.3295569162444372,-0.03862427279895915,0.15775843849341759,0.3282528641234064,0.49417191631164076,0.22806668768805605,0.5903481282976487,0.3328013336905961,0.7592953846350678,0.5293651908710735,0.3933376847731113,0.13245512710905366,0.057761177975333,0.02959212164969873,0.09357347744785163,0.1284118921563951,0.17384368952479987,0.06661299006780752,0.015207698900636085,0.13327408347929834,0.15851155157904512,0.128495166527035,0.15909570944087803
cumul_unique_run_possessions,0.05395342909574309,0.04611900173352724,-0.05069934382490408,-0.007954190351443707,-0.010632023552843518,0.45154074309403786,0.31389739098916064,0.1290336423047303,0.4904419437985615,0.19692515617426504,0.41987396179726316,0.10763207842200566,0.27454624193006805,0.008263726210746333,0.35704626804517264,0.047115653940709365,0.29523149947733396,0.29225303844695427,0.4575015952488476,0.42413677665678584,0.24665509101272715,0.2030920168039201,0.3896804001916597,0.3105638633734207,0.49261888047818814,0.452670773716162,0.4570993342085492,0.28863476508374997,0.3719694834061391,0.1711097426392721,0.22232730270403248,0.5522382668107517,0.381223832847652,1.0,0.38606879247401704,0.17038172074226907,0.25103735403278377,0.33743304792165035,0.2175908565371471,0.34325337892980534,0.37437481291715524,0.3454964873216455,0.3023393788615266,0.22178675201917344,0.33409555205409686,0.1276902354614538,0.04639032609001148,0.05713567909931749,0.06640929968801147,0.10559161473205166,0.2132201925566058,0.08166749268076261,0.10221427622073144,0.12014485624499437,0.18391768021794275,0.10600532634657088,0.1836146655981762
cumul_top_run_share,-0.0029127459184573098,-0.0017249278097567736,-0.07085235092909448,0.005388466463380532,-0.0026446645537421824,0.404810252487263,0.22135972301066292,0.24198020368162448,0.3294496587360981,0.11598313107197063,0.23952965179792948,-0.06499925958474803,0.18268596790400876,-0.195303718590594,0.11745619438803563,-0.2631989436862991,0.21826916441821378,0.33043327684764473,0.29786751460752836,0.19854567838483134,0.10473458413286443,-0.06309339757369382,0.36294156688597984,0.22331357369325297,0.38427724932038243,0.24782765935634124,0.4245504346511643,0.13274996270056016,0.034150664101414034,-0.09256657239381094,0.5003011913487466,0.4585043324886342,0.3295569162444372,0.38606879247401704,1.0,-0.47967004513175615,-0.257885543721388,0.8225544748967054,0.5166892903352136,0.24076533708007103,0.35007236731047486,0.7922582909936327,0.22499780607314881,0.4827742344242269,0.6883541149608678,0.24443136784204342,0.0777816746972747,0.059236172588196453,0.14675821195321045,0.2171986604961659,0.3268024137650465,0.12501388689142995,0.08709958167677623,0.20934623077170111,0.30253973780806437,0.21557965091713166,0.289916256022958
cumul_bottom_run_share,0.04287234017766709,0.01610189241438904,0.035318992826621536,0.0036046160348901747,-0.052676911105859044,-0.06462997015054181,0.06648432073364234,-0.14362577585007233,0.04166043588636718,0.09995174932567713,0.08230513971884906,0.1439655018016842,0.06480903900039346,0.22912116408442873,0.18297444105395982,0.32685663937919296,-0.007994290284991573,-0.1457386954556185,0.009361410327468187,0.09511655762576446,0.07877646828681151,0.21108669119553536,-0.09541744288553282,0.011250274292705066,-0.05221772447061544,0.08323626337284577,-0.12980051574580845,0.10640212589917339,0.3029667694828933,0.353505824647929,-0.27465636471213006,-0.08652449687953906,-0.03862427279895915,0.17038172074226907,-0.47967004513175615,1.0,0.6240675934733758,-0.39328393202852313,-0.28234991121120234,0.06228656824530027,-0.009394351868277449,-0.3742660469742469,0.026275471283209048,-0.259251954291913,-0.2904100832766909,-0.14463296519098412,-0.04314475880255802,-0.023584767300072376,-0.08136598427959876,-0.13609228244101268,-0.16017748761673706,-0.07637369907036123,-0.024450319355106647,-0.08995678324084323,-0.15699190589418704,-0.13516745730863403,-0.14746659012704166
cumul_bottom_sprint_share,0.07728132707864939,0.04576206307867824,-0.01266219993974122,-0.020285226393913353,-0.10808345322373919,0.08751405843047078,0.18026997379170737,-0.08264394772178135,0.22954946445055924,0.1661261246159443,0.21504845933127192,0.18671593855324795,0.11992580171397997,0.16476379700440913,0.2634947654163319,0.28613858882434867,0.05666679583301707,-0.05528395089204496,0.15262516851779662,0.20508279282444708,0.11008977595094419,0.2015171203554569,-0.001845860087422029,0.07705779848641557,0.1053241927354708,0.21377314566255634,0.023585370251668167,0.14787012657433504,0.3375872673311835,0.5967907060446008,-0.16286244071405448,0.0675306566380472,0.15775843849341759,0.25103735403278377,-0.257885543721388,0.6240675934733758,1.0,-0.20717286810443594,-0.18946064991033995,0.12299806844660481,0.1278198599490715,-0.1907042357120898,0.19291191179853057,-0.15202589176288983,-0.12425243507792687,-0.08383184180498063,0.0016881046932880274,0.006741798926196418,-0.05714831317794056,-0.08510899225930345,-0.07967655488017562,-0.012260732967446621,0.012736039785444261,-0.05874524405171805,-0.0875128656299122,-0.08394479516507032,-0.08174675127868984
last15_top_run_share,-0.018379342574090116,-0.04478483625945571,-0.07208152300723117,0.005482992028612985,-0.007166126764089198,0.4110310529235359,0.2192579272072098,0.21762272914791017,0.2827612416741368,0.10612848184149862,0.19966417852980042,-0.08643626022362817,0.19849300898363276,-0.18186076129180037,0.0931366463294844,-0.23469034655711624,0.2035135563467205,0.3114429404331959,0.24954782274541615,0.16649065164889518,0.09094266533383255,-0.053075736143717085,0.30704118994748736,0.1934043106876465,0.31747638483607277,0.20858979292905824,0.35349982511443806,0.12947426170801546,0.036178962668839326,-0.11411154216886471,0.5710703221465532,0.4479685860931521,0.3282528641234064,0.33743304792165035,0.8225544748967054,-0.39328393202852313,-0.20717286810443594,1.0,0.5969946995724348,0.24159154425992072,0.36023940962589823,0.9611527517567636,0.21565245762962387,0.5529312713803429,0.8386867750541754,0.2212541252048823,0.07703392921140838,0.04783937377482443,0.13019483474118942,0.19734434979962603,0.27063957565943253,0.10401548023621432,0.06032717785724105,0.1649453129985302,0.2526309251536447,0.19591314890075004,0.2453555404142888
last15_top_sprint_share,-0.014480576467039428,-0.0678337768987327,-0.09455898141041062,-0.007628865316504867,0.018018087682973447,0.40996801172932246,0.3293979112271151,0.14805784818392903,0.22664966309151957,0.2347549452875159,0.24878535106003874,-0.06243460932641568,0.07555226655951285,-0.12425870109191837,-0.0020509707001165026,-0.1783114058421604,0.09718498105597524,0.23921146976869126,0.15639753643672696,0.0792518223350868,0.007142709379232088,-0.07999034855525021,0.2216038626683618,0.1127496102059918,0.22239609964510695,0.13106668404901914,0.258137688930018,0.05438512322990799,-0.021880259189901687,-0.0554787638304541,0.9617555969256866,0.3750529320235076,0.49417191631164076,0.2175908565371471,0.5166892903352136,-0.28234991121120234,-0.18946064991033995,0.5969946995724348,1.0,0.1122621894374842,0.3622436702684154,0.5944399027009946,0.38832690015340243,0.953682420711937,0.47048287183530685,0.1505776517003614,0.07590593054872344,0.023348922009045252,0.07895233347317399,0.1301627012442174,0.21760182295129293,0.10673767664892735,0.03776630498770924,0.12265724166425788,0.19570085125683187,0.12788509357392527,0.18831529401291489
distance_per_run,0.010130945316471143,-0.009537109156634568,-0.008715496311507257,-0.0016748064947901486,0.03357707556206159,0.5641440664704299,0.4200617118880565,0.07989206430003748,0.39625363861030716,0.22480528087063253,0.28066307434962473,-0.017457644512303333,0.17871872632967017,-0.02759815689199861,0.1870844378762996,-0.048286755981626225,0.19399912307188305,0.151229541203831,0.24499433145993899,0.23752356966621144,0.16425852804566196,0.13201364307480457,0.23931822734577887,0.19548091106500182,0.26867084585671275,0.24321074653471597,0.2543431590646045,0.18306743397343875,0.1975037531272443,0.10843474506735648,0.1466441937388043,0.29694907395546044,0.22806668768805605,0.34325337892980534,0.24076533708007103,0.06228656824530027,0.12299806844660481,0.24159154425992072,0.1122621894374842,1.0,0.5794946723930653,0.22537586432626153,0.23782629432578575,0.1587430277943469,0.2582822408545021,0.07957444038684815,0.026460688060728068,0.02405503544204876,0.06126852968168103,0.0658463716853606,0.10500079179554962,0.022172567993076958,0.018305161468326163,0.07986098254645324,0.08633498654531817,0.06452601772867642,0.0821811278181763
distance_per_possession,-0.08155381243926117,-0.14412382445429073,0.005311851692703869,0.003349612989580297,0.03315626952230261,0.9414151406099458,0.4252556883467465,0.11025402365770093,0.5303370223362942,0.22495926083934614,0.32479402805530994,-0.06708442067028272,0.19704085426172777,-0.060318907612997026,0.12225197968441101,-0.12589571314749057,0.2462447217879972,0.2477902776070527,0.2493846977168799,0.2178032563985145,0.18010493168494845,0.09604824029998886,0.3982643903519779,0.29401751339073195,0.3477912237416545,0.27955364386958065,0.3561555748580556,0.22628318426089866,0.17248135229681966,0.3053357243406273,0.42483510522298074,0.5540298256673428,0.5903481282976487,0.37437481291715524,0.35007236731047486,-0.009394351868277449,0.1278198599490715,0.36023940962589823,0.3622436702684154,0.5794946723930653,1.0,0.3559746198226364,0.43759909257991486,0.41236381836966385,0.5091714075460566,0.11279384804935733,0.05026093651975085,0.033461089546006205,0.06851008900387094,0.10000093471408564,0.1505845457676295,0.05466747091970829,0.02523664455483322,0.0944714943013952,0.13554221185043505,0.09882222101559462,0.13645101302953822
top_distance_share,-0.014778055672211339,-0.04104704451378987,-0.08016948432372134,0.00890999424447155,-0.0034754838010672253,0.4095497581004202,0.2269998485810266,0.21057001256766186,0.2871994925071029,0.11641814511198229,0.20761783409058107,-0.08236717071151278,0.16596768339465748,-0.18786117023333374,0.07325895606994176,-0.2320389269394865,0.18908450729961968,0.30467427069266245,0.23812755641941163,0.1552047450819467,0.08013815354161194,-0.0582925087037903,0.3043501635196135,0.19489959122781117,0.3206723494591867,0.21276283241937674,0.355842471224325,0.1352982973463525,0.03989734592854582,-0.09373665674580421,0.5838069223907811,0.45149260786454876,0.3328013336905961,0.3454964873216455,0.7922582909936327,-0.3742660469742469,-0.1907042357120898,0.9611527517567636,0.5944399027009946,0.22537586432626153,0.3559746198226364,1.0,0.22192240421213236,0.5696643035147998,0.8163447735039802,0.21466207470963136,0.08781117593035409,0.05614101741356743,0.11712589333128094,0.18755608580652433,0.25710988577536065,0.11589832855024187,0.06444954795682155,0.15186738928476695,0.23640568536253095,0.18634760576304438,0.2280000200052816
sprint_distance_share,-0.018620979477074102,-0.008040148658613893,-0.11085852095850164,-0.021667390501418998,-0.02084456514742527,0.4443325924798342,0.7971869468837384,0.09447445398402356,0.2760988714611346,0.5208593278679556,0.5045203534562107,-0.031128829524051042,0.1376914636961023,-0.021712340498363687,0.09613809796714795,-0.056084928547716496,0.14497608106412865,0.18824807486151063,0.19434472854075713,0.16386505215804537,0.09163305821976674,0.043569327070579554,0.230281185383487,0.17176665529290513,0.22440691192542744,0.20516703635621186,0.21218228398972466,0.1352100865030222,0.15743155375692247,0.4518744685781959,0.4605630567109414,0.3873005550897353,0.7592953846350678,0.3023393788615266,0.22499780607314881,0.026275471283209048,0.19291191179853057,0.21565245762962387,0.38832690015340243,0.23782629432578575,0.43759909257991486,0.22192240421213236,1.0,0.45712022440064104,0.25841178444215385,0.09451851527835238,0.04483840379542641,0.023962108890291472,0.06399469016104592,0.09610529064224282,0.14544100894589918,0.053575911078048405,0.017361267257845956,0.10909114656066754,0.13799950169122482,0.09618233817683583,0.13773342294426552
avg_top_sprint_distance,-0.025706556669142233,-0.06400407523491304,-0.0926207700873616,-0.0024838774306814785,0.028771974347370083,0.4591692407476405,0.379803802512971,0.14769201715209757,0.2451743930623708,0.27808412138409994,0.2917161932968551,-0.06811558449156493,0.0650493317914065,-0.1270750945884773,-0.013162302786455894,-0.18407409146574286,0.1112182848806968,0.2421505654229155,0.16056817324005396,0.08750417492567784,0.019603750422922357,-0.0697555118963793,0.22835784044975535,0.12465473700967929,0.2193905455465233,0.13146433240946942,0.25458623159448845,0.06394565912535606,-0.01340844594086314,0.014031579898306073,0.9891145230479687,0.3875984019174017,0.5293651908710735,0.22178675201917344,0.4827742344242269,-0.259251954291913,-0.15202589176288983,0.5529312713803429,0.953682420711937,0.1587430277943469,0.41236381836966385,0.5696643035147998,0.45712022440064104,1.0,0.45842269740679287,0.14973138748169829,0.08263619819656712,0.021282803478747434,0.07956059283443383,0.13199773688958585,0.21366818732351195,0.10409700598639841,0.025010137585928707,0.12378476025484546,0.19418871754925893,0.1299930172044635,0.18615863863004378
share_of_possessions_with_top_run,-0.0396345202279109,-0.07617073516598563,-0.03984302206173,0.013444011022240198,-0.027392675659256023,0.5127275292042426,0.23636434844424825,0.15580575326008517,0.3155200798099807,0.09529825029750852,0.2103534605692301,-0.08055639588934863,0.18378668439556678,-0.13670209095527477,0.09114032643136113,-0.19893822304226585,0.2061317240007469,0.2735848066039695,0.23366488547739872,0.16784582082872843,0.12857018016653055,-0.0012279428580445123,0.3557702639018912,0.24273962910419372,0.33708884113395365,0.23827123364872346,0.3616247484083631,0.1665645028882403,0.08186382148645709,0.0006252787774657782,0.469636178784034,0.5027568459563135,0.3933376847731113,0.33409555205409686,0.6883541149608678,-0.2904100832766909,-0.12425243507792687,0.8386867750541754,0.47048287183530685,0.2582822408545021,0.5091714075460566,0.8163447735039802,0.25841178444215385,0.45842269740679287,1.0,0.1590699332763625,0.05854086765932905,0.04238020434770976,0.0982546825727826,0.13834599860432673,0.20527733782193694,0.08340612974457005,0.04573250727192131,0.13140715234632994,0.19105629309582028,0.13748078527746346,0.18778674696075356
last_15_shots_total,0.04239997083175376,0.006970427535902655,-0.047620638168458185,0.016450470511020766,0.0185464981319118,0.13336058108819637,0.08476986822716344,0.9920130990013855,0.12720516528105813,0.05826183532143216,0.09976949200822896,0.017976424858106885,0.14686145657837857,-0.08472477467631152,0.0944274639970057,-0.09296419133007722,0.08249867222646132,0.15330807119061546,0.1524978665029174,0.1129877254784681,0.020268275909332164,-0.012424373751408337,0.11164575897690618,0.06903994494158903,0.1460295601405158,0.10685547594974512,0.15177679125364882,0.04607824461476614,0.019108766237493392,-0.03680195485932521,0.15569429751366573,0.15040282299328755,0.13245512710905366,0.1276902354614538,0.24443136784204342,-0.14463296519098412,-0.08383184180498063,0.2212541252048823,0.1505776517003614,0.07957444038684815,0.11279384804935733,0.21466207470963136,0.09451851527835238,0.14973138748169829,0.1590699332763625,1.0,0.35932105308528167,0.4878010890035844,0.5412535687153124,0.875736742002145,0.6606820846906112,0.3057705689976364,0.3437919698392092,0.38248308576427614,0.5900557991631297,0.8740914499843886,0.5768397526538872
last_15_shots_special,0.006057223036510909,-0.038039920655185536,-0.04557183961250069,0.013625077190970633,0.0074030895400549485,0.053855479128126306,0.03440518579437614,0.3565507990177088,0.02799332480843107,0.021863077537377363,0.0424482200764826,-0.004481793726942647,0.029142201160432105,-0.02112029047668187,-0.0035769160886889415,-0.035705603220295305,0.003163593852088833,0.03999499653917767,0.0148094207546305,-0.0028562462280370677,-0.0012575806515359833,-0.02054138103555671,0.058044238783194056,0.038237400038345824,0.05378903169568465,0.04571648840036513,0.050608751063772175,0.019751977105130304,0.01882512131419419,0.00020010764786584757,0.07962154431562697,0.05350860790537787,0.057761177975333,0.04639032609001148,0.0777816746972747,-0.04314475880255802,0.0016881046932880274,0.07703392921140838,0.07590593054872344,0.026460688060728068,0.05026093651975085,0.08781117593035409,0.04483840379542641,0.08263619819656712,0.05854086765932905,0.35932105308528167,1.0,0.28443849534861737,0.17662574111685075,0.34913952989583613,0.23470515251424318,0.6266240502164959,0.20077345387960868,0.09929151677636348,0.22697783190291235,0.34337802850528265,0.21880535892303005
last_15_shots_set_play,0.04465436841838388,0.024269803981626092,-0.04024434093791805,0.01814948466187199,0.009973944175068635,0.027545131763155383,0.033002932781131915,0.4839150257329174,0.04842750451553263,0.018513965153222102,0.04333079697294378,0.033835663490533546,0.08140201537079712,-0.003087796329527679,0.06840427086662816,0.034087320987051244,0.03212072843558135,0.012974861202764181,0.06690613025157896,0.06695102486492106,0.04220550064708986,0.03494199102823719,0.0056512396266239955,0.009363240331465026,0.0522628912453561,0.04370175830041571,0.04128879256582583,0.011719456895588554,0.0408397685323638,0.01257534202206011,0.027337900336241547,0.025965316157010008,0.02959212164969873,0.05713567909931749,0.059236172588196453,-0.023584767300072376,0.006741798926196418,0.04783937377482443,0.023348922009045252,0.02405503544204876,0.033461089546006205,0.05614101741356743,0.023962108890291472,0.021282803478747434,0.04238020434770976,0.4878010890035844,0.28443849534861737,1.0,0.22504919031216028,0.3476951178347257,0.3189182182842051,0.211759272956614,0.6558441343822696,0.1633496132255724,0.24273769195772887,0.34666936337687115,0.23727937242867825
