feature,mean_abs_shap,shap_std,perm_delta_prauc,max_abs_corr,cluster_id,cluster_reason,cluster_size,duplicate_flag,vif,instability,weak_shap,weak_perm,weak_corr,weak_vif,weak_instability,weakness_score,stage
checkpoint,0.002005681051520797,0.0031196401889254325,1.8094999814297075e-06,0.8661394301027112,corr_cluster_1,high_correlation,2,0,inf,1.5554019351980128,0.9843033750525393,0.8221764761004406,0.8668996769736912,1.0,0.9454911033462249,0.907636841031592,A
checkpoint_period,0.010650526728120405,0.01741477555411833,0.0014698118155311857,0.8661394301027112,corr_cluster_1,high_correlation,2,0,inf,1.6351093235734901,0.9030912210534444,0.7945224514843136,0.8668996769736912,1.0,1.0,0.8790451758815967,A
last_15_pressures_lost,0.005000359969985213,0.003061074646425787,-0.005154505406058434,0.8682880657662376,corr_cluster_5,high_correlation,2,0,inf,0.6121708566583136,0.9561705043683933,0.9193104232541474,0.8690501985847721,1.0,0.3004507071090369,0.8690123999480889,A
last_15_pressures_applied,0.007415747175281991,0.004960117583387264,-0.0029422676596734323,0.8682880657662376,corr_cluster_5,high_correlation,2,0,inf,0.6688628220660248,0.9334796658014332,0.8776365945093025,0.8690501985847721,1.0,0.339220218273438,0.8514962594337454,A
cumul_pressures_lost,0.00808330336647823,0.012776516455635307,0.008157277529539576,0.9382343819968463,corr_cluster_6,high_correlation,3,0,inf,1.5806058335778925,0.927208451920863,0.6685448971468486,0.9390579096280434,1.0,0.9627271051781928,0.8492846465396816,A
cumul_times_pressured,0.006620762521465189,0.002161689873075121,0.0009421252002274824,0.9229492350595426,corr_cluster_4,high_correlation,3,0,inf,0.3265016478187673,0.9409479791233758,0.8044629389717223,0.923759346276791,1.0,0.1050922378483472,0.812919548103469,A
cumul_pressured_unsucc,0.005402838342869456,0.002496599409618765,0.0014924819612635518,0.8603397915050839,corr_cluster_4,high_correlation,3,0,inf,0.46209034051772446,0.9523895073647733,0.7940953944139715,0.8610949477902489,1.0,0.19781626492262752,0.812596108915122,A
last15_shots,0.0022701447927702422,0.002124374237275713,-0.0009550695874128365,0.9920130990013855,corr_cluster_3,high_correlation,4,0,58.62783823419729,0.9357879920440465,0.9818189269912323,0.840202032025772,0.992883830465946,0.16881704747327753,0.5217603416065935,0.8066067027842688,A
cumul_pressures_applied,0.009814021989524524,0.012898300069985288,0.013013216792360095,0.9382343819968463,corr_cluster_6,high_correlation,3,0,inf,1.314272587095578,0.9109495859327285,0.5770693848223554,0.9390579096280434,1.0,0.7805917761471974,0.7941770245265691,A
cumul_pressures_won,0.01703563792435613,0.023948980465085784,0.009695968507211147,0.8702331243533188,corr_cluster_6,high_correlation,3,0,inf,1.4058164755219138,0.8431076593834333,0.6395592492889247,0.8709969644312774,1.0,0.8431952117284724,0.7917471009036925,A
