feature,mean_abs_shap,shap_std,perm_delta_prauc,max_abs_corr,cluster_id,cluster_reason,cluster_size,duplicate_flag,vif,instability,weak_shap,weak_perm,weak_corr,weak_vif,weak_instability,weakness_score,stage
last_15_pressures_applied,0.0025225653642394546,0.0030726778156347527,-0.000577914299907667,0.8682880657662376,corr_cluster_4,high_correlation,2,0,inf,1.2180765894885563,0.9394016995890323,0.9138579030323563,0.8690501985847721,1.0,0.5810253066418617,0.8901308363899363,A
last_15_pressures_lost,0.00363069879594289,0.004601331295600509,-0.0013257196162499638,0.8682880657662376,corr_cluster_4,high_correlation,2,0,inf,1.2673404086128677,0.9110541319039919,0.9255795100387072,0.8690501985847721,1.0,0.6211835340104446,0.8897449512735052,A
cumul_times_pressured,0.005175140239645988,0.006324021274005327,-0.00015276702698988065,0.9229492350595426,corr_cluster_3,high_correlation,3,0,inf,1.2219999809006006,0.8715452089634987,0.9071938567303865,0.923759346276791,1.0,0.5842235248714156,0.875967666973345,A
cumul_pressures_applied,0.001430251587305287,0.001226646374493332,0.0010271707529859939,0.9382343819968463,corr_cluster_5,high_correlation,3,0,inf,0.8576437777667045,0.9673445788841228,0.8886987128118154,0.9390579096280434,1.0,0.2872124626213954,0.8708278558557183,A
cumul_pressures_won,0.002251440942532691,0.0017984437118641595,0.0009237270980027301,0.8702331243533188,corr_cluster_5,high_correlation,3,0,inf,0.7987967518442007,0.9463374328459789,0.8903201587209527,0.8709969644312774,1.0,0.23924232370468726,0.8500870624412874,A
cumul_shots_total,0.001993201521323154,0.0028082672470695737,-0.003912053751124044,0.8887597695865174,corr_cluster_8,high_correlation,3,0,12.47759233965381,1.4089228896460764,0.9529435501800891,0.9661194629563834,0.889539871277305,0.0945136754994748,0.7365968650474168,0.8405669118350457,A
cumul_pressures_lost,0.0017635160318756088,0.0009500499807210824,0.003303340078370201,0.9382343819968463,corr_cluster_5,high_correlation,3,0,inf,0.5387248902470397,0.9588192189146539,0.8530204931883377,0.9390579096280434,1.0,0.027240389306642174,0.829785663665185,A
last_15_shots_total,0.0013784921442777961,0.0014466349591695541,9.00420851868769e-05,0.9920130990013855,corr_cluster_2,high_correlation,4,0,67.13324831587816,1.0494328641440744,0.9686686561771491,0.9033879022549384,0.992883830465946,0.17547958336544664,0.4435525490065041,0.8176221504494601,A
last_15_shots_under_pressure,0.0014099065355936886,0.0013334071462404468,0.00013677373014298055,0.9991230278529646,corr_cluster_2,high_correlation,4,0,19.231269744764525,0.9457415173119762,0.9678650331127834,0.9026553988012118,1.0,0.11480970100171706,0.3590268107211616,0.803672550686547,A
cumul_shots_under_pressure,0.0016195477944541898,0.0018776320220504315,0.002572409322220602,0.9888614851023763,corr_cluster_8,high_correlation,3,0,14.644417484009534,1.159355734038846,0.9625021231913764,0.8644775969093266,0.9897294502633579,0.10196281252783754,0.5331580176995101,0.8032892964379156,A
cumul_shots_under_pressure_rate,0.002297007697289725,0.003121349840897206,0.003809845533042547,0.9888614851023763,corr_cluster_8,high_correlation,3,0,5.282617207586043,1.358876526439217,0.9451717729825481,0.8450811836427973,0.9897294502633579,0.05637792941947805,0.6958007337616894,0.8030072300273637,A
cumul_pressured_unsucc,0.004172465702040375,0.0035845374795999635,0.010447829859446641,0.8603397915050839,corr_cluster_3,high_correlation,3,0,inf,0.8590933360691476,0.8971949940053137,0.7410329214975055,0.8610949477902489,1.0,0.28839409435292307,0.7865236723295506,A
last_15_shots_under_pressure_rate,0.002529572642271677,0.0015817789150920146,-0.0018791067011721535,0.9991230278529646,corr_cluster_2,high_correlation,4,0,11.452784168910656,0.6253146830650025,0.9392224438400194,0.9342536740090512,1.0,0.09056219264089709,0.09782550937229731,0.7775942892564931,A
cumul_pressured_succ,0.01475871219748268,0.014655357277254491,0.0018158548007488964,0.9229492350595426,corr_cluster_3,high_correlation,3,0,inf,0.9929970231246994,0.6263843402749548,0.8763363448825892,0.923759346276791,1.0,0.39754792785290727,0.772951717518202,A
last15_distance,0.002770232981926571,0.0031262820550010933,0.004991908788704563,0.9414151406099458,corr_cluster_1,high_correlation,2,0,10.082511021840883,1.1285267612498449,0.9330660234376632,0.8265527235787667,0.9422414601262585,0.08473741942089127,0.5080272641199607,0.7698259476568914,A
last15_shots,0.0016170534147430028,0.0011129430792581336,0.004405914034733782,0.9920130990013855,corr_cluster_2,high_correlation,4,0,58.62783823419729,0.6882537516146385,0.9625659328334936,0.8357380022384931,0.992883830465946,0.16881704747327753,0.1491313453815846,0.7620054944888986,A
distance_per_possession,0.0029319873091972802,0.002266668112914386,0.0008929820087118373,0.9414151406099458,corr_cluster_1,high_correlation,2,0,9.832071966094347,0.7730825115798181,0.9289281266740885,0.8908020780737139,0.9422414601262585,0.08359536228748278,0.21828093001854798,0.7619830135775684,A
avg_top_sprint_distance,0.00416011379633412,0.003780371449467106,0.0024048944982701867,0.9891145230479687,corr_cluster_6,high_correlation,3,0,4.904818658052046,0.9087182790043767,0.8975109726348087,0.8671033377153547,0.989982710310958,0.05327917479450435,0.3288466978450958,0.7594494538014204,A
top_sprint_distance,0.0036628175944687577,0.00253139422417407,0.0019685946114433098,0.9891145230479687,corr_cluster_6,high_correlation,3,0,4.742546557790479,0.6911057290968415,0.9102324891404714,0.8739421976412438,0.989982710310958,0.05188683786483661,0.1514561825991658,0.7477812245096206,A
last15_top_run_share,0.017764514602865822,0.013379773508561704,0.003923675560816221,0.9611527517567636,corr_cluster_7,high_correlation,2,0,16.692508591026684,0.7531741681477321,0.5494918066714207,0.8432969346919991,0.9619963958014299,0.10810992405001893,0.20205231038879207,0.6353171519577214,A
top_distance_share,0.017645962397715785,0.012871135916069627,0.0036430528102589232,0.9611527517567636,corr_cluster_7,high_correlation,2,0,12.8617503839198,0.729409687381843,0.5525245341061804,0.8476956057460683,0.9619963958014299,0.09591794519809595,0.18268029581792153,0.6346101057147943,A
last15_top_sprint_share,0.011074304915170806,0.008588643217280251,0.03957343684528941,0.9617555969256866,corr_cluster_6,high_correlation,3,0,3.3141285966571696,0.7755469334707029,0.7206365140894742,0.28449843123826724,0.9625997701128182,0.037596339945769386,0.22028984480399194,0.48594398915213466,A
last_15_pressures_won,0.005202789908657902,0.005954787966054068,0.0033509429492155976,0.0,,,1,0,inf,1.1445374636682475,0.8708378926409696,0.8522743335499534,0.0,1.0,0.5210786563887269,0.7116552501736472,B
checkpoint,0.0005092251610020254,0.0008820038513479496,0.0022683775777527088,0.0,,,1,0,2.784746777985676,1.7320508075688772,0.9909056936491631,0.8692431963885321,0.0,0.031055040243584457,1.0,0.7046123308550936,B
last_15_pressured_succ,0.0024663037467467226,0.004048628491391133,-0.0007270027367486109,0.0,,,1,0,3.34972375281971,1.641577399674164,0.9408409486580668,0.9161948161668984,0.0,0.038006905377806,0.9262490860507918,0.6993460693986943,B
last_15_shots_set_play,0.00015372006026516982,0.00017289581890500067,2.1875042642151288e-05,0.0,,,1,0,2.5125946059203272,1.1247446729252664,1.0,0.9044563986483616,0.0,0.027326415374042377,0.5049442314690972,0.6697868042112405,B
last_15_shots_special,0.0013918012008094938,0.0018372760100850139,0.001717519362525101,0.0,,,1,0,1.9982711050062594,1.3200707177263713,0.9683281923213872,0.8778777211425154,0.0,0.019415923026760314,0.6641675287602697,0.6661140052749995,B
cumul_shots_set_play,0.0012761303753512677,0.001422213815082221,0.0006046403091451158,0.0,,,1,0,2.7066571561266497,1.1144737579737825,0.971287210125607,0.8953217411624922,0.0,0.03001333245198569,0.4965717231001404,0.6574072779997671,B
is_home,0.001972826272230921,0.0022006453433043873,-0.0008474015124795911,0.0,,,1,0,1.0328710392932827,1.115478526558673,0.9534647768990175,0.9180820281220997,0.0,0.0,0.49739077704281237,0.6571072206167213,B
last_15_received_succ,0.007671572860479696,0.011660121560871818,-0.0015898754480059563,0.0,,,1,0,2.942233642761223,1.51991277055312,0.8076830506118268,0.9297200674546726,0.0,0.03309205769098597,0.8270721256403863,0.6537233571258206,B
last_15_shots_blocked,0.00043311281153699606,0.0003769516701989696,-0.0003224401630064974,0.0,,,1,0,2.4417983583929783,0.8703313782413263,0.9928527515723329,0.9098534283815348,0.0,0.026309075441049126,0.29755497267600384,0.6486909302169424,B
last15_mean_max_speed,0.002281298503256115,0.002461328195078139,0.0004585889476070304,0.0,,,1,0,3.3231174434558435,1.0789154473055877,0.9455736356359116,0.8976110491217689,0.0,0.03770033888778648,0.46758577052807554,0.6483645688249788,B
checkpoint_min,0.0016480666902113652,0.0018222080729712949,0.0021656238929860586,0.0,,,1,0,1.1156199306167403,1.1056640388366783,0.9617725708607185,0.8708538272371871,0.0,0.001993561874561257,0.4893903329755044,0.6424690002762377,B
last15_bottom_sprint_count,0.0023788836907408352,0.002060815153789359,-0.0013311988192719823,0.0,,,1,0,2.087115334965923,0.8662950449450418,0.9430772731689584,0.9256653947778613,0.0,0.020874979162566025,0.29426468797764227,0.6384200368369598,B
cumul_shots_blocked,0.0014268780831613722,0.001238263698373603,0.00040238721879629763,0.0,,,1,0,2.91868642701259,0.867813244163175,0.9674308777307413,0.8984919930837872,0.0,0.032792715758184786,0.29550227350138636,0.6375309598245051,B
cumul_received_succ,0.004009087534205588,0.00481472089078581,0.002231161070099713,0.0,,,1,0,4.785894388323422,1.200951800055885,0.901374430829844,0.8698265531357012,0.0,0.05226258779731483,0.5670657476815425,0.6367844563943343,B
last_15_pressured_success_rate,0.0026896410861723397,0.0021466134388201876,0.0017438852178411485,0.0,,,1,0,2.827129068300937,0.798104048103704,0.9351276742771717,0.8774644448690695,0.0,0.03161145327253612,0.23867765464726515,0.614679768779306,B
cumul_mean_max_speed,0.005054927836960647,0.004225331536355427,0.0020174997958481294,0.0,,,1,0,8.553181365627204,0.8358836510900564,0.8746204065202277,0.8731756246580904,0.0,0.07731784234617675,0.2694743308609456,0.6026768079071121,B
cumul_bottom_run_share,0.002700788639329277,0.0021195531659991777,0.00450379859383758,0.0,,,1,0,2.3319806991181786,0.7847904627314911,0.9348425046318943,0.8342036933632678,0.0,0.02468883567851825,0.2278248625176246,0.5976754138863263,B
cumul_pressure_success_rate,0.006728752188043383,0.0053111966369387585,-0.00019573937993007384,0.0,,,1,0,3.004924760655239,0.7893286137623642,0.8318016919794635,0.9078674344949402,0.0,0.033880378935023145,0.23152421234819495,0.5938345687953899,B
position,0.00626617513989839,0.007739451055234778,0.007576010934702733,0.0,,,1,0,1.1760882890054036,1.2351156618581647,0.8436350450817871,0.7860477563664262,0.0,0.003401640182529319,0.5949149919023938,0.5880388914612775,B
cumul_peak_speed,0.003476011858881571,0.003438368908514492,0.010318873343438957,0.0,,,1,0,9.198388257556829,0.989170649613609,0.9150112351669055,0.7430542732698409,0.0,0.08058335978261011,0.3944287953904454,0.5820735817118214,B
distance_per_run,0.004318183421623492,0.002785765910736104,0.0036876494088866826,0.0,,,1,0,4.099455830145985,0.6451244976733178,0.8934673355838523,0.846996568454529,0.0,0.045952491077657184,0.11397381158091789,0.5804816299000983,B
cumul_bottom_sprint_share,0.004959037577288406,0.0034814418454873473,0.003548441010864975,0.0,,,1,0,2.1587559509458947,0.7020398194665414,0.8770734104172552,0.8491786151690073,0.0,0.02202124514703685,0.16036928951901377,0.578573591900934,B
possessions_with_sprint_and_hsr,0.005989864976591934,0.004898772190286786,0.004149594222864393,0.0,,,1,0,3.3446747907218333,0.8178435088989353,0.8507034366962823,0.8397557325715301,0.0,0.037948874025341854,0.25476860676666624,0.5783972854881211,B
possessions_with_2plus_runs,0.010375246733178519,0.005242694521260226,-0.006073536021261677,0.0,,,1,0,3.340872714428325,0.505307936870056,0.7385193777978141,1.0,0.0,0.03790512949763694,0.0,0.5753463262891079,B
last_15_received_unsucc,0.011068332811159662,0.012786598942238627,0.002634779286967502,0.0,,,1,0,1.962618942147977,1.1552416394044929,0.7207892886722405,0.8634999678395855,0.0,0.018818227471455083,0.5298043445438556,0.5733240325470582,B
sprint_distance_share,0.0035489676221650505,0.00272911194435794,0.008864652396146824,0.0,,,1,0,2.5164806290156814,0.7689875577656139,0.9131449270324121,0.7658487173210508,0.0,0.02738166219679217,0.21494285982306235,0.5662229813740769,B
cumul_distance,0.008701733251076843,0.007190948995345269,0.002722249805772445,0.0,,,1,0,1.9428981875707618,0.8263812263442327,0.7813301398851736,0.8621288956852872,0.0,0.01848451895823626,0.26172827015597444,0.5641654343668236,B
last_15_pressured_unsucc,0.006069106510322819,0.005005803503661487,0.007307295021106101,0.0,,,1,0,2.475310932040258,0.8248007338719824,0.8486763299628906,0.790259791593641,0.0,0.026793232890856413,0.2604399052426736,0.5599171398599945,B
last_15_pressure_success_rate,0.007341269240041491,0.004038515171862977,0.005946996046030953,0.0,,,1,0,2.8754963255560617,0.5501113008954501,0.8161326686533947,0.8115820390402938,0.0,0.032238960119147994,0.036522212678416946,0.5357696315398777,B
cumul_in_game_time,0.009774942375203984,0.005615921786115105,0.008819578999969234,0.0,,,1,0,5.26576667854234,0.5745222396769282,0.7538759837194935,0.7665552282603143,0.0,0.056243737587395475,0.05642119832939709,0.5057236185986372,B
cumul_unique_run_possessions,0.02010284248924871,0.020654469535470496,0.00253410120914975,0.0,,,1,0,4.897334911939687,1.0274402511245264,0.4896741835110391,0.8650780642191442,0.0,0.05321580855722235,0.42562490210930237,0.49756364859666463,B
cumul_shots_special,0.01074255014048556,0.007542461122014843,0.03910077478655268,0.0,,,1,0,2.190588285933573,0.7021108603989188,0.7291232546399948,0.29190725647425775,0.0,0.022522251621900604,0.16042719972503514,0.3391994612926822,B
