iter	PRAUC:type=Classic;use_weights=false	Logloss	BrierScore:use_weights=false	Logloss:use_weights=true	Logloss:use_weights=false
729	0.1207712105	0.4815479266	0.08068070891	0.4815479266	0.3198373928
730	0.1207800962	0.4815154482	0.0806506941	0.4815154482	0.3197460442
731	0.1207800962	0.4814968875	0.08061611479	0.4814968875	0.3196462563
732	0.1207700094	0.4814498348	0.08059035618	0.4814498348	0.3195653095
733	0.1207565699	0.4814312033	0.08055634221	0.4814312033	0.3194667616
734	0.1208036549	0.4813884943	0.08052782304	0.4813884943	0.3193774257
735	0.1209141675	0.481313831	0.08050123243	0.481313831	0.3192926457
736	0.1209401681	0.4812697513	0.08046650668	0.4812697513	0.3191825874
737	0.1210750662	0.481188474	0.0804384044	0.481188474	0.3190933504
738	0.121090897	0.4811485422	0.08040037278	0.4811485422	0.318980191
739	0.1212109037	0.4810930681	0.08037857316	0.4810930681	0.3189119323
740	0.1212109037	0.4810753246	0.08034497931	0.4810753246	0.3188147501
741	0.1212327536	0.4810180923	0.08030750318	0.4810180923	0.3186946904
742	0.1212327536	0.4810005808	0.08027418793	0.4810005808	0.3185982513
743	0.1211948878	0.4809687398	0.08024242532	0.4809687398	0.3184990276
744	0.1212292556	0.4809369233	0.08022941325	0.4809369233	0.3184548175
745	0.1212213414	0.4809127422	0.08020297745	0.4809127422	0.318373708
746	0.121125277	0.4808919631	0.08017287625	0.4808919631	0.3182842574
747	0.1211054971	0.4808611747	0.08015180364	0.4808611747	0.3182153865
748	0.1211245383	0.48083053	0.08012909612	0.48083053	0.3181416502
749	0.12125512	0.4807488629	0.08009383958	0.4807488629	0.3180292354
750	0.12125512	0.4807320288	0.08006134551	0.4807320288	0.3179349909
751	0.1212663241	0.4807093469	0.08004407224	0.4807093469	0.3178821859
752	0.1212663241	0.480692674	0.08001177428	0.480692674	0.3177884657
753	0.1212398343	0.4806488493	0.07997448001	0.4806488493	0.3176727636
754	0.1212398343	0.4806324011	0.07994245613	0.4806324011	0.3175797779
755	0.1213320209	0.4806068727	0.07992739711	0.4806068727	0.3175346792
756	0.1212917644	0.4805757491	0.07990281519	0.4805757491	0.3174579472
757	0.1213884731	0.4804929091	0.07988800187	0.4804929091	0.3174088713
758	0.1214192369	0.4804573172	0.07986844214	0.4804573172	0.3173449235
759	0.1213904062	0.4804342852	0.0798419123	0.4804342852	0.3172638588
760	0.1216647086	0.4804115335	0.07982885106	0.4804115335	0.3172244441
761	0.1216647086	0.4803964882	0.07979857766	0.4803964882	0.3171363636
762	0.1216647086	0.4803805507	0.07976718841	0.4803805507	0.3170450712
763	0.121683623	0.4803549068	0.07974101749	0.4803549068	0.316965421
764	0.1216974343	0.4803267212	0.07971984346	0.4803267212	0.3168993852
765	0.1216974343	0.4803110319	0.07968876127	0.4803110319	0.3168089183
766	0.1237236997	0.4802673142	0.07965850741	0.4802673142	0.316718331
767	0.1237562749	0.4802388841	0.07963818233	0.4802388841	0.316653247
768	0.1236850568	0.4801744623	0.07962761943	0.4801744623	0.3166153808
769	0.1239805871	0.4801594255	0.07959891195	0.4801594255	0.3165324922
770	0.1240756274	0.4800947731	0.07956351487	0.4800947731	0.3164198292
771	0.1241763129	0.4800670959	0.07953931739	0.4800670959	0.3163448262
772	0.1241654797	0.4800310154	0.07951633879	0.4800310154	0.3162728408
773	0.1241654797	0.4800159074	0.07948598854	0.4800159074	0.3161843366
774	0.1241654797	0.4800008967	0.07945575977	0.4800008967	0.3160961603
775	0.1241010579	0.4799242243	0.07942721964	0.4799242243	0.3160039612
776	0.1241963194	0.4798710795	0.0794042632	0.4798710795	0.3159312685
777	0.1243192044	0.4798053752	0.07938240792	0.4798053752	0.3158589474
778	0.1243192044	0.4797906289	0.07935251965	0.4797906289	0.315771681
779	0.1242903983	0.4797623785	0.07931554622	0.4797623785	0.315661757
780	0.1243790451	0.4797292072	0.07929878679	0.4797292072	0.3156070669
781	0.1244520721	0.4796915952	0.07928112463	0.4796915952	0.3155537406
782	0.1244328822	0.4796773621	0.07925220247	0.4796773621	0.3154690141
783	0.1244466103	0.4796581554	0.07923870858	0.4796581554	0.3154271775
784	0.1244680919	0.4796101809	0.07921155093	0.4796101809	0.3153387124
785	0.1250358447	0.4795818465	0.07919717208	0.4795818465	0.3152921398
786	0.1250358447	0.4795676364	0.07916796806	0.4795676364	0.3152067206
787	0.1250516543	0.47954252	0.079140596	0.47954252	0.3151225189
788	0.12506763	0.4795154634	0.07913196996	0.4795154634	0.315095469
789	0.125234147	0.4794660294	0.0791142047	0.4794660294	0.3150393713
790	0.1252335109	0.4794362851	0.07908996503	0.4794362851	0.3149665556
791	0.1253291707	0.4793977063	0.07906067735	0.4793977063	0.3148762415
792	0.1253165813	0.4793801413	0.07904681048	0.4793801413	0.3148319679
793	0.1253165813	0.4793663456	0.07901814202	0.4793663456	0.3147479958
794	0.1253165813	0.4793526385	0.07898958734	0.4793526385	0.3146643329
795	0.1254076341	0.4793231096	0.07896077884	0.4793231096	0.3145728018
796	0.1254076341	0.479309578	0.0789324501	0.479309578	0.3144897544
797	0.1254069817	0.4792728636	0.07890514877	0.4792728636	0.3143998222
798	0.1255020095	0.4792512309	0.07888788644	0.4792512309	0.314346145
799	0.1255020095	0.4792379164	0.07885983899	0.4792379164	0.3142638646
800	0.1254788174	0.4791906659	0.07883049477	0.4791906659	0.3141664059
801	0.1256468377	0.4791546631	0.07881546864	0.4791546631	0.3141180724
802	0.1257251973	0.4790877925	0.07877809153	0.4790877925	0.3139980513
803	0.1257251973	0.4790761821	0.07875243512	0.4790761821	0.3139226107
804	0.1257251973	0.479063246	0.07872488436	0.479063246	0.3138416824
805	0.1257251973	0.479050393	0.07869744229	0.479050393	0.3137610509
806	0.1257127536	0.4790333546	0.07866836368	0.4790333546	0.3136760431
807	0.1257025203	0.4789821855	0.07864680167	0.4789821855	0.3136060217
808	0.1257025203	0.4789695492	0.07861964622	0.4789695492	0.3135261707
809	0.1258702801	0.4789011784	0.07860279479	0.4789011784	0.3134690946
810	0.1258702801	0.4788890269	0.07857628935	0.4788890269	0.313391065
811	0.1261511576	0.4787989119	0.07856121424	0.4787989119	0.31333892
812	0.1262130984	0.4787510789	0.07852718833	0.4787510789	0.3132341449
813	0.1262524356	0.4786932094	0.07849323597	0.4786932094	0.3131265927
814	0.1262524356	0.4786814455	0.07846725082	0.4786814455	0.3130500344
815	0.1261196142	0.4786376867	0.07844136898	0.4786376867	0.3129652579
816	0.1261209251	0.4786101475	0.07841847254	0.4786101475	0.3128898769
817	0.1261209251	0.478600255	0.07839713926	0.478600255	0.3128270964
818	0.1261209251	0.4785882604	0.07837084772	0.4785882604	0.3127495997
819	0.1261589389	0.4785375614	0.0783517964	0.4785375614	0.3126874893
820	0.1261589389	0.4785256837	0.07832566354	0.4785256837	0.3126104258
821	0.126194095	0.4784939847	0.07829562298	0.4784939847	0.3125188676
822	0.126194095	0.4784822638	0.07826970161	0.4784822638	0.3124423845
823	0.1260980438	0.478459274	0.07824105229	0.478459274	0.3123540473
824	0.1259630751	0.4784271992	0.07821269481	0.4784271992	0.3122649995
825	0.1259630751	0.4784157114	0.07818708907	0.4784157114	0.312189385
826	0.1259630751	0.4784042974	0.07816158327	0.4784042974	0.3121140457
827	0.1259589819	0.4783940861	0.07813774713	0.4783940861	0.3120435421
828	0.1260503602	0.4783760171	0.07812533931	0.4783760171	0.3120052492
829	0.1260503602	0.478364776	0.07810006935	0.478364776	0.3119305589
830	0.1260483287	0.4783549759	0.0780768409	0.4783549759	0.3118618234
831	0.1260574791	0.4783366567	0.07806318345	0.4783366567	0.3118196921
832	0.1261284543	0.4782983985	0.07803857215	0.4782983985	0.3117361054
833	0.1261617037	0.478283139	0.0780130013	0.478283139	0.3116606386
834	0.126226265	0.4782492553	0.0779875946	0.4782492553	0.3115761921
835	0.1264039713	0.4781995329	0.07797520931	0.4781995329	0.3115363231
836	0.1264507969	0.4781709618	0.07795694867	0.4781709618	0.3114788427
837	0.1264518382	0.4781536594	0.07794071686	0.4781536594	0.3114269402
838	0.1264352025	0.478129634	0.07792088202	0.478129634	0.3113613287
839	0.1332873446	0.4780934619	0.07789670513	0.4780934619	0.31127937
840	0.133396175	0.4780552298	0.07789094457	0.4780552298	0.3112602731
841	0.1332852622	0.4780324628	0.07786262484	0.4780324628	0.3111725003
842	0.1333071213	0.47801907	0.0778357979	0.47801907	0.3110927849
843	0.1332443511	0.4779650666	0.07780526548	0.4779650666	0.3109945664
844	0.1332426793	0.4779572992	0.07778610666	0.4779572992	0.3109374663
845	0.1332426793	0.4779469371	0.07776206024	0.4779469371	0.3108661543
846	0.1332426793	0.4779366414	0.07773810683	0.4779366414	0.3107951002
847	0.1332426793	0.4779264117	0.07771424604	0.4779264117	0.310724303
848	0.1332426793	0.4779162476	0.07769047744	0.4779162476	0.3106537615
849	0.1332430298	0.477910811	0.07767780382	0.477910811	0.3106160855
850	0.1333050541	0.477847387	0.07766528856	0.477847387	0.3105689523
851	0.1333186155	0.4778202544	0.07765022453	0.4778202544	0.3105196642
852	0.1333419846	0.4777755887	0.07762622498	0.4777755887	0.3104436886
853	0.1331221371	0.4777577868	0.07760984016	0.4777577868	0.3103896248
854	0.1333405231	0.4777455934	0.07759937487	0.4777455934	0.3103580092
855	0.1332782517	0.4777373714	0.07758059236	0.4777373714	0.3103023893
856	0.1332782517	0.4777275315	0.07755728775	0.4777275315	0.3102331326
857	0.1332782517	0.4777177546	0.07753407289	0.4777177546	0.3101641256
858	0.1332902636	0.4776821114	0.07751124077	0.4776821114	0.3100860224
859	0.1332902636	0.4776724558	0.07748819944	0.4776724558	0.3100174995
860	0.1332902636	0.477662862	0.07746524672	0.477662862	0.3099492234
861	0.1333011382	0.4776456306	0.07745232666	0.4776456306	0.3099090097
862	0.1332964386	0.4776295349	0.07743495704	0.4776295349	0.3098527735
863	0.1333874433	0.4775575881	0.07741148598	0.4775575881	0.3097730279
864	0.1333874433	0.477545456	0.07738631275	0.477545456	0.3096978768
865	0.1333874433	0.4775361102	0.07736372043	0.4775361102	0.3096306029
866	0.1335739528	0.4774923779	0.07734258083	0.4774923779	0.3095620964
867	0.1335739528	0.4774831367	0.07732014153	0.4774831367	0.3094952482
868	0.1335781141	0.4774225415	0.0772983714	0.4774225415	0.3094210364
869	0.1335781141	0.4774134021	0.07727608201	0.4774134021	0.309354605
870	0.1335955755	0.4773818319	0.07725361129	0.4773818319	0.3092810517
871	0.133383319	0.4773583248	0.07723907586	0.4773583248	0.3092318231
872	0.133383319	0.4773493331	0.07721700301	0.4773493331	0.3091659979
873	0.1336220514	0.4773137863	0.07719965452	0.4773137863	0.3091076254
874	0.1336220514	0.4773048904	0.07717772308	0.4773048904	0.3090421956
875	0.1336220514	0.4772966566	0.0771568223	0.4772966566	0.3089797341
876	0.1336220514	0.4772878719	0.0771350547	0.4772878719	0.308914763
877	0.1336760202	0.477273337	0.07711728438	0.477273337	0.3088597547
878	0.1336657495	0.4772327874	0.07709934761	0.4772327874	0.308795601
879	0.1336046396	0.4772173612	0.07708853796	0.4772173612	0.3087615267
880	0.1336106607	0.4772077074	0.07707799583	0.4772077074	0.3087293184
881	0.1335997474	0.4771900671	0.0770628478	0.4771900671	0.3086771095
882	0.1335997474	0.4771818562	0.07704194009	0.4771818562	0.3086146172
883	0.1335997474	0.4771733558	0.07702059565	0.4771733558	0.3085508338
884	0.1335907813	0.4771309672	0.07699955442	0.4771309672	0.3084806866
885	0.1335985252	0.4771141647	0.07698913435	0.4771141647	0.3084476438
886	0.133647297	0.4770551978	0.07697603836	0.4770551978	0.3083966138
887	0.133647297	0.4770468395	0.07695490984	0.4770468395	0.3083334346
888	0.1337125557	0.4770041993	0.07693194924	0.4770041993	0.3082591014
889	0.1337125557	0.4769963514	0.076911604	0.4769963514	0.3081982038
890	0.1337369684	0.4769649721	0.07690439961	0.4769649721	0.3081700192
891	0.1337369684	0.4769567783	0.07688352066	0.4769567783	0.3081075401
892	0.1336608722	0.4769403148	0.07686066249	0.4769403148	0.3080368644
893	0.1336608722	0.4769322292	0.07683994757	0.4769322292	0.307974847
894	0.1336608722	0.4769241953	0.07681931117	0.4769241953	0.3079130507
895	0.1340538949	0.4769058049	0.07679428141	0.4769058049	0.3078352499
896	0.1340706314	0.4768973954	0.07677990798	0.4768973954	0.3077929974
897	0.1343941363	0.4768441922	0.07675727128	0.4768441922	0.3077179067
898	0.1343551602	0.4768204819	0.0767376681	0.4768204819	0.3076517148
899	0.134384014	0.4767723101	0.07671934804	0.4767723101	0.3075880816
900	0.1346292133	0.4767179525	0.07671030838	0.4767179525	0.3075534565
901	0.1346354659	0.4766870038	0.07669419003	0.4766870038	0.307498097
902	0.1346354659	0.4766792827	0.07667403819	0.4766792827	0.3074376635
903	0.1346184197	0.476669988	0.07666126668	0.476669988	0.3073966628
904	0.1346601196	0.4766482488	0.07665766612	0.4766482488	0.3073852164
905	0.1349018065	0.4765965713	0.07664204293	0.4765965713	0.307331176
906	0.1354283017	0.4765459795	0.07662547758	0.4765459795	0.3072739909
907	0.1354283017	0.476538393	0.0766055379	0.476538393	0.3072141523
908	0.135238726	0.4764982342	0.07658793765	0.4764982342	0.3071511635
909	0.1354519726	0.4764770924	0.07656981625	0.4764770924	0.3070936669
910	0.1355680511	0.4764008554	0.07654850859	0.4764008554	0.3070193642
911	0.1356205935	0.4763932694	0.07652899511	0.4763932694	0.3069605211
912	0.1355814498	0.4763564767	0.07652129304	0.4763564767	0.3069310576
913	0.1356891866	0.4763378398	0.07650299385	0.4763378398	0.3068729152
914	0.1357864937	0.4762992512	0.07648731705	0.4762992512	0.3068228555
915	0.1357864937	0.4762926087	0.07646888137	0.4762926087	0.3067674145
916	0.1356112158	0.47627505	0.07644941	0.47627505	0.3067048463
917	0.1355068717	0.4762084481	0.07643259146	0.4762084481	0.3066407477
918	0.1354532158	0.4761873758	0.07641609935	0.4761873758	0.3065888086
919	0.1355538505	0.4761292444	0.07640956623	0.4761292444	0.3065607737
920	0.1354157339	0.4761063137	0.07638852476	0.4761063137	0.3064920845
921	0.1355884501	0.4760605052	0.07638151662	0.4760605052	0.3064635869
922	0.1355884501	0.4760534051	0.07636235121	0.4760534051	0.306405932
923	0.1354708139	0.4760253656	0.07635356805	0.4760253656	0.3063750124
924	0.1354589693	0.4760004048	0.07633621116	0.4760004048	0.3063133651
925	0.1353745293	0.475972191	0.07631399416	0.475972191	0.3062375902
926	0.135398381	0.4759428883	0.07629996946	0.4759428883	0.3061878228
927	0.1354835863	0.4758942165	0.07627883295	0.4758942165	0.3061159261
928	0.1354909455	0.4758794834	0.07626689186	0.4758794834	0.3060736133
929	0.1354864588	0.4758575403	0.07625324189	0.4758575403	0.3060252532
930	0.135472172	0.4758390325	0.07624732918	0.4758390325	0.3059998109
931	0.135472172	0.4758322268	0.07622863545	0.4758322268	0.3059435013
932	0.135472172	0.4758254644	0.07621001163	0.4758254644	0.3058873906
933	0.1354645511	0.4757970618	0.07619076903	0.4757970618	0.3058197499
934	0.1357382472	0.4757520163	0.07617434363	0.4757520163	0.305764364
935	0.1354811894	0.4757359438	0.07616676918	0.4757359438	0.3057386888
936	0.135490777	0.4757240834	0.07615143347	0.4757240834	0.3056870993
937	0.135490777	0.4757174862	0.0761330783	0.4757174862	0.3056317544
938	0.135526318	0.4757088198	0.0761274219	0.4757088198	0.3056135448
939	0.1355576756	0.4756943696	0.07611295768	0.4756943696	0.3055696014
940	0.1353523498	0.4756789482	0.07608964347	0.4756789482	0.3054968896
941	0.1353087725	0.4756644907	0.07607122584	0.4756644907	0.3054372602
942	0.1352591259	0.4756388035	0.07606135587	0.4756388035	0.3054025936
943	0.1352591259	0.4756329806	0.07604434592	0.4756329806	0.305351222
944	0.1353004773	0.4755908421	0.07603542538	0.4755908421	0.3053180187
945	0.1354122152	0.4755589842	0.0760174486	0.4755589842	0.3052560444
946	0.1353677051	0.4755444837	0.07601105565	0.4755444837	0.3052347031
947	0.1353068689	0.4755190953	0.07598994902	0.4755190953	0.3051625507
948	0.1353138185	0.4754849346	0.07598658489	0.4754849346	0.3051456349
949	0.1352996387	0.4754611501	0.07596785211	0.4754611501	0.3050850372
950	0.1353210223	0.475440586	0.07595025948	0.475440586	0.3050318006
951	0.1353495986	0.4754081179	0.07593086865	0.4754081179	0.304963774
952	0.1353495986	0.4754025379	0.07591428047	0.4754025379	0.3049136102
953	0.1353495986	0.4753964291	0.0758967353	0.4753964291	0.3048605763
954	0.1353495986	0.4753909899	0.07588037418	0.4753909899	0.3048110791
955	0.1353430859	0.4753663728	0.07586225162	0.4753663728	0.3047510944
956	0.1353428516	0.4753448145	0.07584675774	0.4753448145	0.3046992353
957	0.1354470271	0.4753225222	0.0758388482	0.4753225222	0.3046714434
958	0.135468582	0.4752561006	0.07582022969	0.4752561006	0.3046044452
959	0.1355847008	0.4752394039	0.07580640509	0.4752394039	0.3045589112
960	0.1355826521	0.4752348194	0.0757923473	0.4752348194	0.3045161613
961	0.1355714613	0.4752165863	0.07578546442	0.4752165863	0.3044898777
962	0.1355754302	0.4751953703	0.07577816044	0.4751953703	0.3044646795
963	0.1355839081	0.4751850874	0.07577528498	0.4751850874	0.3044546844
964	0.1355960539	0.4751190958	0.07575692856	0.4751190958	0.3043883785
965	0.1354895025	0.4750698703	0.07573938749	0.4750698703	0.3043264436
966	0.1354842324	0.4750423673	0.07572273783	0.4750423673	0.3042659106
967	0.1355618547	0.4749995009	0.07570636608	0.4749995009	0.3042122846
968	0.1359082434	0.4749683023	0.0756848965	0.4749683023	0.304142428
969	0.1359567877	0.4749246736	0.07567029802	0.4749246736	0.3040912896
970	0.1360530315	0.4748792618	0.07565184973	0.4748792618	0.3040257848
971	0.1360266914	0.4748685256	0.0756325036	0.4748685256	0.3039655853
972	0.1360266914	0.4748629414	0.07561585849	0.4748629414	0.3039151269
973	0.1362181654	0.474814714	0.07559792658	0.474814714	0.303855458
974	0.1360892162	0.474810633	0.07558474689	0.474810633	0.3038151244
975	0.1400337308	0.4747814624	0.07556815278	0.4747814624	0.3037570412
976	0.1399120269	0.474765427	0.0755473579	0.474765427	0.3036903025
977	0.1399626295	0.4747216461	0.07553445947	0.4747216461	0.3036465747
978	0.1399626295	0.4747162444	0.07551813377	0.4747162444	0.3035970327
979	0.1400824174	0.4746961487	0.07550290301	0.4746961487	0.3035468091
980	0.1401423714	0.4746707015	0.07548725143	0.4746707015	0.3034921757
981	0.140247286	0.4746263784	0.07548798323	0.4746263784	0.3034907575
982	0.140247286	0.4746210561	0.07547179851	0.4746210561	0.3034416199
983	0.1402392728	0.4745985807	0.07546036362	0.4745985807	0.3034020771
984	0.1401416959	0.4745791838	0.07544465799	0.4745791838	0.3033492874
985	0.1402475446	0.4745464468	0.07543220633	0.4745464468	0.303308541
986	0.1402475446	0.4745418097	0.07541735751	0.4745418097	0.3032633905
987	0.1399580522	0.474500296	0.07540337925	0.474500296	0.3032160684
988	0.1404314402	0.4744950372	0.07538798394	0.4744950372	0.3031689402
989	0.1404314402	0.4744899009	0.07537212978	0.4744899009	0.3031207542
990	0.1404523605	0.4744734606	0.0753600036	0.4744734606	0.3030759491
991	0.1399042941	0.4744429524	0.07534067806	0.4744429524	0.303011779
992	0.1407420248	0.4744244998	0.07532607058	0.4744244998	0.3029630101
993	0.1406411004	0.4743913496	0.07531748629	0.4743913496	0.3029323669
994	0.1410024434	0.4743649554	0.07530773229	0.4743649554	0.3028993519
995	0.1410575095	0.4743007779	0.07529096565	0.4743007779	0.3028374088
996	0.1410575095	0.4742958098	0.07527541532	0.4742958098	0.3027900992
997	0.1410799301	0.4742588419	0.0752763858	0.4742588419	0.3027839907
998	0.1410348241	0.47423722	0.07526088485	0.47423722	0.3027278631
999	0.1410348241	0.4742323068	0.07524543398	0.4742323068	0.3026808425
1000	0.1410940951	0.4741785268	0.0752377611	0.4741785268	0.3026482398
1001	0.1411410473	0.474158947	0.07522921988	0.474158947	0.3026143039
1002	0.1412406392	0.4741403708	0.07521197221	0.4741403708	0.3025606658
1003	0.1413022801	0.4741167909	0.07520293145	0.4741167909	0.3025293335
1004	0.1413022801	0.474111975	0.07518765897	0.474111975	0.3024828284
1005	0.1414658171	0.4740801163	0.07517048009	0.4740801163	0.3024275301
1006	0.1414444072	0.4740306092	0.07516581134	0.4740306092	0.3024033746
1007	0.1414458239	0.474024076	0.07515595233	0.474024076	0.3023743471
1008	0.1409990534	0.4739839437	0.07514406099	0.4739839437	0.3023326621
1009	0.1409788778	0.4739739273	0.07512980736	0.4739739273	0.3022845746
1010	0.1409788778	0.4739692313	0.07511475663	0.4739692313	0.30223871
1011	0.1410779835	0.4739316221	0.07510851048	0.4739316221	0.3022151756
1012	0.1410779835	0.4739269595	0.07509352222	0.4739269595	0.3021694908
1013	0.1410779835	0.4739223266	0.07507858857	0.4739223266	0.3021239645
1014	0.141578566	0.4739170252	0.0750630679	0.4739170252	0.3020763978
1015	0.1416185555	0.4739103641	0.07504589321	0.4739103641	0.3020238435
1016	0.1416185555	0.4739058245	0.07503113214	0.4739058245	0.3019788182
1017	0.1416185555	0.4739013137	0.07501642476	0.4739013137	0.301933949
1018	0.1416786357	0.4738752806	0.07500399641	0.4738752806	0.301890569
1019	0.1416860214	0.4738127199	0.07498882176	0.4738127199	0.3018330995
1020	0.1411585284	0.4737949999	0.0749699507	0.4737949999	0.3017713071
1021	0.1411543619	0.473790782	0.07495793617	0.473790782	0.301734741
1022	0.141216062	0.4737381906	0.07494300187	0.4737381906	0.301678367
1023	0.1412909651	0.4737022196	0.07492616519	0.4737022196	0.3016192354
1024	0.1412909651	0.4736978831	0.07491178775	0.4736978831	0.3015753246
1025	0.1412909651	0.4736935742	0.07489746244	0.4736935742	0.3015315656
1026	0.141293904	0.4736743398	0.07488272226	0.4736743398	0.3014782837
1027	0.1417994721	0.4736255487	0.07486793707	0.4736255487	0.3014270568
1028	0.1417869569	0.473617307	0.07486044847	0.473617307	0.301400677
1029	0.1418382541	0.4735957501	0.07484682192	0.4735957501	0.3013553013
1030	0.1418382541	0.4735919294	0.07483346225	0.4735919294	0.3013144425
1031	0.1420382355	0.4735500894	0.07481365794	0.4735500894	0.3012454225
1032	0.142013444	0.4735460228	0.07479979959	0.4735460228	0.3012030325
1033	0.142226136	0.4735094926	0.07479420908	0.4735094926	0.3011824456
1034	0.142251548	0.473479282	0.0747722427	0.473479282	0.3011069133
1035	0.1421670132	0.4734660337	0.07476220047	0.4734660337	0.3010723405
1036	0.1422187567	0.4734331534	0.07474742118	0.4734331534	0.3010234588
1037	0.1422187567	0.473429118	0.07473362379	0.473429118	0.3009812382
1038	0.1422187567	0.4734251082	0.07471987619	0.4734251082	0.300939163
1039	0.1423149045	0.4733841046	0.07471822489	0.4733841046	0.3009271472
1040	0.1421667875	0.473316874	0.0747125489	0.473316874	0.300902629
1041	0.1415474981	0.4732693106	0.07470729306	0.4732693106	0.3008789679
1042	0.1416309422	0.4732156945	0.074697066	0.4732156945	0.3008374347
1043	0.1415475562	0.4731766825	0.07467991921	0.4731766825	0.3007767121
1044	0.1414088678	0.4731717282	0.07467084566	0.4731717282	0.3007482149
1045	0.1415727338	0.4731509583	0.07465770458	0.4731509583	0.3007007658
1046	0.1415969518	0.4731102975	0.07464940864	0.4731102975	0.3006681869
1047	0.1416059803	0.473101546	0.07463358373	0.473101546	0.30061858
1048	0.1416158341	0.4730476896	0.07462695329	0.4730476896	0.3005838604
1049	0.1415286491	0.4730276111	0.07460960776	0.4730276111	0.3005275857
1050	0.1415305739	0.4730244134	0.0745998541	0.4730244134	0.300497704
1051	0.1415305739	0.4730205832	0.07458646596	0.4730205832	0.3004566759
1052	0.1415506827	0.472956929	0.07457414099	0.472956929	0.3004074197
1053	0.1415506827	0.4729536143	0.07456186659	0.4729536143	0.3003697713
1054	0.1416197169	0.4729143998	0.07455943403	0.4729143998	0.300353891
1055	0.1416607232	0.4728922973	0.07454870923	0.4728922973	0.3003161565
1056	0.1417091995	0.4728592947	0.07453497013	0.4728592947	0.3002703282
1057	0.1417704742	0.4728368881	0.07453507042	0.4728368881	0.3002645637
1058	0.1420772463	0.4728047978	0.07452271353	0.4728047978	0.3002191553
1059	0.1420069347	0.4727909423	0.0745045026	0.4727909423	0.3001602992
1060	0.1417786481	0.4727672509	0.07448655633	0.4727672509	0.3001000689
1061	0.1417475599	0.4727536603	0.07448175497	0.4727536603	0.3000831036
1062	0.1417475599	0.4727500033	0.0744687164	0.4727500033	0.3000430986
1063	0.1417475599	0.4727463694	0.07445572461	0.4727463694	0.3000032309
1064	0.1417475599	0.4727431685	0.07444371711	0.4727431685	0.2999663564
1065	0.1425494276	0.4726785825	0.07442464392	0.4726785825	0.2998952755
1066	0.1426097194	0.4726615712	0.07440862114	0.4726615712	0.2998425795
1067	0.1426033067	0.4726026436	0.07439533153	0.4726026436	0.2997900621
1068	0.1429029665	0.4725620912	0.07438230762	0.4725620912	0.2997446361
1069	0.1430600561	0.472543721	0.07436848942	0.472543721	0.2996944621
1070	0.1429740745	0.4725245635	0.07435292377	0.4725245635	0.2996437587
1071	0.1430590756	0.4724957786	0.07434365952	0.4724957786	0.2996124735
1072	0.1431768288	0.4724298417	0.07432941488	0.4724298417	0.2995567433
1073	0.1432218368	0.4723802635	0.07431157185	0.4723802635	0.2994927132
1074	0.1425554638	0.4723590476	0.07430007727	0.4723590476	0.2994481647
1075	0.1427452996	0.4723401662	0.07428411111	0.4723401662	0.2993956811
1076	0.1432339264	0.4723231622	0.07428760356	0.4723231622	0.2994042154
1077	0.1433869239	0.4722610612	0.07427801892	0.4722610612	0.2993640473
1078	0.1434200642	0.4722398451	0.07426770467	0.4722398451	0.2993280993
1079	0.1434486945	0.4722370919	0.0742578711	0.4722370919	0.2992979559
1080	0.143508828	0.4722093135	0.07423572241	0.4722093135	0.2992235314
1081	0.1435075091	0.4721953055	0.07421920431	0.4721953055	0.2991693657
1082	0.1435918453	0.4721668228	0.07421147922	0.4721668228	0.2991408399
1083	0.1435954639	0.4721520427	0.07420811102	0.4721520427	0.2991254725
1084	0.143535575	0.4721336723	0.07419251621	0.4721336723	0.2990740863
1085	0.1434722227	0.4720936431	0.07418430899	0.4720936431	0.299039944
1086	0.1435044063	0.4720557701	0.07416715765	0.4720557701	0.2989783449
1087	0.1435044063	0.4720531516	0.07415686226	0.4720531516	0.2989465843
1088	0.1435044063	0.4720499622	0.07414479859	0.4720499622	0.2989094455
1089	0.1435044063	0.4720469895	0.0741332173	0.4720469895	0.2988737712
1090	0.1435498008	0.4720320436	0.07412037141	0.4720320436	0.2988329418
1091	0.1435575916	0.4719951346	0.07410917648	0.4719951346	0.298791069
1092	0.1435314133	0.4719854914	0.0740966646	0.4719854914	0.2987484085
1093	0.1435348746	0.4719749717	0.07409137241	0.4719749717	0.2987309364
1094	0.1435415989	0.4719616692	0.07408756277	0.4719616692	0.2987169089
1095	0.1435470554	0.4719417493	0.07406846398	0.4719417493	0.2986538933
1096	0.1435692635	0.4719306349	0.0740600506	0.4719306349	0.2986268951
1097	0.1435692635	0.4719275919	0.07404830167	0.4719275919	0.2985906855
1098	0.1435644345	0.4718718361	0.07403952193	0.4718718361	0.2985488074
1099	0.1435644345	0.4718691557	0.07402865422	0.4718691557	0.2985152888
1100	0.1435644345	0.4718665691	0.07401797139	0.4718665691	0.2984823245
1101	0.1434832546	0.471849719	0.07400967457	0.471849719	0.2984483859
1102	0.1435573613	0.4718338176	0.07399308461	0.4718338176	0.298392779
1103	0.1435573613	0.4718312992	0.0739826164	0.4718312992	0.2983604753
1104	0.1435573613	0.4718283761	0.07397112883	0.4718283761	0.2983250413
1105	0.1436321152	0.4718152936	0.07396843001	0.4718152936	0.2983155725
1106	0.1436612399	0.4717828549	0.07395760692	0.4717828549	0.2982778861
