iter	PRAUC:type=Classic;use_weights=false	Logloss	BrierScore:use_weights=false	Logloss:use_weights=true	Logloss:use_weights=false
2124	0.1729933353	0.4535900842	0.0705795039	0.4535900842	0.282713701
2125	0.1730247946	0.4535777411	0.07057928371	0.4535777411	0.2827047917
2126	0.1730318738	0.453558276	0.0705809593	0.453558276	0.2826969288
2127	0.1730345198	0.4535437442	0.0705853912	0.4535437442	0.2827065932
2128	0.1731320537	0.4534982671	0.07058936963	0.4534982671	0.2827115426
2129	0.1731418999	0.453493257	0.07058873456	0.453493257	0.2827080561
2130	0.1731418999	0.4534928794	0.07058501426	0.4534928794	0.282696339
2131	0.1731622343	0.4534793739	0.07058516772	0.4534793739	0.2826947452
2132	0.1731539841	0.4534580261	0.070589697	0.4534580261	0.2827056282
2133	0.1731739152	0.4534408398	0.07058823922	0.4534408398	0.2826956796
2134	0.1731913428	0.4534157267	0.07058636562	0.4534157267	0.2826856773
2135	0.1732014331	0.4534007851	0.07059180511	0.4534007851	0.2826984479
2136	0.1732349557	0.4533679216	0.07059260559	0.4533679216	0.2826948235
2137	0.1732860137	0.4533517924	0.07059433956	0.4533517924	0.2826908296
2138	0.1733328498	0.4533201796	0.07059810264	0.4533201796	0.2826911594
2139	0.1733256052	0.4533109416	0.07059600853	0.4533109416	0.2826794392
2140	0.1733020543	0.4533071907	0.0705907959	0.4533071907	0.2826592877
2141	0.1733756406	0.4532587591	0.07059332656	0.4532587591	0.2826542329
2142	0.1733772181	0.4532540703	0.0705950716	0.4532540703	0.282658487
2143	0.1733316744	0.4532265335	0.07059461605	0.4532265335	0.2826522708
2144	0.1733689989	0.4532197949	0.07059006555	0.4532197949	0.2826367141
2145	0.1734012182	0.453212444	0.07058432624	0.453212444	0.2826137467
2146	0.1734305423	0.4531745803	0.07058985917	0.4531745803	0.2826224673
2147	0.1740331751	0.4531656933	0.0705849584	0.4531656933	0.2826060666
2148	0.1740413444	0.4531466067	0.07058589638	0.4531466067	0.2825958995
2149	0.1740457998	0.4531314851	0.07058298504	0.4531314851	0.2825873508
2150	0.1740397964	0.4531275697	0.07058418288	0.4531275697	0.2825905509
2151	0.1739933285	0.4530960487	0.07058820052	0.4530960487	0.2825950274
2152	0.1740324131	0.4530561324	0.07058916825	0.4530561324	0.2825918804
2153	0.1741819298	0.4530211336	0.07058921032	0.4530211336	0.2825808964
2154	0.1740378712	0.4529937322	0.07059213697	0.4529937322	0.2825830385
2155	0.1741370224	0.4529884487	0.0705884699	0.4529884487	0.2825680519
2156	0.1741370224	0.452988059	0.07058463739	0.452988059	0.2825559857
2157	0.1741255089	0.4529566957	0.07058227383	0.4529566957	0.2825441317
2158	0.1741281027	0.4529560864	0.07058241539	0.4529560864	0.2825446787
2159	0.1741392869	0.4529387108	0.07058544531	0.4529387108	0.2825461283
2160	0.1741926612	0.4529254177	0.07057953517	0.4529254177	0.2825221789
2161	0.1742160171	0.4529060482	0.07057180115	0.4529060482	0.2824966487
2162	0.1742177016	0.4529034058	0.07057156633	0.4529034058	0.2824964615
2163	0.1742177016	0.4529029993	0.07056764237	0.4529029993	0.28248411
2164	0.1742177016	0.452902603	0.07056380491	0.452902603	0.2824720302
2165	0.1739580459	0.4528722955	0.07056083701	0.4528722955	0.2824520658
2166	0.1739962781	0.4528315747	0.07056555834	0.4528315747	0.2824508479
2167	0.1739962781	0.4528311784	0.07056172112	0.4528311784	0.2824387698
2168	0.1740199725	0.4528081115	0.0705630685	0.4528081115	0.2824290451
2169	0.1740269501	0.4528060837	0.07055978897	0.4528060837	0.2824149533
2170	0.1742584416	0.4527997473	0.07055573351	0.4527997473	0.2824002522
2171	0.1739459771	0.4527854024	0.07055778044	0.4527854024	0.2824043476
2172	0.1739700774	0.4527703469	0.07056237259	0.4527703469	0.2824167502
2173	0.1740768322	0.452737135	0.0705626333	0.452737135	0.2824101333
2174	0.1740768322	0.45273673	0.07055871707	0.45273673	0.2823978078
2175	0.1740725814	0.4527172363	0.07056535205	0.4527172363	0.2824103592
2176	0.1740545954	0.452702487	0.0705602203	0.452702487	0.2823835666
2177	0.1740860435	0.4526836773	0.07055306815	0.4526836773	0.2823644485
2178	0.1744073968	0.4526626533	0.07055713771	0.4526626533	0.282370537
2179	0.1744335898	0.4526406176	0.07055565798	0.4526406176	0.2823610836
2180	0.1744269691	0.4526341614	0.07055347651	0.4526341614	0.2823515001
2181	0.1744465884	0.4526270814	0.0705478311	0.4526270814	0.2823288792
2182	0.1744896253	0.4526200376	0.07054221482	0.4526200376	0.2823063527
2183	0.1741897148	0.4526094755	0.07054217476	0.4526094755	0.2823025358
2184	0.1742041208	0.452600189	0.07053755287	0.452600189	0.282283316
2185	0.1742010058	0.452591097	0.07053208426	0.452591097	0.2822604808
2186	0.1745114844	0.4525706285	0.0705398014	0.4525706285	0.2822754486
2187	0.1736684741	0.4525458225	0.07053596914	0.4525458225	0.2822606829
2188	0.1736733241	0.4525388843	0.07053041557	0.4525388843	0.2822383662
2189	0.1736733241	0.4525385017	0.07052664834	0.4525385017	0.2822265086
2190	0.1736828351	0.452525523	0.07052366087	0.452525523	0.2822133119
2191	0.1737482404	0.4525142941	0.07052477613	0.4525142941	0.282211294
2192	0.173793718	0.4525074212	0.07051927424	0.4525074212	0.2821891469
2193	0.1737980628	0.4524855992	0.07052461129	0.4524855992	0.2821990513
2194	0.173889215	0.452453128	0.07053170222	0.452453128	0.2822118327
2195	0.1739165742	0.452444492	0.07052691829	0.452444492	0.2821957723
2196	0.1739496947	0.4524108826	0.07053134642	0.4524108826	0.2821977409
2197	0.1740022773	0.4523838284	0.07052901518	0.4523838284	0.2821883053
2198	0.1740219858	0.4523625106	0.07053049014	0.4523625106	0.2821798822
2199	0.1740279956	0.4523332582	0.07053129507	0.4523332582	0.282173888
2200	0.1740140384	0.4523097361	0.07052096363	0.4523097361	0.2821356185
2201	0.1741321081	0.4522808731	0.07052153188	0.4522808731	0.2821289705
2202	0.1741075437	0.4522628746	0.07051959733	0.4522628746	0.2821184945
2203	0.1741192897	0.4522450771	0.07052066268	0.4522450771	0.2821089548
2204	0.1741192897	0.4522447061	0.07051692829	0.4522447061	0.2820972011
2205	0.1741589988	0.4522104048	0.0705188111	0.4522104048	0.2820969106
2206	0.1741296526	0.4521990459	0.07052684165	0.4521990459	0.2821187136
2207	0.1741349075	0.452184557	0.07052916039	0.452184557	0.2821173738
2208	0.1741163386	0.4521776351	0.07052657666	0.4521776351	0.282100773
2209	0.1741257559	0.4521537354	0.07052745156	0.4521537354	0.2820963586
2210	0.1741466181	0.4521373206	0.07053093164	0.4521373206	0.2820994165
2211	0.1742856718	0.4521067379	0.07053026551	0.4521067379	0.2820920926
2212	0.1743227492	0.4520600606	0.07053409262	0.4520600606	0.2820923247
2213	0.1742999845	0.4520398144	0.07052715832	0.4520398144	0.2820714758
2214	0.1742999845	0.4520394226	0.07052477827	0.4520394226	0.2820640394
2215	0.1743300823	0.4520267116	0.0705239138	0.4520267116	0.2820540702
2216	0.1743146261	0.4520092907	0.07052522159	0.4520092907	0.282045213
2217	0.1743101896	0.4519854758	0.07052936393	0.4519854758	0.2820503634
2218	0.1743002831	0.4519742042	0.07052594097	0.4519742042	0.2820306131
2219	0.1743085565	0.4519595544	0.07053354462	0.4519595544	0.2820476524
2220	0.1743544474	0.4519318357	0.07054406028	0.4519318357	0.282070612
2221	0.1751498271	0.4519297209	0.07053821694	0.4519297209	0.2820508389
2222	0.1748765364	0.4518949051	0.07053627215	0.4518949051	0.2820296243
2223	0.1749553105	0.4518521058	0.07054123285	0.4518521058	0.2820367885
2224	0.1740847016	0.4518098587	0.07053544116	0.4518098587	0.2820165143
2225	0.1741414772	0.4517846134	0.0705333454	0.4517846134	0.2820055913
2226	0.174145539	0.4517617529	0.07053395909	0.4517617529	0.2819934745
2227	0.1741469727	0.4517525758	0.0705373398	0.4517525758	0.2820009073
2228	0.1741562388	0.4517387872	0.0705409888	0.4517387872	0.2820101205
2229	0.1741795323	0.451706565	0.07054235661	0.451706565	0.2820089948
2230	0.1742035515	0.4516930303	0.0705418015	0.4516930303	0.2820029612
2231	0.1742982231	0.4516717857	0.07054555602	0.4516717857	0.2820063472
2232	0.1743118438	0.4516518451	0.07054735531	0.4516518451	0.2820070568
2233	0.1743058713	0.4516409559	0.07055005229	0.4516409559	0.2820082313
2234	0.174290556	0.4516229388	0.07054875233	0.4516229388	0.2819996339
2235	0.174323213	0.4515964357	0.07055351956	0.4515964357	0.2820058203
2236	0.1743351468	0.4515890312	0.0705503882	0.4515890312	0.2819972998
2237	0.1743490889	0.4515709665	0.07055409086	0.4515709665	0.2820034091
2238	0.1744678725	0.4515487639	0.07055711949	0.4515487639	0.2820128529
2239	0.1745084875	0.4515148435	0.07056087757	0.4515148435	0.2820177734
2240	0.174474191	0.451504269	0.07055795445	0.451504269	0.2819998286
2241	0.1744960514	0.4514727243	0.07056044242	0.4514727243	0.2819969041
2242	0.1745026514	0.4514560289	0.07056294848	0.4514560289	0.2819921817
2243	0.17452443	0.4514311577	0.07056891747	0.4514311577	0.2820000705
2244	0.1745242081	0.4514107598	0.07056971755	0.4514107598	0.2819980065
2245	0.1745733419	0.4513862656	0.07056080571	0.4513862656	0.281965653
2246	0.1745636223	0.4513698404	0.07056171922	0.4513698404	0.2819558992
2247	0.1744445472	0.4513521379	0.07055521563	0.4513521379	0.2819324226
2248	0.1744238983	0.4513357937	0.07055614855	0.4513357937	0.2819227459
2249	0.1744735433	0.451329552	0.07055096138	0.451329552	0.2819017872
2250	0.1745087749	0.451326851	0.07054979664	0.451326851	0.2818990424
2251	0.1744307868	0.4513049724	0.07055301635	0.4513049724	0.2819024482
2252	0.1744347356	0.4512933941	0.07055662198	0.4512933941	0.2819097093
2253	0.1744724027	0.4512546523	0.07055814614	0.4512546523	0.2819072819
2254	0.1744724027	0.4512542072	0.07055407076	0.4512542072	0.2818944854
2255	0.17448509	0.4512477028	0.07054844572	0.4512477028	0.281872081
2256	0.1745298401	0.4512255457	0.07055180578	0.4512255457	0.281875904
2257	0.174551035	0.4511979211	0.07055025254	0.4511979211	0.2818610809
2258	0.174551035	0.4511974799	0.07054619598	0.4511974799	0.2818483435
2259	0.174551035	0.451197033	0.07054207459	0.451197033	0.2818354019
2260	0.1745822404	0.4511784582	0.07054073341	0.4511784582	0.2818267557
2261	0.1745822404	0.4511780138	0.07053662427	0.4511780138	0.2818138519
2262	0.1745822404	0.4511775918	0.07053271006	0.4511775918	0.2818015597
2263	0.1745822404	0.4511771797	0.07052887776	0.4511771797	0.281789524
2264	0.1745822404	0.4511767516	0.07052488454	0.4511767516	0.2817769823
2265	0.1741805075	0.451156038	0.07052595381	0.451156038	0.2817744289
2266	0.1742880056	0.4511121214	0.07052679155	0.4511121214	0.2817683255
2267	0.1743053881	0.451098173	0.07053424121	0.451098173	0.2817873247
2268	0.1742415332	0.45108133	0.07053065447	0.45108133	0.2817725205
2269	0.1742226712	0.4510571297	0.07053067077	0.4510571297	0.2817668345
2270	0.1742635593	0.451037577	0.07053481538	0.451037577	0.2817666974
2271	0.1742441534	0.4510263457	0.07053076483	0.4510263457	0.281752689
2272	0.1743560648	0.4510104189	0.07052738971	0.4510104189	0.2817374431
2273	0.1742796279	0.4509937427	0.07052852429	0.4509937427	0.281738037
2274	0.1743403298	0.4509856953	0.0705237071	0.4509856953	0.2817217999
2275	0.1744595723	0.45097559	0.07052386254	0.45097559	0.2817187272
2276	0.1743591069	0.4509661769	0.07052060376	0.4509661769	0.2817041365
2277	0.1743638714	0.4509360542	0.07052793873	0.4509360542	0.281716469
2278	0.1743634529	0.4509202015	0.07052890665	0.4509202015	0.2817070137
2279	0.1743760501	0.4509139065	0.07053355449	0.4509139065	0.2817191102
2280	0.1744350687	0.4509082729	0.0705264905	0.4509082729	0.2816930726
2281	0.1744213711	0.4508995396	0.07052337254	0.4508995396	0.2816739477
2282	0.1744213711	0.4508991464	0.07052073586	0.4508991464	0.2816656966
2283	0.174418462	0.4508973869	0.07051601747	0.4508973869	0.2816494482
2284	0.174424236	0.4508888343	0.0705190877	0.4508888343	0.2816563287
2285	0.1743798417	0.4508635135	0.07051341784	0.4508635135	0.2816316
2286	0.1743085804	0.4508439677	0.07051276183	0.4508439677	0.2816247124
2287	0.1743124687	0.4508204581	0.07051319808	0.4508204581	0.2816212901
2288	0.1743008613	0.4508047326	0.07051420326	0.4508047326	0.2816119826
2289	0.1743752868	0.450793132	0.07051835881	0.450793132	0.281618449
2290	0.1743793582	0.4507841983	0.07052161602	0.4507841983	0.2816254894
2291	0.1744112242	0.4507689142	0.07052483996	0.4507689142	0.2816294129
2292	0.1744434591	0.4507279983	0.07052868524	0.4507279983	0.2816299328
2293	0.1744294936	0.4506980641	0.07053092487	0.4506980641	0.281631302
2294	0.174424595	0.4506770977	0.07052319395	0.4506770977	0.2816053937
2295	0.1745095866	0.4506532211	0.07052581373	0.4506532211	0.2816014529
2296	0.1745446563	0.4506299416	0.07052418766	0.4506299416	0.2815897872
2297	0.1746698566	0.4506045682	0.07052785702	0.4506045682	0.2815954876
2298	0.1746337314	0.450598527	0.07052311462	0.450598527	0.281579601
2299	0.1746552237	0.4505880606	0.07052201514	0.4505880606	0.281572516
2300	0.1746284971	0.4505814663	0.07051981012	0.4505814663	0.2815646084
2301	0.1746284971	0.4505810294	0.07051580025	0.4505810294	0.2815520249
2302	0.1746189154	0.4505760505	0.07051434997	0.4505760505	0.2815459003
2303	0.1746017192	0.4505691094	0.07051216604	0.4505691094	0.2815321296
2304	0.1746549349	0.4505556418	0.0705064858	0.4505556418	0.2815114253
2305	0.1745887645	0.4505416896	0.07050327991	0.4505416896	0.2814993373
2306	0.1745873938	0.4505304593	0.07050517877	0.4505304593	0.2814992205
2307	0.1745873938	0.4505300172	0.07050108126	0.4505300172	0.2814863606
2308	0.1746257221	0.4505070154	0.07049867102	0.4505070154	0.2814736855
2309	0.1747135988	0.450486974	0.07050454306	0.450486974	0.2814877413
2310	0.1747347344	0.4504802003	0.07050125989	0.4504802003	0.2814762883
2311	0.1748285955	0.4504330331	0.07050677609	0.4504330331	0.2814870674
2312	0.1747666271	0.4504259363	0.07050344535	0.4504259363	0.2814755512
2313	0.1747624062	0.4504253712	0.07049896788	0.4504253712	0.2814614355
2314	0.1748128391	0.450407236	0.0705077218	0.450407236	0.2814797296
2315	0.1747972074	0.4503995018	0.07049890815	0.4503995018	0.2814480894
2316	0.1747846217	0.4503681001	0.07050698768	0.4503681001	0.2814619266
2317	0.1747977357	0.4503584498	0.07050369113	0.4503584498	0.2814418392
2318	0.1748084112	0.4503511914	0.0705041069	0.4503511914	0.2814357818
2319	0.1748084112	0.4503507433	0.0704999804	0.4503507433	0.2814228345
2320	0.1748779444	0.4503356836	0.07050314858	0.4503356836	0.2814275668
2321	0.1748934975	0.450305571	0.07050589553	0.450305571	0.2814247821
2322	0.1748720562	0.4502799659	0.07051032015	0.4502799659	0.2814330611
2323	0.1748735684	0.4502714729	0.07050935649	0.4502714729	0.2814269055
2324	0.1749770502	0.4502407288	0.07051439675	0.4502407288	0.281429543
2325	0.1749690077	0.4502295945	0.07051195514	0.4502295945	0.2814142239
2326	0.1749976543	0.4502024499	0.0705171954	0.4502024499	0.281422837
2327	0.1749976543	0.4502019883	0.07051300469	0.4502019883	0.281409694
2328	0.1749963732	0.4501571459	0.07052236146	0.4501571459	0.2814277853
2329	0.1751419335	0.4501177621	0.0705208133	0.4501177621	0.2814196345
2330	0.1750101244	0.4501003199	0.07052337101	0.4501003199	0.281417495
2331	0.175080843	0.4500807044	0.07051699727	0.4500807044	0.2813972927
2332	0.1751224022	0.4500672397	0.07051587133	0.4500672397	0.2813874069
2333	0.1751245087	0.450057936	0.07051299542	0.450057936	0.281374068
2334	0.1750844155	0.4500438525	0.07051611145	0.4500438525	0.2813780414
2335	0.1750587577	0.4500290499	0.07051702956	0.4500290499	0.2813686868
2336	0.1757704128	0.4499771876	0.07051348511	0.4499771876	0.2813518174
2337	0.1758017721	0.4499673243	0.07051270171	0.4499673243	0.2813455242
2338	0.1758186225	0.4499365146	0.07051433547	0.4499365146	0.2813400264
2339	0.1755046106	0.4499068953	0.07051950751	0.4499068953	0.2813456905
2340	0.1755211628	0.4498753143	0.07052568889	0.4498753143	0.2813575313
2341	0.176280643	0.4498585508	0.07052725133	0.4498585508	0.2813586251
2342	0.1763203235	0.4498445085	0.07052784307	0.4498445085	0.2813580683
2343	0.176293006	0.4498139883	0.07053088065	0.4498139883	0.2813562139
2344	0.1767331188	0.4497841934	0.07053295262	0.4497841934	0.2813570844
2345	0.1767331188	0.4497837143	0.07052874559	0.4497837143	0.2813439011
2346	0.1767064858	0.4497380697	0.07053368537	0.4497380697	0.2813480736
2347	0.1766977471	0.4497344911	0.07053168167	0.4497344911	0.2813358244
2348	0.176703966	0.4497270109	0.07052834746	0.4497270109	0.2813177512
2349	0.1767917922	0.4497119902	0.07052679652	0.4497119902	0.2813082961
2350	0.1767806376	0.4497014098	0.07052659813	0.4497014098	0.2813031766
2351	0.1767836155	0.449689104	0.07053034766	0.449689104	0.2813109127
2352	0.1768059752	0.4496649205	0.07053273341	0.4496649205	0.2813128281
2353	0.1772259957	0.4496432096	0.07053456929	0.4496432096	0.2813088862
2354	0.1772585913	0.4496425408	0.07053023389	0.4496425408	0.2812951991
2355	0.1772673824	0.4496314023	0.07053194566	0.4496314023	0.2812958538
2356	0.1772687707	0.4496221548	0.07052853707	0.4496221548	0.281275598
2357	0.1772867875	0.4495923611	0.07052966551	0.4495923611	0.2812740095
2358	0.1772899754	0.4495785282	0.0705290116	0.4495785282	0.2812602974
2359	0.1772712154	0.4495742911	0.07052626698	0.4495742911	0.2812450293
2360	0.1772791298	0.4495568047	0.07053182046	0.4495568047	0.2812511986
2361	0.1773374484	0.4495304604	0.07053161085	0.4495304604	0.2812455643
2362	0.1773498293	0.4495123709	0.07053732297	0.4495123709	0.2812517181
2363	0.1773421618	0.449491787	0.07053655951	0.449491787	0.2812354743
2364	0.1773123649	0.4494821286	0.0705313881	0.4494821286	0.2812109217
2365	0.1773214328	0.4494797092	0.07053124959	0.4494797092	0.2812109687
2366	0.1773172577	0.4494763454	0.07052534349	0.4494763454	0.2811908868
2367	0.1773860207	0.4494582676	0.07051575383	0.4494582676	0.2811559273
2368	0.1773406554	0.4494531822	0.07050709533	0.4494531822	0.2811272798
2369	0.1773481053	0.4494459973	0.07050386978	0.4494459973	0.2811096498
2370	0.1773114198	0.449430503	0.07050654336	0.449430503	0.2811155131
2371	0.1772967265	0.4494166144	0.0705074514	0.4494166144	0.2811063632
2372	0.1773361188	0.4493989303	0.07050930494	0.4493989303	0.2811054799
2373	0.1774118111	0.4493691663	0.07051473966	0.4493691663	0.2811138217
2374	0.1774111601	0.4493544607	0.0705207448	0.4493544607	0.2811279143
2375	0.1774608633	0.4493248037	0.07050588074	0.4493248037	0.2810791764
2376	0.1774880743	0.4492998234	0.07051145991	0.4492998234	0.2810858443
2377	0.1775020604	0.4492887168	0.07051284679	0.4492887168	0.2810829322
2378	0.1775477622	0.4492657951	0.07051717677	0.4492657951	0.2810867349
2379	0.1780173622	0.4492094177	0.07051430003	0.4492094177	0.2810716421
2380	0.1780823542	0.4491916957	0.07050967026	0.4491916957	0.2810502158
2381	0.1780702606	0.4491694646	0.07051296096	0.4491694646	0.2810489037
2382	0.1773705572	0.4491483091	0.070515638	0.4491483091	0.2810506939
2383	0.177351089	0.449134829	0.07051648978	0.449134829	0.2810414807
2384	0.1774102879	0.4491038831	0.07050110941	0.4491038831	0.2809910966
2385	0.1774081624	0.4490973335	0.07049812647	0.4490973335	0.2809734842
2386	0.1774499885	0.4490813351	0.07049871124	0.4490813351	0.2809726138
2387	0.177769333	0.4490699129	0.070501761	0.4490699129	0.2809800954
2388	0.1778130985	0.4490450031	0.07049958937	0.4490450031	0.2809715365
2389	0.1777943646	0.449028424	0.07049814799	0.449028424	0.2809637093
2390	0.1777021498	0.4490201571	0.07049460536	0.4490201571	0.2809491204
2391	0.1776978293	0.4489944731	0.07050004917	0.4489944731	0.2809567379
2392	0.1777872725	0.4489752324	0.07049337277	0.4489752324	0.2809301575
2393	0.1778183957	0.4489492762	0.07049662267	0.4489492762	0.2809340254
2394	0.1778845402	0.4489344091	0.07049398365	0.4489344091	0.2809185413
2395	0.1779535482	0.448914575	0.0704940075	0.448914575	0.2809160501
2396	0.1778983807	0.4488888436	0.07049842003	0.4488888436	0.2809204816
2397	0.1780261055	0.4488568956	0.07049322047	0.4488568956	0.2809049622
2398	0.1780261055	0.4488564958	0.07049006129	0.4488564958	0.2808950821
2399	0.1779483786	0.4488383777	0.07049711703	0.4488383777	0.2809116582
2400	0.1780546448	0.4488116037	0.07050326126	0.4488116037	0.2809235626
2401	0.1780759075	0.4487902378	0.07050548544	0.4487902378	0.2809254362
2402	0.178056383	0.4487731348	0.07050324056	0.4487731348	0.2809162019
2403	0.1780129092	0.4487391743	0.07050246551	0.4487391743	0.2809072331
2404	0.1780308564	0.4487283631	0.07050056954	0.4487283631	0.2808969667
2405	0.1780187386	0.4487152354	0.07050136958	0.4487152354	0.2808877034
2406	0.178028945	0.4487081983	0.07049659664	0.4487081983	0.2808714971
2407	0.1780049149	0.4486798685	0.07050154845	0.4486798685	0.2808793283
2408	0.178065304	0.4486667159	0.07049817307	0.4486667159	0.2808641836
2409	0.1781193613	0.4486304152	0.0704936291	0.4486304152	0.2808468878
2410	0.177816109	0.448613104	0.07049984996	0.448613104	0.2808622059
2411	0.1778504017	0.4486064424	0.07049656328	0.4486064424	0.2808446162
2412	0.1779621893	0.448586708	0.07049344634	0.448586708	0.2808295802
2413	0.1779192082	0.448569617	0.0704991587	0.448569617	0.2808408919
2414	0.1782914459	0.448556403	0.07050069247	0.448556403	0.2808390103
2415	0.1782502897	0.4485239929	0.07050863768	0.4485239929	0.2808558777
2416	0.1782502897	0.4485234777	0.07050424197	0.4485234777	0.280842128
2417	0.1782226968	0.4484848262	0.07050433974	0.4484848262	0.2808346244
2418	0.1782226968	0.4484843116	0.07049994654	0.4484843116	0.2808208825
2419	0.1788371633	0.4484630599	0.07049759777	0.4484630599	0.2808063878
2420	0.1788581765	0.448423845	0.07050087488	0.448423845	0.2808037852
2421	0.1788330408	0.448392289	0.0705016098	0.448392289	0.2808016991
2422	0.1788908817	0.448382288	0.07050836375	0.448382288	0.2808216717
2423	0.1788908817	0.4483817538	0.07050384301	0.4483817538	0.2808075339
2424	0.1788500798	0.448376734	0.07050058583	0.448376734	0.2807940846
2425	0.1788490772	0.4483684186	0.07050101111	0.4483684186	0.280792256
2426	0.1788451809	0.4483556493	0.07050174733	0.4483556493	0.2807829066
2427	0.1788948528	0.4483240737	0.07051095406	0.4483240737	0.2808034174
2428	0.1789027705	0.4483060065	0.07051600039	0.4483060065	0.2808141069
2429	0.1789995274	0.4482828094	0.07051384041	0.4482828094	0.2807998148
2430	0.179132829	0.4482520194	0.07051285058	0.4482520194	0.2807908435
2431	0.1791841518	0.4482424383	0.0705140371	0.4482424383	0.2807896443
2432	0.1791703729	0.4482165715	0.07051120992	0.4482165715	0.280778441
2433	0.1791836989	0.4481920651	0.07051337179	0.4481920651	0.2807770402
2434	0.1791818477	0.4481790693	0.07051645131	0.4481790693	0.2807753198
2435	0.1791918263	0.4481513436	0.07051993474	0.4481513436	0.2807761875
2436	0.1792192124	0.4481363888	0.07052413535	0.4481363888	0.280782901
2437	0.1791290694	0.4481188043	0.07052544146	0.4481188043	0.2807805234
2438	0.1791972384	0.448095208	0.07051971567	0.448095208	0.2807595068
2439	0.1792095408	0.4480883526	0.07051484053	0.4480883526	0.2807429705
2440	0.1793204587	0.4480621651	0.07051738078	0.4480621651	0.2807457713
2441	0.1791937294	0.4480413287	0.07052135782	0.4480413287	0.2807501213
2442	0.1797725183	0.4480161622	0.0705248103	0.4480161622	0.2807565954
2443	0.1797902266	0.4480038057	0.07052517505	0.4480038057	0.2807463713
2444	0.1798492043	0.4479848337	0.07052546031	0.4479848337	0.2807434285
2445	0.1798716317	0.4479698259	0.07052470148	0.4479698259	0.2807337907
2446	0.1798739352	0.4479517272	0.07051969356	0.4479517272	0.2807127629
2447	0.1798739352	0.447943451	0.07052238036	0.447943451	0.2807180292
2448	0.1798739352	0.4479428998	0.07051782662	0.4479428998	0.2807038007
2449	0.1799314408	0.4479359491	0.07051040915	0.4479359491	0.280679486
2450	0.1798946688	0.447927507	0.0705069135	0.447927507	0.2806593508
2451	0.179898041	0.4479059439	0.07050480336	0.4479059439	0.2806389308
2452	0.1800816755	0.4478871861	0.07050496607	0.4478871861	0.2806353493
2453	0.18016712	0.4478500475	0.0705106584	0.4478500475	0.2806390521
2454	0.1796980243	0.4478302254	0.07050896079	0.4478302254	0.2806296528
2455	0.1797637495	0.4477967864	0.07051271494	0.4477967864	0.2806296738
2456	0.1797192633	0.4477868856	0.07050982969	0.4477868856	0.280619713
2457	0.1797444248	0.447779793	0.07050658687	0.447779793	0.280607599
2458	0.17980071	0.4477491349	0.07050046517	0.4477491349	0.2805857438
2459	0.179789104	0.447744543	0.07050324922	0.447744543	0.2805940002
2460	0.1798490629	0.4477116693	0.07050345797	0.4477116693	0.2805876365
2461	0.1798435229	0.4477000406	0.07049981474	0.4477000406	0.2805709928
2462	0.18028568	0.447669124	0.07050423677	0.447669124	0.280580377
2463	0.1803598838	0.4476327782	0.07050927888	0.4476327782	0.2805829357
2464	0.1803247869	0.4476105729	0.07050571289	0.4476105729	0.2805675715
2465	0.1806743564	0.4475988876	0.07050485646	0.4475988876	0.2805627951
2466	0.1804374581	0.4475664919	0.07050041139	0.4475664919	0.2805406728
2467	0.1804688554	0.4475432	0.07050229677	0.4475432	0.2805397701
2468	0.1804823925	0.4475066009	0.07050537958	0.4475066009	0.2805385787
2469	0.1804740699	0.4474787715	0.07050855347	0.4474787715	0.2805411789
2470	0.1804863297	0.4474642994	0.07050420249	0.4474642994	0.2805155595
2471	0.1807588963	0.447445513	0.07050761225	0.447445513	0.2805195167
2472	0.1807713387	0.447432328	0.07050900764	0.447432328	0.2805176956
2473	0.1807701219	0.4474190305	0.0705101716	0.4474190305	0.2805097072
2474	0.180785397	0.4474091793	0.07050815645	0.4474091793	0.2805007132
2475	0.1808089212	0.4473832034	0.07051068462	0.4473832034	0.2804962214
2476	0.1807561114	0.4473815472	0.07050456331	0.4473815472	0.2804761701
2477	0.1807787496	0.4473709418	0.0705048313	0.4473709418	0.2804738458
2478	0.1808161528	0.4473446228	0.07051088632	0.4473446228	0.2804838058
2479	0.1809258283	0.447311148	0.07051467332	0.447311148	0.2804885116
2480	0.1809962028	0.4472985162	0.07051505099	0.4472985162	0.2804851116
2481	0.1810405508	0.447262345	0.07051811286	0.447262345	0.2804838861
2482	0.1810588362	0.4472531752	0.07052162964	0.4472531752	0.2804918306
2483	0.1810767168	0.4472393744	0.07052406472	0.4472393744	0.2804988924
2484	0.1811169456	0.4472228916	0.07052696459	0.4472228916	0.2805045117
2485	0.181114448	0.4472040462	0.07053793212	0.4472040462	0.2805312356
2486	0.1811126556	0.4471803199	0.07053326508	0.4471803199	0.2805119372
2487	0.1810646694	0.4471595716	0.07053400949	0.4471595716	0.2805076823
2488	0.1811215366	0.4471346041	0.0705366898	0.4471346041	0.2805051477
2489	0.1811603313	0.4471158266	0.07053343062	0.4471158266	0.2804897529
2490	0.1805911232	0.4470734138	0.070539442	0.4470734138	0.2805011761
2491	0.1807115566	0.4470503625	0.07053382972	0.4470503625	0.2804774994
2492	0.1807380333	0.4470190359	0.07053425564	0.4470190359	0.2804733516
2493	0.1807558462	0.4470034799	0.07053345501	0.4470034799	0.2804626415
2494	0.1807813736	0.4469742637	0.07053547741	0.4469742637	0.2804594896
