fixture_id,rows,median_distance,mean_distance,median_scaled_div25,median_scaled_div25_5,median_dist_over_max,median_dist_over_max_div25
1161.0,1210,283.68399999999997,334.5467252892562,11.34736,11.124862745098039,43.08414711108257,1.7233658844433029
1167.0,1228,285.849,357.20793876221495,11.433959999999999,11.209764705882353,43.447938362008706,1.7379175344803484
1201.0,1157,277.3304,326.42288504753674,11.093216,10.875701960784314,41.902647887323944,1.6761059154929578
