group,n_rows,last15_sprints_mean,last15_hsr_mean,last15_distance_mean,last15_mean_max_speed_mean,last15_peak_speed_mean,last15_shots_mean,last15_shots_on_target_mean,last15_shots_under_press_mean,last15_shots_top_third_mean,cumul_sprints_mean,cumul_hsr_mean,cumul_distance_mean,cumul_mean_max_speed_mean,cumul_peak_speed_mean,cumul_shots_mean,cumul_shots_on_target_mean,cumul_shots_under_press_mean,cumul_shots_top_third_mean
exact_inferred_goal_shot,51,1.3529411764705883,6.862745098039215,376.63764705882346,6.627411764705883,7.751176470588235,0.23529411764705882,0.0784313725490196,0.17647058823529413,0.23529411764705882,4.352941176470588,19.666666666666668,829.9468627450979,6.659431372549019,8.375882352941177,0.6470588235294118,0.21568627450980393,0.5098039215686274,0.6274509803921569
all_base_rows,3486,1.4908204245553642,6.4475043029259895,367.12501721170395,6.217783419391853,7.278740676993689,0.16781411359724613,0.060814687320711415,0.13138267355134825,0.16207687894434883,4.171543316121629,18.144291451520367,969.2081267928859,6.4718864027538725,8.045837636259323,0.4282845668387837,0.15576592082616178,0.33562822719449226,0.4185312679288583
