feature,missing_rate,corr_with_target,univariate_auc,mean_positive,mean_negative
cumul_under_pressure_carry_count,0.0,-0.014800772598428429,0.5055165752773619,0.4810126582278481,0.5361324182478805
cumul_distance,0.0,-0.015209339451981838,0.5041993939177138,998.971075949367,1195.8458054097698
last15_shot_context_counter_count,0.0,0.016917669813328373,0.5038416725009327,0.0189873417721519,0.011303996770286637
last15_under_pressure_accuracy,0.0,-0.002915236069572746,0.5038276191595591,0.45571255397204763,0.4603946555316809
last15_shot_context_counter_share,0.0,0.01269557636738052,0.5038225088536051,0.015822784810126583,0.010429282734490649
cumul_sprints,0.0,-0.024050918342466046,0.5031875533388184,3.8354430379746836,4.209931368591038
last15_pass_no_target_count,0.0,-0.014360683264808284,0.5030981229846231,0.006329113924050633,0.014533710133225677
last15_pass_no_target_rate,0.0,-0.010385350842721564,0.503077681760807,0.0012658227848101266,0.0025866143856922174
cumul_shot_context_counter_share,0.0,-0.011676893735133961,0.5028566610282957,0.012658227848101266,0.01876598035257704
cumul_shot_context_counter_count,0.0,-0.01026004955684815,0.5028349422279912,0.0189873417721519,0.02624142107387969
cumul_shot_context_left_foot_count,0.0,-0.015556589489726779,0.50277617370952,0.12658227848101267,0.15704481227291078
cumul_shot_context_counter_count_per15,0.0,0.020070396157638355,0.5027672306741005,0.01725437010247137,0.010135473244606685
cumul_shot_context_counter_share_per15,0.0,0.005775258576725227,0.5027570100621923,0.00968203737191079,0.008012865891882253
cumul_under_pressure_backward_share,0.0,0.00991176037520472,0.502606256036549,0.24527465419350514,0.23651296508309622
cumul_shot_context_header_share_per15,0.0,0.015813637696852834,0.5021948764072505,0.01831926863572433,0.012789388425238244
cumul_shot_context_header_count_per15,0.0,0.012418479877563716,0.5021757127599229,0.01972573839662447,0.015054673492299653
cumul_mean_max_speed,0.0,0.037245396652633746,0.5020620084524461,6.665335443037975,6.4570948728300355
minute_in,0.0,0.004738450967361234,0.502049232687561,5.449367088607595,5.147355672184093
cumul_shot_context_header_share,0.0,0.006470758133741724,0.5020249587342794,0.04008438818565401,0.03519041851702328
cumul_shot_context_penalty_count_per15,0.0,-0.01485829504898082,0.5020185708518369,0.0,0.0011169425380164178
cumul_shot_context_penalty_count,0.0,-0.015588376489954226,0.5020185708518369,0.0,0.004037141703673799
cumul_shot_context_header_count,0.0,0.00032091405261216625,0.5018857028970325,0.04430379746835443,0.04400484457004441
cumul_shots_on_target,0.0,0.004175425965944699,0.5018601513672624,0.1518987341772152,0.144529672991522
cumul_shot_context_left_foot_count_per15,0.0,0.0071314832288323984,0.501750279789251,0.06420625787714394,0.05828920183333729
last15_shot_context_penalty_count,0.0,-0.01101216393798449,0.5010092854259185,0.0,0.0020185708518368995
cumul_shots_on_target_per15,0.0,0.025054144049644112,0.500463760265327,0.07445750452079565,0.053584519536228815
last15_shot_context_header_count,0.0,2.1791394762736194e-05,0.5002044122381608,0.0189873417721519,0.018974566007266856
cumul_run_detail_hsr_distance,0.0,-0.010836256112173193,0.5001967467792297,781.0740128610297,884.8833945019928
last15_shot_context_header_share,0.0,-0.003548220820884737,0.5001648073670172,0.015822784810126583,0.017763423496164714
