shot_group,n_shots,under_pressure_rate,top_stage_rate,header_rate,left_foot_rate,right_foot_rate,regular_play_rate,counter_attack_rate,set_piece_rate,penalty_rate,lob_rate,volley_rate,normal_technique_rate
exact_inferred_goal_shot,51,0.8235294117647058,0.9803921568627451,0.13725490196078433,0.37254901960784315,0.47058823529411764,0.6078431372549019,0.13725490196078433,0.21568627450980393,0.0392156862745098,0.0196078431372549,0.058823529411764705,0.8627450980392157
other_joinable_shot,710,0.7746478873239436,0.956338028169014,0.13380281690140844,0.3464788732394366,0.5197183098591549,0.7,0.07323943661971831,0.21549295774647886,0.011267605633802818,0.0014084507042253522,0.07464788732394366,0.8873239436619719
