fixture_id,date,id,player_appearance_id,period,minute,stage,possession,run_type,min_speed,max_speed,distance,implied_secs_at_max,flag_speed_gt_10_3,flag_implied_duration_gt_30s,flag_known_bad_fixture,flag_reason
1161.0,2025-06-11,1323773,65577,half_2,15,middle,3752,hsr,5.43,5.88,209.8624,35.690884353741495,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323774,65577,half_2,15,top,3752,hsr,5.43,6.24,421.9472,67.61974358974359,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323775,65577,half_2,29,middle,3753,hsr,5.44,6.11,261.812,42.84975450081833,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323776,65577,half_2,32,middle,3753,sprint,6.94,7.45,317.9352,42.67586577181208,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323778,65577,half_2,33,middle,3752,hsr,5.44,6.9,464.9124,67.37860869565218,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323779,65577,half_2,36,middle,3753,hsr,5.46,6.47,363.7296,56.21786707882535,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323781,65577,half_2,39,middle,3753,hsr,5.44,5.88,261.5512,44.48149659863945,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323782,65577,half_2,42,bottom,3753,hsr,5.43,6.35,341.2876,53.746078740157486,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323785,65577,half_2,48,bottom,3753,hsr,5.43,5.57,170.216,30.559425493716336,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323786,65577,half_2,51,bottom,3752,hsr,5.47,6.48,572.53,88.35339506172839,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323787,65577,half_2,52,middle,3753,hsr,5.4,6.79,927.8052,136.64288659793814,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1323788,65577,half_2,52,bottom,3752,hsr,5.39,6.36,237.2984,37.311069182389936,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324808,65579,half_2,22,bottom,3752,hsr,5.39,6.75,662.4544,98.14139259259258,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324805,65579,half_2,23,top,3752,sprint,6.95,7.47,457.8576,61.29285140562249,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324806,65579,half_2,24,top,3752,sprint,6.98,8.0,494.116,61.7645,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324807,65579,half_2,25,top,3753,sprint,6.99,8.36,452.2088,54.091961722488044,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324811,65579,half_2,29,middle,3752,sprint,6.98,7.75,340.81759999999997,43.97646451612903,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324812,65579,half_2,29,middle,3753,sprint,6.92,8.94,907.8252,101.54644295302013,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324813,65579,half_2,29,bottom,3752,hsr,5.43,6.88,258.21000000000004,37.53052325581396,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324814,65579,half_2,31,top,3752,sprint,6.93,7.17,253.8548,35.405132496513254,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324817,65579,half_2,31,top,3752,hsr,5.5,6.91,226.5032,32.77904486251809,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324818,65579,half_2,32,top,3752,hsr,5.48,6.29,273.18559999999997,43.43173290937996,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324815,65579,half_2,35,top,3752,sprint,6.94,8.56,636.7188,74.38303738317757,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324821,65579,half_2,36,top,3752,hsr,5.55,7.19,358.09040000000005,49.80394993045898,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324819,65579,half_2,37,top,3752,sprint,6.97,8.84,657.8844,74.42131221719457,False,True,True,implied_duration_gt_30s; known_bad_fixture
1161.0,2025-06-11,1324822,65579,half_2,39,middle,3753,hsr,5.46,6.24,385.4416,61.76948717948718,False,True,True,implied_duration_gt_30s; known_bad_fixture
